RootImage,BotSum,HumanSum
AO1 Control 5-4 26,85,5
nCO1 Lithium 5-4 23,212,112
ACO1 Control 5-4 47,138,22
AO1 Lithium 5-4 15,53,10
CO1 Control 5-4 49,153,47
ACO1 Control 5-4 42,104,25
CO1 Lithium 5-4 46,193,52
ACO1 Control 5-4 26,175,54
ACO1 Lithium 5-4 12,150,0
CO1 Lithium 5-4 47,209,78
ACO1 Lithium 5-4 42,114,37
nCO1 Lithium 5-4 13,151,90
nCO1 Control 5-4 48,85,0
AO1 Control 5-4 39,126,35
ACO1 Control 5-4 41,104,18
CO1 Lithium 5-4 28,198,76
nCO1 Control 5-4 16,65,0
ACO1 Lithium 5-4 1,88,13
ACO1 Lithium 5-4 38,75,0
nCO1 Lithium 5-4 7,195,88
CO1 Control 5-4 28,120,50
AO1 Lithium 5-4 30,100,41
ACO1 Control 5-4 22,148,29
nCO1 Lithium 5-4 16,218,117
ACO1 Control 5-4 18,109,22
CO1 Control 5-4 37,242,52
AO1 Control 5-4 47,87,33
AO1 Lithium 5-4 6,24,0
AO1 Control 5-4 44,118,30
nCO1 Control 5-4 36,182,1
AO1 Control 5-4 17,215,0
CO1 Lithium 5-4 14,274,0
nCO1 Lithium 5-4 17,191,83
nCO1 Control 5-4 38,167,91
AO1 Control 5-4 49,88,23
CO1 Lithium 5-4 8,160,36
CO1 Control 5-4 2,149,23
CO1 Lithium 5-4 34,186,25
AO1 Control 5-4 4,172,36
AO1 Lithium 5-4 41,79,4
ACO1 Lithium 5-4 48,95,36
nCO1 Control 5-4 22,215,75
AO1 Lithium 5-4 28,51,0
ACO1 Control 5-4 34,84,36
AO1 Lithium 5-4 4,136,0
AO1 Lithium 5-4 16,122,22
AO1 Control 5-4 31,199,35
nCO1 Control 5-4 34,171,68
AO1 Control 5-4 37,89,9
ACO1 Lithium 5-4 36,114,26
nCO1 Control 5-4 50,151,45
CO1 Control 5-4 1,281,0
AO1 Control 5-4 32,83,11
AO1 Control 5-4 5,129,9
AO1 Lithium 5-4 31,119,19
nCO1 Control 5-4 11,222,114
nCO1 Lithium 5-4 30,61,5
AO1 Lithium 5-4 11,228,13
nCO1 Lithium 5-4 28,216,84
CO1 Lithium 5-4 2,181,86
CO1 Lithium 5-4 6,384,0
nCO1 Lithium 5-4 29,198,92
CO1 Lithium 5-4 11,199,79
ACO1 Lithium 5-4 27,170,49
CO1 Control 5-4 24,372,0
CO1 Lithium 5-4 12,201,103
CO1 Lithium 5-4 5,148,92
ACO1 Lithium 5-4 2,73,1
ACO1 Lithium 5-4 19,123,35
CO1 Lithium 5-4 7,145,59
ACO1 Lithium 5-4 4,51,2
ACO1 Control 5-4 28,69,0
CO1 Control 5-4 26,183,105
CO1 Control 5-4 18,478,0
AO1 Lithium 5-4 8,100,9
CO1 Lithium 5-4 4,244,0
ACO1 Control 5-4 45,59,0
CO1 Lithium 5-4 26,232,87
CO1 Control 5-4 6,206,44
ACO1 Control 5-4 27,86,9
CO1 Control 5-4 31,221,81
ACO1 Control 5-4 50,98,3
AO1 Control 5-4 14,169,18
CO1 Lithium 5-4 40,175,88
nCO1 Control 5-4 39,202,49
ACO1 Lithium 5-4 43,45,0
nCO1 Lithium 5-4 48,121,64
AO1 Lithium 5-4 42,138,49
ACO1 Control 5-4 32,115,35
nCO1 Lithium 5-4 2,300,118
nCO1 Control 5-4 29,155,63
AO1 Control 5-4 29,98,49
nCO1 Lithium 5-4 24,192,53
nCO1 Control 5-4 33,187,94
nCO1 Control 5-4 4,38,0
AO1 Lithium 5-4 21,73,14
CO1 Control 5-4 33,141,66
nCO1 Lithium 5-4 34,42,0
CO1 Control 5-4 8,102,60
AO1 Control 5-4 43,101,28
nCO1 Control 5-4 10,169,87
AO1 Lithium 5-4 35,118,2
CO1 Lithium 5-4 18,127,34
nCO1 Control 5-4 46,178,62
CO1 Control 5-4 50,151,46
AO1 Lithium 5-4 45,173,38
ACO1 Lithium 5-4 34,240,0
nCO1 Control 5-4 2,177,87
ACO1 Lithium 5-4 11,168,45
nCO1 Lithium 5-4 22,34,0
AO1 Lithium 5-4 7,125,49
AO1 Control 5-4 11,120,45
ACO1 Lithium 5-4 16,68,16
ACO1 Lithium 5-4 17,85,34
nCO1 Control 5-4 9,13,0
nCO1 Control 5-4 18,175,105
ACO1 Control 5-4 46,139,46
CO1 Lithium 5-4 30,181,89
ACO1 Lithium 5-4 31,83,11
ACO1 Control 5-4 24,107,16
CO1 Lithium 5-4 9,143,62
CO1 Lithium 5-4 25,155,90
AO1 Control 5-4 16,143,37
CO1 Lithium 5-4 3,151,89
ACO1 Lithium 5-4 30,49,0
ACO1 Lithium 5-4 39,63,10
ACO1 Lithium 5-4 49,209,0
ACO1 Control 5-4 31,185,92
CO1 Lithium 5-4 17,271,82
ACO1 Lithium 5-4 22,62,24
ACO1 Control 5-4 49,214,9
ACO1 Control 5-4 8,33,0
nCO1 Lithium 5-4 43,39,10
nCO1 Control 5-4 41,259,111
AO1 Lithium 5-4 49,94,8
AO1 Control 5-4 50,83,23
AO1 Lithium 5-4 5,54,2
nCO1 Control 5-4 20,186,85
nCO1 Control 5-4 5,119,80
ACO1 Control 5-4 12,96,5
nCO1 Lithium 5-4 47,116,61
AO1 Control 5-4 10,38,0
ACO1 Lithium 5-4 50,80,4
CO1 Control 5-4 36,238,76
ACO1 Control 5-4 3,109,10
nCO1 Lithium 5-4 39,167,63
ACO1 Lithium 5-4 47,342,0
nCO1 Control 5-4 26,141,0
CO1 Lithium 5-4 21,220,67
AO1 Control 5-4 45,79,29
nCO1 Control 5-4 23,164,100
CO1 Control 5-4 32,143,51
ACO1 Control 5-4 10,106,17
nCO1 Control 5-4 6,167,74
nCO1 Control 5-4 31,219,71
nCO1 Lithium 5-4 36,228,121
ACO1 Control 5-4 9,89,14
CO1 Lithium 5-4 15,162,125
AO1 Lithium 5-4 20,61,18
nCO1 Control 5-4 12,195,52
nCO1 Lithium 5-4 18,163,58
AO1 Control 5-4 20,114,5
nCO1 Lithium 5-4 26,213,97
CO1 Lithium 5-4 19,138,80
nCO1 Lithium 5-4 8,223,48
AO1 Control 5-4 40,86,11
CO1 Control 5-4 40,219,100
AO1 Lithium 5-4 17,102,13
nCO1 Lithium 5-4 44,197,101
CO1 Control 5-4 48,113,28
CO1 Control 5-4 27,137,62
CO1 Control 5-4 22,273,0
CO1 Control 5-4 13,150,66
AO1 Lithium 5-4 29,110,18
nCO1 Lithium 5-4 10,254,109
ACO1 Control 5-4 15,99,17
AO1 Control 5-4 1,116,12
AO1 Control 5-4 38,82,4
nCO1 Lithium 5-4 33,104,0
ACO1 Lithium 5-4 13,112,52
CO1 Lithium 5-4 16,286,0
ACO1 Control 5-4 23,179,67
AO1 Control 5-4 12,86,47
ACO1 Lithium 5-4 25,128,37
CO1 Control 5-4 10,158,71
nCO1 Lithium 5-4 31,163,56
AO1 Control 5-4 28,97,0
AO1 Lithium 5-4 24,64,12
ACO1 Control 5-4 30,62,0
nCO1 Lithium 5-4 20,215,119
ACO1 Control 5-4 14,172,1
nCO1 Control 5-4 27,136,51
CO1 Lithium 5-4 45,162,89
AO1 Control 5-4 8,112,40
CO1 Lithium 5-4 37,216,88
ACO1 Control 5-4 6,233,34
AO1 Control 5-4 15,104,35
ACO1 Control 5-4 4,85,0
CO1 Control 5-4 30,179,43
nCO1 Lithium 5-4 42,197,91
nCO1 Control 5-4 24,145,53
ACO1 Lithium 5-4 10,58,0
CO1 Lithium 5-4 36,259,30
AO1 Lithium 5-4 43,161,49
AO1 Control 5-4 30,93,18
AO1 Lithium 5-4 9,87,31
ACO1 Lithium 5-4 35,345,0
CO1 Lithium 5-4 1,167,38
ACO1 Control 5-4 1,172,0
ACO1 Lithium 5-4 5,46,0
nCO1 Control 5-4 13,189,66
CO1 Control 5-4 42,110,81
CO1 Lithium 5-4 39,169,70
nCO1 Control 5-4 47,185,0
ACO1 Lithium 5-4 15,116,16
CO1 Lithium 5-4 48,159,101
CO1 Control 5-4 25,255,0
ACO1 Lithium 5-4 7,62,0
ACO1 Lithium 5-4 24,127,15
ACO1 Lithium 5-4 21,87,4
nCO1 Lithium 5-4 21,169,56
CO1 Control 5-4 9,199,79
nCO1 Control 5-4 1,95,0
CO1 Lithium 5-4 24,183,69
CO1 Lithium 5-4 31,211,95
ACO1 Control 5-4 7,104,23
nCO1 Lithium 5-4 3,102,4
CO1 Control 5-4 47,162,66
CO1 Control 5-4 16,215,60
CO1 Lithium 5-4 10,189,86
nCO1 Lithium 5-4 1,273,80
CO1 Control 5-4 38,201,75
ACO1 Control 5-4 19,187,24
CO1 Lithium 5-4 49,152,0
nCO1 Lithium 5-4 14,188,70
nCO1 Control 5-4 40,126,74
AO1 Lithium 5-4 2,103,2
AO1 Lithium 5-4 10,106,30
CO1 Lithium 5-4 44,174,87
ACO1 Lithium 5-4 44,160,80
nCO1 Control 5-4 35,232,23
CO1 Control 5-4 39,160,64
AO1 Lithium 5-4 13,26,0
ACO1 Control 5-4 20,117,17
nCO1 Control 5-4 32,187,76
CO1 Control 5-4 17,163,86
AO1 Lithium 5-4 25,26,0
CO1 Lithium 5-4 29,236,102
AO1 Control 5-4 34,160,55
AO1 Control 5-4 3,104,39
ACO1 Lithium 5-4 28,65,0
CO1 Control 5-4 23,268,0
CO1 Lithium 5-4 41,249,106
ACO1 Lithium 5-4 37,68,0
ACO1 Lithium 5-4 18,80,19
AO1 Lithium 5-4 18,90,4
ACO1 Control 5-4 2,161,30
AO1 Lithium 5-4 38,104,25
AO1 Lithium 5-4 19,43,0
nCO1 Lithium 5-4 38,189,84
AO1 Lithium 5-4 32,36,0
AO1 Lithium 5-4 26,107,21
ACO1 Control 5-4 44,102,48
nCO1 Control 5-4 42,221,79
CO1 Control 5-4 4,97,39
AO1 Control 5-4 23,52,0
CO1 Lithium 5-4 27,179,88
AO1 Lithium 5-4 36,157,10
nCO1 Control 5-4 7,133,56
nCO1 Lithium 5-4 25,191,104
CO1 Control 5-4 46,148,56
AO1 Control 5-4 2,137,18
nCO1 Control 5-4 43,210,72
AO1 Control 5-4 22,154,31
AO1 Lithium 5-4 48,62,15
AO1 Control 5-4 48,143,25
CO1 Control 5-4 43,122,47
AO1 Control 5-4 13,121,36
nCO1 Lithium 5-4 5,200,61
ACO1 Control 5-4 48,88,19
AO1 Lithium 5-4 50,78,5
ACO1 Lithium 5-4 45,111,37
nCO1 Lithium 5-4 35,65,0
AO1 Lithium 5-4 27,126,0
AO1 Control 5-4 35,171,28
ACO1 Lithium 5-4 41,100,27
AO1 Control 5-4 21,127,36
nCO1 Control 5-4 21,193,44
AO1 Lithium 5-4 47,92,23
AO1 Lithium 5-4 44,140,20
CO1 Control 5-4 20,148,83
nCO1 Control 5-4 19,140,72
ACO1 Control 5-4 37,95,22
nCO1 Control 5-4 37,188,63
ACO1 Control 5-4 16,116,9
CO1 Control 5-4 35,163,77
AO1 Lithium 5-4 23,84,0
CO1 Control 5-4 7,170,64
AO1 Control 5-4 18,72,5
ACO1 Control 5-4 5,102,15
CO1 Control 5-4 11,58,0
CO1 Lithium 5-4 33,221,95
nCO1 Lithium 5-4 27,172,71
CO1 Control 5-4 19,273,0
nCO1 Lithium 5-4 37,85,3
nCO1 Lithium 5-4 45,166,67
nCO1 Control 5-4 28,134,0
CO1 Control 5-4 44,166,59
AO1 Control 5-4 24,161,0
nCO1 Control 5-4 3,60,2
ACO1 Control 5-4 11,119,21
nCO1 Control 5-4 49,41,0
nCO1 Control 5-4 15,204,54
AO1 Control 5-4 46,196,7
nCO1 Lithium 5-4 12,180,97
ACO1 Lithium 5-4 33,114,27
AO1 Lithium 5-4 3,91,1
ACO1 Control 5-4 38,95,19
ACO1 Control 5-4 29,75,0
ACO1 Control 5-4 13,196,30
ACO1 Control 5-4 35,129,30
ACO1 Lithium 5-4 32,225,0
ACO1 Lithium 5-4 29,129,3
nCO1 Lithium 5-4 4,217,75
nCO1 Control 5-4 17,205,88
nCO1 Lithium 5-4 40,235,79
nCO1 Control 5-4 25,133,67
ACO1 Control 5-4 43,99,1
AO1 Lithium 5-4 22,115,17
AO1 Lithium 5-4 1,139,41
CO1 Lithium 5-4 22,151,55
ACO1 Lithium 5-4 46,142,18
