RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 42,33,37
nCO1 Lithium 5-4 13,23,90
nCO1 Control 5-4 48,3,0
AO1 Control 5-4 39,22,35
ACO1 Control 5-4 41,4,18
CO1 Lithium 5-4 28,65,76
nCO1 Control 5-4 16,0,0
ACO1 Lithium 5-4 1,19,13
ACO1 Lithium 5-4 38,5,0
nCO1 Lithium 5-4 7,67,88
CO1 Control 5-4 28,25,50
AO1 Lithium 5-4 30,39,41
ACO1 Control 5-4 22,20,29
nCO1 Lithium 5-4 16,92,117
ACO1 Control 5-4 18,14,22
CO1 Control 5-4 37,21,52
AO1 Control 5-4 47,21,33
AO1 Lithium 5-4 6,0,0
AO1 Control 5-4 44,15,30
nCO1 Control 5-4 36,22,1
AO1 Control 5-4 17,2,0
CO1 Lithium 5-4 14,90,0
nCO1 Lithium 5-4 17,81,83
nCO1 Control 5-4 38,70,91
AO1 Control 5-4 49,19,23
CO1 Lithium 5-4 8,37,36
CO1 Control 5-4 2,30,23
CO1 Lithium 5-4 34,13,25
AO1 Control 5-4 4,14,36
AO1 Lithium 5-4 41,8,4
ACO1 Lithium 5-4 48,17,36
nCO1 Control 5-4 22,73,75
AO1 Lithium 5-4 28,15,0
ACO1 Control 5-4 34,27,36
AO1 Lithium 5-4 4,12,0
AO1 Lithium 5-4 16,27,22
AO1 Control 5-4 31,11,35
nCO1 Control 5-4 34,52,68
AO1 Control 5-4 37,8,9
ACO1 Lithium 5-4 36,40,26
nCO1 Control 5-4 50,33,45
CO1 Control 5-4 1,88,0
AO1 Control 5-4 32,4,11
AO1 Control 5-4 5,12,9
AO1 Lithium 5-4 31,11,19
nCO1 Control 5-4 11,135,114
nCO1 Lithium 5-4 30,13,5
AO1 Lithium 5-4 11,32,13
nCO1 Lithium 5-4 28,86,84
CO1 Lithium 5-4 2,97,86
CO1 Lithium 5-4 6,45,0
nCO1 Lithium 5-4 29,83,92
CO1 Lithium 5-4 11,78,79
ACO1 Lithium 5-4 27,49,49
CO1 Control 5-4 24,13,0
CO1 Lithium 5-4 12,101,103
CO1 Lithium 5-4 5,80,92
ACO1 Lithium 5-4 2,3,1
ACO1 Lithium 5-4 19,44,35
CO1 Lithium 5-4 7,50,59
ACO1 Lithium 5-4 4,0,2
ACO1 Control 5-4 28,0,0
CO1 Control 5-4 26,56,105
CO1 Control 5-4 18,0,0
AO1 Lithium 5-4 8,12,9
CO1 Lithium 5-4 4,45,0
ACO1 Control 5-4 45,35,0
CO1 Lithium 5-4 26,74,87
CO1 Control 5-4 6,33,44
ACO1 Control 5-4 27,1,9
CO1 Control 5-4 31,54,81
ACO1 Control 5-4 50,6,3
AO1 Control 5-4 14,29,18
CO1 Lithium 5-4 40,51,88
nCO1 Control 5-4 39,33,49
ACO1 Lithium 5-4 43,1,0
nCO1 Lithium 5-4 48,44,64
AO1 Lithium 5-4 42,34,49
ACO1 Control 5-4 32,24,35
nCO1 Lithium 5-4 2,61,118
nCO1 Control 5-4 29,46,63
AO1 Control 5-4 29,11,49
nCO1 Lithium 5-4 24,49,53
nCO1 Control 5-4 33,77,94
nCO1 Control 5-4 4,2,0
AO1 Lithium 5-4 21,16,14
CO1 Control 5-4 33,14,66
nCO1 Lithium 5-4 34,1,0
CO1 Control 5-4 8,17,60
AO1 Control 5-4 43,14,28
nCO1 Control 5-4 10,61,87
AO1 Lithium 5-4 35,0,2
CO1 Lithium 5-4 18,15,34
nCO1 Control 5-4 46,43,62
CO1 Control 5-4 50,36,46
AO1 Lithium 5-4 45,59,38
ACO1 Lithium 5-4 34,0,0
nCO1 Control 5-4 2,74,87
ACO1 Lithium 5-4 11,24,45
nCO1 Lithium 5-4 22,30,0
AO1 Lithium 5-4 7,33,49
AO1 Control 5-4 11,24,45
ACO1 Lithium 5-4 16,8,16
ACO1 Lithium 5-4 17,25,34
nCO1 Control 5-4 9,13,0
nCO1 Control 5-4 18,74,105
ACO1 Control 5-4 46,47,46
CO1 Lithium 5-4 30,59,89
ACO1 Lithium 5-4 31,7,11
ACO1 Control 5-4 24,8,16
CO1 Lithium 5-4 9,46,62
CO1 Lithium 5-4 25,62,90
AO1 Control 5-4 16,15,37
CO1 Lithium 5-4 3,75,89
ACO1 Lithium 5-4 30,0,0
ACO1 Lithium 5-4 39,6,10
ACO1 Lithium 5-4 49,68,0
ACO1 Control 5-4 31,68,92
CO1 Lithium 5-4 17,52,82
ACO1 Lithium 5-4 22,27,24
ACO1 Control 5-4 49,27,9
ACO1 Control 5-4 8,13,0
nCO1 Lithium 5-4 43,1,10
nCO1 Control 5-4 41,126,111
AO1 Lithium 5-4 49,10,8
AO1 Control 5-4 50,20,23
AO1 Lithium 5-4 5,0,2
nCO1 Control 5-4 20,83,85
nCO1 Control 5-4 5,59,80
ACO1 Control 5-4 12,5,5
nCO1 Lithium 5-4 47,46,61
AO1 Control 5-4 10,15,0
ACO1 Lithium 5-4 50,7,4
CO1 Control 5-4 36,67,76
ACO1 Control 5-4 3,0,10
nCO1 Lithium 5-4 39,29,63
ACO1 Lithium 5-4 47,48,0
nCO1 Control 5-4 26,12,0
CO1 Lithium 5-4 21,107,67
AO1 Control 5-4 45,14,29
nCO1 Control 5-4 23,92,100
CO1 Control 5-4 32,26,51
ACO1 Control 5-4 10,11,17
nCO1 Control 5-4 6,50,74
nCO1 Control 5-4 31,59,71
nCO1 Lithium 5-4 36,123,121
ACO1 Control 5-4 9,10,14
CO1 Lithium 5-4 15,95,125
AO1 Lithium 5-4 20,4,18
nCO1 Control 5-4 12,47,52
nCO1 Lithium 5-4 18,19,58
AO1 Control 5-4 20,6,5
nCO1 Lithium 5-4 26,83,97
CO1 Lithium 5-4 19,52,80
nCO1 Lithium 5-4 8,34,48
AO1 Control 5-4 40,6,11
CO1 Control 5-4 40,88,100
AO1 Lithium 5-4 17,5,13
nCO1 Lithium 5-4 44,94,101
CO1 Control 5-4 48,16,28
CO1 Control 5-4 27,40,62
CO1 Control 5-4 22,45,0
CO1 Control 5-4 13,63,66
AO1 Lithium 5-4 29,2,18
nCO1 Lithium 5-4 10,120,109
ACO1 Control 5-4 15,21,17
AO1 Control 5-4 1,9,12
AO1 Control 5-4 38,5,4
nCO1 Lithium 5-4 33,1,0
ACO1 Lithium 5-4 13,22,52
CO1 Lithium 5-4 16,0,0
ACO1 Control 5-4 23,60,67
AO1 Control 5-4 12,22,47
ACO1 Lithium 5-4 25,62,37
CO1 Control 5-4 10,43,71
nCO1 Lithium 5-4 31,44,56
AO1 Control 5-4 28,1,0
AO1 Lithium 5-4 24,10,12
ACO1 Control 5-4 30,0,0
nCO1 Lithium 5-4 20,107,119
ACO1 Control 5-4 14,0,1
nCO1 Control 5-4 27,28,51
CO1 Lithium 5-4 45,58,89
AO1 Control 5-4 8,31,40
CO1 Lithium 5-4 37,94,88
ACO1 Control 5-4 6,32,34
AO1 Control 5-4 15,13,35
ACO1 Control 5-4 4,12,0
CO1 Control 5-4 30,54,43
nCO1 Lithium 5-4 42,60,91
nCO1 Control 5-4 24,25,53
ACO1 Lithium 5-4 10,13,0
CO1 Lithium 5-4 36,49,30
AO1 Lithium 5-4 43,55,49
AO1 Control 5-4 30,6,18
AO1 Lithium 5-4 9,17,31
ACO1 Lithium 5-4 35,0,0
CO1 Lithium 5-4 1,18,38
ACO1 Control 5-4 1,128,0
ACO1 Lithium 5-4 5,0,0
nCO1 Control 5-4 13,57,66
CO1 Control 5-4 42,34,81
CO1 Lithium 5-4 39,41,70
nCO1 Control 5-4 47,10,0
ACO1 Lithium 5-4 15,2,16
CO1 Lithium 5-4 48,75,101
CO1 Control 5-4 25,38,0
ACO1 Lithium 5-4 7,2,0
ACO1 Lithium 5-4 24,6,15
ACO1 Lithium 5-4 21,13,4
nCO1 Lithium 5-4 21,57,56
CO1 Control 5-4 9,85,79
nCO1 Control 5-4 1,0,0
CO1 Lithium 5-4 24,79,69
CO1 Lithium 5-4 31,72,95
ACO1 Control 5-4 7,14,23
nCO1 Lithium 5-4 3,6,4
CO1 Control 5-4 47,30,66
CO1 Control 5-4 16,72,60
CO1 Lithium 5-4 10,60,86
nCO1 Lithium 5-4 1,71,80
CO1 Control 5-4 38,75,75
ACO1 Control 5-4 19,22,24
CO1 Lithium 5-4 49,12,0
nCO1 Lithium 5-4 14,63,70
nCO1 Control 5-4 40,45,74
AO1 Lithium 5-4 2,4,2
AO1 Lithium 5-4 10,27,30
CO1 Lithium 5-4 44,76,87
ACO1 Lithium 5-4 44,88,80
nCO1 Control 5-4 35,31,23
CO1 Control 5-4 39,44,64
AO1 Lithium 5-4 13,35,0
ACO1 Control 5-4 20,21,17
nCO1 Control 5-4 32,46,76
CO1 Control 5-4 17,59,86
AO1 Lithium 5-4 25,15,0
CO1 Lithium 5-4 29,79,102
AO1 Control 5-4 34,50,55
AO1 Control 5-4 3,31,39
ACO1 Lithium 5-4 28,0,0
CO1 Control 5-4 23,130,0
CO1 Lithium 5-4 41,82,106
ACO1 Lithium 5-4 37,0,0
ACO1 Lithium 5-4 18,17,19
AO1 Lithium 5-4 18,9,4
ACO1 Control 5-4 2,22,30
AO1 Lithium 5-4 38,23,25
AO1 Lithium 5-4 19,13,0
nCO1 Lithium 5-4 38,62,84
AO1 Lithium 5-4 32,27,0
AO1 Lithium 5-4 26,9,21
ACO1 Control 5-4 44,34,48
nCO1 Control 5-4 42,67,79
CO1 Control 5-4 4,23,39
AO1 Control 5-4 23,15,0
CO1 Lithium 5-4 27,67,88
AO1 Lithium 5-4 36,18,10
nCO1 Control 5-4 7,25,56
nCO1 Lithium 5-4 25,115,104
CO1 Control 5-4 46,29,56
AO1 Control 5-4 2,12,18
nCO1 Control 5-4 43,52,72
AO1 Control 5-4 22,57,31
AO1 Lithium 5-4 48,10,15
AO1 Control 5-4 48,33,25
CO1 Control 5-4 43,45,47
AO1 Control 5-4 13,36,36
nCO1 Lithium 5-4 5,30,61
ACO1 Control 5-4 48,17,19
AO1 Lithium 5-4 50,11,5
ACO1 Lithium 5-4 45,41,37
nCO1 Lithium 5-4 35,0,0
AO1 Lithium 5-4 27,27,0
AO1 Control 5-4 35,28,28
ACO1 Lithium 5-4 41,20,27
AO1 Control 5-4 21,29,36
nCO1 Control 5-4 21,44,44
AO1 Lithium 5-4 47,29,23
AO1 Lithium 5-4 44,17,20
CO1 Control 5-4 20,58,83
nCO1 Control 5-4 19,67,72
ACO1 Control 5-4 37,9,22
nCO1 Control 5-4 37,61,63
ACO1 Control 5-4 16,12,9
CO1 Control 5-4 35,62,77
AO1 Lithium 5-4 23,15,0
CO1 Control 5-4 7,44,64
AO1 Control 5-4 18,7,5
ACO1 Control 5-4 5,12,15
CO1 Control 5-4 11,0,0
CO1 Lithium 5-4 33,93,95
nCO1 Lithium 5-4 27,67,71
CO1 Control 5-4 19,13,0
nCO1 Lithium 5-4 37,0,3
nCO1 Lithium 5-4 45,55,67
nCO1 Control 5-4 28,39,0
CO1 Control 5-4 44,37,59
AO1 Control 5-4 24,24,0
nCO1 Control 5-4 3,27,2
ACO1 Control 5-4 11,19,21
nCO1 Control 5-4 49,5,0
nCO1 Control 5-4 15,56,54
AO1 Control 5-4 46,34,7
nCO1 Lithium 5-4 12,68,97
ACO1 Lithium 5-4 33,21,27
AO1 Lithium 5-4 3,6,1
ACO1 Control 5-4 38,3,19
ACO1 Control 5-4 29,2,0
ACO1 Control 5-4 13,53,30
ACO1 Control 5-4 35,19,30
ACO1 Lithium 5-4 32,0,0
ACO1 Lithium 5-4 29,7,3
nCO1 Lithium 5-4 4,64,75
nCO1 Control 5-4 17,62,88
nCO1 Lithium 5-4 40,71,79
nCO1 Control 5-4 25,58,67
ACO1 Control 5-4 43,1,1
AO1 Lithium 5-4 22,5,17
AO1 Lithium 5-4 1,16,41
CO1 Lithium 5-4 22,36,55
ACO1 Lithium 5-4 46,5,18
