RootImage,BotSum,HumanSum
ACO1 Control 5-4 46,151,46
CO1 Lithium 5-4 30,248,89
ACO1 Lithium 5-4 31,110,11
ACO1 Control 5-4 24,121,16
CO1 Lithium 5-4 9,166,62
CO1 Lithium 5-4 25,185,90
AO1 Control 5-4 16,185,37
CO1 Lithium 5-4 3,169,89
ACO1 Lithium 5-4 30,70,0
ACO1 Lithium 5-4 39,88,10
ACO1 Lithium 5-4 49,62,0
ACO1 Control 5-4 31,233,92
CO1 Lithium 5-4 17,319,82
ACO1 Lithium 5-4 22,115,24
ACO1 Control 5-4 49,256,9
ACO1 Control 5-4 8,26,0
nCO1 Lithium 5-4 43,69,10
nCO1 Control 5-4 41,280,111
AO1 Lithium 5-4 49,112,8
AO1 Control 5-4 50,114,23
AO1 Lithium 5-4 5,84,2
nCO1 Control 5-4 20,227,85
nCO1 Control 5-4 5,173,80
ACO1 Control 5-4 12,123,5
nCO1 Lithium 5-4 47,183,61
AO1 Control 5-4 10,13,0
ACO1 Lithium 5-4 50,96,4
CO1 Control 5-4 36,258,76
ACO1 Control 5-4 3,158,10
nCO1 Lithium 5-4 39,169,63
ACO1 Lithium 5-4 47,178,0
nCO1 Control 5-4 26,54,0
CO1 Lithium 5-4 21,271,67
AO1 Control 5-4 45,112,29
nCO1 Control 5-4 23,244,100
CO1 Control 5-4 32,201,51
ACO1 Control 5-4 10,133,17
nCO1 Control 5-4 6,265,74
nCO1 Control 5-4 31,320,71
nCO1 Lithium 5-4 36,256,121
ACO1 Control 5-4 9,148,14
CO1 Lithium 5-4 15,223,125
AO1 Lithium 5-4 20,104,18
nCO1 Control 5-4 12,195,52
nCO1 Lithium 5-4 18,212,58
AO1 Control 5-4 20,174,5
nCO1 Lithium 5-4 26,244,97
CO1 Lithium 5-4 19,166,80
nCO1 Lithium 5-4 8,254,48
AO1 Control 5-4 40,121,11
CO1 Control 5-4 40,233,100
AO1 Lithium 5-4 17,107,13
nCO1 Lithium 5-4 44,251,101
CO1 Control 5-4 48,163,28
CO1 Control 5-4 27,218,62
CO1 Control 5-4 22,145,0
CO1 Control 5-4 13,179,66
AO1 Lithium 5-4 29,129,18
nCO1 Lithium 5-4 10,262,109
ACO1 Control 5-4 15,118,17
AO1 Control 5-4 1,146,12
AO1 Control 5-4 38,95,4
nCO1 Lithium 5-4 33,129,0
ACO1 Lithium 5-4 13,98,52
CO1 Lithium 5-4 16,86,0
ACO1 Control 5-4 23,252,67
AO1 Control 5-4 12,105,47
ACO1 Lithium 5-4 25,159,37
CO1 Control 5-4 10,226,71
nCO1 Lithium 5-4 31,188,56
AO1 Control 5-4 28,154,0
AO1 Lithium 5-4 24,113,12
ACO1 Control 5-4 30,62,0
nCO1 Lithium 5-4 20,275,119
ACO1 Control 5-4 14,199,1
nCO1 Control 5-4 27,184,51
CO1 Lithium 5-4 45,190,89
AO1 Control 5-4 8,170,40
CO1 Lithium 5-4 37,236,88
ACO1 Control 5-4 6,245,34
AO1 Control 5-4 15,129,35
ACO1 Control 5-4 4,42,0
CO1 Control 5-4 30,187,43
nCO1 Lithium 5-4 42,218,91
nCO1 Control 5-4 24,193,53
ACO1 Lithium 5-4 10,54,0
CO1 Lithium 5-4 36,292,30
AO1 Lithium 5-4 43,242,49
AO1 Control 5-4 30,131,18
AO1 Lithium 5-4 9,106,31
ACO1 Lithium 5-4 35,165,0
CO1 Lithium 5-4 1,227,38
ACO1 Control 5-4 1,129,0
ACO1 Lithium 5-4 5,94,0
nCO1 Control 5-4 13,184,66
CO1 Control 5-4 42,157,81
CO1 Lithium 5-4 39,226,70
nCO1 Control 5-4 47,23,0
ACO1 Lithium 5-4 15,96,16
CO1 Lithium 5-4 48,200,101
CO1 Control 5-4 25,262,0
ACO1 Lithium 5-4 7,92,0
ACO1 Lithium 5-4 24,112,15
ACO1 Lithium 5-4 21,104,4
nCO1 Lithium 5-4 21,217,56
CO1 Control 5-4 9,216,79
nCO1 Control 5-4 1,13,0
CO1 Lithium 5-4 24,204,69
CO1 Lithium 5-4 31,253,95
ACO1 Control 5-4 7,128,23
nCO1 Lithium 5-4 3,154,4
CO1 Control 5-4 47,269,66
CO1 Control 5-4 16,244,60
CO1 Lithium 5-4 10,222,86
nCO1 Lithium 5-4 1,281,80
CO1 Control 5-4 38,244,75
ACO1 Control 5-4 19,202,24
CO1 Lithium 5-4 49,106,0
nCO1 Lithium 5-4 14,231,70
nCO1 Control 5-4 40,157,74
AO1 Lithium 5-4 2,144,2
AO1 Lithium 5-4 10,149,30
CO1 Lithium 5-4 44,206,87
ACO1 Lithium 5-4 44,205,80
nCO1 Control 5-4 35,292,23
CO1 Control 5-4 39,182,64
AO1 Lithium 5-4 13,28,0
ACO1 Control 5-4 20,154,17
nCO1 Control 5-4 32,248,76
CO1 Control 5-4 17,188,86
AO1 Lithium 5-4 25,28,0
CO1 Lithium 5-4 29,259,102
AO1 Control 5-4 34,196,55
AO1 Control 5-4 3,155,39
ACO1 Lithium 5-4 28,15,0
CO1 Control 5-4 23,210,0
CO1 Lithium 5-4 41,261,106
ACO1 Lithium 5-4 37,89,0
ACO1 Lithium 5-4 18,114,19
AO1 Lithium 5-4 18,109,4
ACO1 Control 5-4 2,202,30
AO1 Lithium 5-4 38,127,25
AO1 Lithium 5-4 19,29,0
nCO1 Lithium 5-4 38,219,84
AO1 Lithium 5-4 32,30,0
AO1 Lithium 5-4 26,152,21
ACO1 Control 5-4 44,164,48
nCO1 Control 5-4 42,294,79
CO1 Control 5-4 4,166,39
AO1 Control 5-4 23,46,0
CO1 Lithium 5-4 27,238,88
AO1 Lithium 5-4 36,135,10
nCO1 Control 5-4 7,196,56
nCO1 Lithium 5-4 25,250,104
CO1 Control 5-4 46,205,56
AO1 Control 5-4 2,157,18
nCO1 Control 5-4 43,233,72
AO1 Control 5-4 22,199,31
AO1 Lithium 5-4 48,97,15
AO1 Control 5-4 48,155,25
CO1 Control 5-4 43,174,47
AO1 Control 5-4 13,154,36
nCO1 Lithium 5-4 5,202,61
ACO1 Control 5-4 48,111,19
AO1 Lithium 5-4 50,120,5
ACO1 Lithium 5-4 45,146,37
nCO1 Lithium 5-4 35,89,0
AO1 Lithium 5-4 27,29,0
AO1 Control 5-4 35,164,28
ACO1 Lithium 5-4 41,114,27
AO1 Control 5-4 21,163,36
nCO1 Control 5-4 21,246,44
AO1 Lithium 5-4 47,123,23
AO1 Lithium 5-4 44,163,20
CO1 Control 5-4 20,182,83
nCO1 Control 5-4 19,200,72
ACO1 Control 5-4 37,154,22
nCO1 Control 5-4 37,261,63
ACO1 Control 5-4 16,130,9
CO1 Control 5-4 35,167,77
AO1 Lithium 5-4 23,24,0
CO1 Control 5-4 7,233,64
AO1 Control 5-4 18,122,5
ACO1 Control 5-4 5,154,15
CO1 Control 5-4 11,40,0
CO1 Lithium 5-4 33,275,95
nCO1 Lithium 5-4 27,224,71
CO1 Control 5-4 19,93,0
nCO1 Lithium 5-4 37,89,3
nCO1 Lithium 5-4 45,228,67
nCO1 Control 5-4 28,54,0
CO1 Control 5-4 44,197,59
AO1 Control 5-4 24,115,0
nCO1 Control 5-4 3,43,2
ACO1 Control 5-4 11,150,21
nCO1 Control 5-4 49,85,0
nCO1 Control 5-4 15,234,54
AO1 Control 5-4 46,195,7
nCO1 Lithium 5-4 12,192,97
ACO1 Lithium 5-4 33,144,27
AO1 Lithium 5-4 3,126,1
ACO1 Control 5-4 38,113,19
ACO1 Control 5-4 29,124,0
ACO1 Control 5-4 13,254,30
ACO1 Control 5-4 35,162,30
ACO1 Lithium 5-4 32,131,0
ACO1 Lithium 5-4 29,162,3
nCO1 Lithium 5-4 4,218,75
nCO1 Control 5-4 17,210,88
nCO1 Lithium 5-4 40,248,79
nCO1 Control 5-4 25,197,67
ACO1 Control 5-4 43,132,1
AO1 Lithium 5-4 22,115,17
AO1 Lithium 5-4 1,202,41
CO1 Lithium 5-4 22,188,55
ACO1 Lithium 5-4 46,149,18
