RootImage,BotSum,HumanSum
CO1 Lithium 5-4 2,149,86
CO1 Lithium 5-4 6,258,0
nCO1 Lithium 5-4 29,164,92
CO1 Lithium 5-4 11,136,79
ACO1 Lithium 5-4 27,106,49
CO1 Control 5-4 24,194,0
CO1 Lithium 5-4 12,156,103
CO1 Lithium 5-4 5,103,92
ACO1 Lithium 5-4 2,12,1
ACO1 Lithium 5-4 19,62,35
CO1 Lithium 5-4 7,101,59
ACO1 Lithium 5-4 4,7,2
ACO1 Control 5-4 28,20,0
CO1 Control 5-4 26,162,105
CO1 Control 5-4 18,181,0
AO1 Lithium 5-4 8,26,9
CO1 Lithium 5-4 4,150,0
ACO1 Control 5-4 45,46,0
CO1 Lithium 5-4 26,195,87
CO1 Control 5-4 6,154,44
ACO1 Control 5-4 27,17,9
CO1 Control 5-4 31,144,81
ACO1 Control 5-4 50,30,3
AO1 Control 5-4 14,78,18
CO1 Lithium 5-4 40,133,88
nCO1 Control 5-4 39,100,49
ACO1 Lithium 5-4 43,7,0
nCO1 Lithium 5-4 48,72,64
AO1 Lithium 5-4 42,75,49
ACO1 Control 5-4 32,46,35
nCO1 Lithium 5-4 2,197,118
nCO1 Control 5-4 29,102,63
AO1 Control 5-4 29,8,49
nCO1 Lithium 5-4 24,131,53
nCO1 Control 5-4 33,134,94
nCO1 Control 5-4 4,17,0
AO1 Lithium 5-4 21,16,14
CO1 Control 5-4 33,101,66
nCO1 Lithium 5-4 34,7,0
CO1 Control 5-4 8,63,60
AO1 Control 5-4 43,62,28
nCO1 Control 5-4 10,153,87
AO1 Lithium 5-4 35,40,2
CO1 Lithium 5-4 18,56,34
nCO1 Control 5-4 46,140,62
CO1 Control 5-4 50,116,46
AO1 Lithium 5-4 45,98,38
ACO1 Lithium 5-4 34,234,0
nCO1 Control 5-4 2,110,87
ACO1 Lithium 5-4 11,105,45
nCO1 Lithium 5-4 22,26,0
AO1 Lithium 5-4 7,57,49
AO1 Control 5-4 11,78,45
ACO1 Lithium 5-4 16,28,16
ACO1 Lithium 5-4 17,30,34
nCO1 Control 5-4 9,15,0
nCO1 Control 5-4 18,122,105
ACO1 Control 5-4 46,74,46
CO1 Lithium 5-4 30,141,89
ACO1 Lithium 5-4 31,26,11
ACO1 Control 5-4 24,48,16
CO1 Lithium 5-4 9,84,62
CO1 Lithium 5-4 25,114,90
AO1 Control 5-4 16,90,37
CO1 Lithium 5-4 3,96,89
ACO1 Lithium 5-4 30,53,0
ACO1 Lithium 5-4 39,18,10
ACO1 Lithium 5-4 49,145,0
ACO1 Control 5-4 31,172,92
CO1 Lithium 5-4 17,225,82
ACO1 Lithium 5-4 22,19,24
ACO1 Control 5-4 49,142,9
ACO1 Control 5-4 8,15,0
nCO1 Lithium 5-4 43,8,10
nCO1 Control 5-4 41,199,111
AO1 Lithium 5-4 49,12,8
AO1 Control 5-4 50,32,23
AO1 Lithium 5-4 5,9,2
nCO1 Control 5-4 20,164,85
nCO1 Control 5-4 5,79,80
ACO1 Control 5-4 12,26,5
nCO1 Lithium 5-4 47,81,61
AO1 Control 5-4 10,55,0
ACO1 Lithium 5-4 50,16,4
CO1 Control 5-4 36,210,76
ACO1 Control 5-4 3,40,10
nCO1 Lithium 5-4 39,72,63
ACO1 Lithium 5-4 47,450,0
nCO1 Control 5-4 26,101,0
CO1 Lithium 5-4 21,160,67
AO1 Control 5-4 45,28,29
nCO1 Control 5-4 23,145,100
CO1 Control 5-4 32,82,51
ACO1 Control 5-4 10,48,17
nCO1 Control 5-4 6,165,74
nCO1 Control 5-4 31,190,71
nCO1 Lithium 5-4 36,225,121
ACO1 Control 5-4 9,45,14
CO1 Lithium 5-4 15,135,125
AO1 Lithium 5-4 20,14,18
nCO1 Control 5-4 12,125,52
nCO1 Lithium 5-4 18,123,58
AO1 Control 5-4 20,45,5
nCO1 Lithium 5-4 26,163,97
CO1 Lithium 5-4 19,94,80
nCO1 Lithium 5-4 8,93,48
AO1 Control 5-4 40,16,11
CO1 Control 5-4 40,190,100
AO1 Lithium 5-4 17,18,13
nCO1 Lithium 5-4 44,174,101
CO1 Control 5-4 48,88,28
CO1 Control 5-4 27,103,62
CO1 Control 5-4 22,170,0
CO1 Control 5-4 13,103,66
AO1 Lithium 5-4 29,48,18
nCO1 Lithium 5-4 10,210,109
ACO1 Control 5-4 15,30,17
AO1 Control 5-4 1,73,12
AO1 Control 5-4 38,8,4
nCO1 Lithium 5-4 33,14,0
ACO1 Lithium 5-4 13,26,52
CO1 Lithium 5-4 16,367,0
ACO1 Control 5-4 23,126,67
AO1 Control 5-4 12,38,47
ACO1 Lithium 5-4 25,50,37
CO1 Control 5-4 10,113,71
nCO1 Lithium 5-4 31,83,56
AO1 Control 5-4 28,58,0
AO1 Lithium 5-4 24,14,12
ACO1 Control 5-4 30,57,0
nCO1 Lithium 5-4 20,200,119
ACO1 Control 5-4 14,113,1
nCO1 Control 5-4 27,73,51
CO1 Lithium 5-4 45,129,89
AO1 Control 5-4 8,47,40
CO1 Lithium 5-4 37,168,88
ACO1 Control 5-4 6,108,34
AO1 Control 5-4 15,51,35
ACO1 Control 5-4 4,11,0
CO1 Control 5-4 30,100,43
nCO1 Lithium 5-4 42,160,91
nCO1 Control 5-4 24,99,53
ACO1 Lithium 5-4 10,28,0
CO1 Lithium 5-4 36,169,30
AO1 Lithium 5-4 43,105,49
AO1 Control 5-4 30,21,18
AO1 Lithium 5-4 9,16,31
ACO1 Lithium 5-4 35,213,0
CO1 Lithium 5-4 1,103,38
ACO1 Control 5-4 1,141,0
ACO1 Lithium 5-4 5,40,0
nCO1 Control 5-4 13,130,66
CO1 Control 5-4 42,58,81
CO1 Lithium 5-4 39,120,70
nCO1 Control 5-4 47,28,0
ACO1 Lithium 5-4 15,17,16
CO1 Lithium 5-4 48,139,101
CO1 Control 5-4 25,216,0
ACO1 Lithium 5-4 7,11,0
ACO1 Lithium 5-4 24,47,15
ACO1 Lithium 5-4 21,39,4
nCO1 Lithium 5-4 21,120,56
CO1 Control 5-4 9,162,79
nCO1 Control 5-4 1,130,0
CO1 Lithium 5-4 24,150,69
CO1 Lithium 5-4 31,173,95
ACO1 Control 5-4 7,22,23
nCO1 Lithium 5-4 3,25,4
CO1 Control 5-4 47,148,66
CO1 Control 5-4 16,208,60
CO1 Lithium 5-4 10,114,86
nCO1 Lithium 5-4 1,222,80
CO1 Control 5-4 38,192,75
ACO1 Control 5-4 19,72,24
CO1 Lithium 5-4 49,117,0
nCO1 Lithium 5-4 14,146,70
nCO1 Control 5-4 40,75,74
AO1 Lithium 5-4 2,24,2
AO1 Lithium 5-4 10,47,30
CO1 Lithium 5-4 44,120,87
ACO1 Lithium 5-4 44,113,80
nCO1 Control 5-4 35,190,23
CO1 Control 5-4 39,139,64
AO1 Lithium 5-4 13,35,0
ACO1 Control 5-4 20,48,17
nCO1 Control 5-4 32,135,76
CO1 Control 5-4 17,109,86
AO1 Lithium 5-4 25,30,0
CO1 Lithium 5-4 29,184,102
AO1 Control 5-4 34,95,55
AO1 Control 5-4 3,60,39
ACO1 Lithium 5-4 28,40,0
CO1 Control 5-4 23,198,0
CO1 Lithium 5-4 41,211,106
ACO1 Lithium 5-4 37,18,0
ACO1 Lithium 5-4 18,16,19
AO1 Lithium 5-4 18,20,4
ACO1 Control 5-4 2,75,30
AO1 Lithium 5-4 38,33,25
AO1 Lithium 5-4 19,32,0
nCO1 Lithium 5-4 38,129,84
AO1 Lithium 5-4 32,27,0
AO1 Lithium 5-4 26,70,21
ACO1 Control 5-4 44,65,48
nCO1 Control 5-4 42,174,79
CO1 Control 5-4 4,65,39
AO1 Control 5-4 23,32,0
CO1 Lithium 5-4 27,141,88
AO1 Lithium 5-4 36,79,10
nCO1 Control 5-4 7,112,56
nCO1 Lithium 5-4 25,132,104
CO1 Control 5-4 46,110,56
AO1 Control 5-4 2,72,18
nCO1 Control 5-4 43,167,72
AO1 Control 5-4 22,104,31
AO1 Lithium 5-4 48,16,15
AO1 Control 5-4 48,83,25
CO1 Control 5-4 43,89,47
AO1 Control 5-4 13,70,36
nCO1 Lithium 5-4 5,114,61
ACO1 Control 5-4 48,29,19
AO1 Lithium 5-4 50,5,5
ACO1 Lithium 5-4 45,43,37
nCO1 Lithium 5-4 35,6,0
AO1 Lithium 5-4 27,45,0
AO1 Control 5-4 35,94,28
ACO1 Lithium 5-4 41,46,27
AO1 Control 5-4 21,72,36
nCO1 Control 5-4 21,158,44
AO1 Lithium 5-4 47,32,23
AO1 Lithium 5-4 44,60,20
CO1 Control 5-4 20,123,83
nCO1 Control 5-4 19,130,72
ACO1 Control 5-4 37,45,22
nCO1 Control 5-4 37,168,63
ACO1 Control 5-4 16,58,9
CO1 Control 5-4 35,141,77
AO1 Lithium 5-4 23,11,0
CO1 Control 5-4 7,119,64
AO1 Control 5-4 18,14,5
ACO1 Control 5-4 5,37,15
CO1 Control 5-4 11,26,0
CO1 Lithium 5-4 33,188,95
nCO1 Lithium 5-4 27,113,71
CO1 Control 5-4 19,86,0
nCO1 Lithium 5-4 37,4,3
nCO1 Lithium 5-4 45,110,67
nCO1 Control 5-4 28,52,0
CO1 Control 5-4 44,138,59
AO1 Control 5-4 24,126,0
nCO1 Control 5-4 3,33,2
ACO1 Control 5-4 11,76,21
nCO1 Control 5-4 49,24,0
nCO1 Control 5-4 15,157,54
AO1 Control 5-4 46,141,7
nCO1 Lithium 5-4 12,162,97
ACO1 Lithium 5-4 33,56,27
AO1 Lithium 5-4 3,26,1
ACO1 Control 5-4 38,22,19
ACO1 Control 5-4 29,35,0
ACO1 Control 5-4 13,120,30
ACO1 Control 5-4 35,60,30
ACO1 Lithium 5-4 32,104,0
ACO1 Lithium 5-4 29,49,3
nCO1 Lithium 5-4 4,135,75
nCO1 Control 5-4 17,129,88
nCO1 Lithium 5-4 40,158,79
nCO1 Control 5-4 25,102,67
ACO1 Control 5-4 43,26,1
AO1 Lithium 5-4 22,34,17
AO1 Lithium 5-4 1,101,41
CO1 Lithium 5-4 22,119,55
ACO1 Lithium 5-4 46,67,18
