RootImage,BotSum,HumanSum
nCO1 Control 5-4 38,96,91
AO1 Control 5-4 49,29,23
CO1 Lithium 5-4 8,74,36
CO1 Control 5-4 2,72,23
CO1 Lithium 5-4 34,44,25
AO1 Control 5-4 4,54,36
AO1 Lithium 5-4 41,13,4
ACO1 Lithium 5-4 48,38,36
nCO1 Control 5-4 22,100,75
AO1 Lithium 5-4 28,28,0
ACO1 Control 5-4 34,44,36
AO1 Lithium 5-4 4,28,0
AO1 Lithium 5-4 16,37,22
AO1 Control 5-4 31,46,35
nCO1 Control 5-4 34,87,68
AO1 Control 5-4 37,5,9
ACO1 Lithium 5-4 36,46,26
nCO1 Control 5-4 50,111,45
CO1 Control 5-4 1,144,0
AO1 Control 5-4 32,7,11
AO1 Control 5-4 5,15,9
AO1 Lithium 5-4 31,30,19
nCO1 Control 5-4 11,151,114
nCO1 Lithium 5-4 30,24,5
AO1 Lithium 5-4 11,102,13
nCO1 Lithium 5-4 28,128,84
CO1 Lithium 5-4 2,116,86
CO1 Lithium 5-4 6,168,0
nCO1 Lithium 5-4 29,126,92
CO1 Lithium 5-4 11,119,79
ACO1 Lithium 5-4 27,99,49
CO1 Control 5-4 24,75,0
CO1 Lithium 5-4 12,142,103
CO1 Lithium 5-4 5,99,92
ACO1 Lithium 5-4 2,10,1
ACO1 Lithium 5-4 19,71,35
CO1 Lithium 5-4 7,78,59
ACO1 Lithium 5-4 4,3,2
ACO1 Control 5-4 28,9,0
CO1 Control 5-4 26,106,105
CO1 Control 5-4 18,141,0
AO1 Lithium 5-4 8,18,9
CO1 Lithium 5-4 4,150,0
ACO1 Control 5-4 45,12,0
CO1 Lithium 5-4 26,98,87
CO1 Control 5-4 6,84,44
ACO1 Control 5-4 27,7,9
CO1 Control 5-4 31,114,81
ACO1 Control 5-4 50,31,3
AO1 Control 5-4 14,58,18
CO1 Lithium 5-4 40,99,88
nCO1 Control 5-4 39,83,49
ACO1 Lithium 5-4 43,3,0
nCO1 Lithium 5-4 48,63,64
AO1 Lithium 5-4 42,74,49
ACO1 Control 5-4 32,45,35
nCO1 Lithium 5-4 2,147,118
nCO1 Control 5-4 29,80,63
AO1 Control 5-4 29,26,49
nCO1 Lithium 5-4 24,99,53
nCO1 Control 5-4 33,123,94
nCO1 Control 5-4 4,3,0
AO1 Lithium 5-4 21,23,14
CO1 Control 5-4 33,107,66
nCO1 Lithium 5-4 34,2,0
CO1 Control 5-4 8,47,60
AO1 Control 5-4 43,28,28
nCO1 Control 5-4 10,88,87
AO1 Lithium 5-4 35,4,2
CO1 Lithium 5-4 18,81,34
nCO1 Control 5-4 46,121,62
CO1 Control 5-4 50,70,46
AO1 Lithium 5-4 45,87,38
ACO1 Lithium 5-4 34,0,0
nCO1 Control 5-4 2,114,87
ACO1 Lithium 5-4 11,48,45
nCO1 Lithium 5-4 22,29,0
AO1 Lithium 5-4 7,37,49
AO1 Control 5-4 11,48,45
ACO1 Lithium 5-4 16,14,16
ACO1 Lithium 5-4 17,43,34
nCO1 Control 5-4 9,12,0
nCO1 Control 5-4 18,121,105
ACO1 Control 5-4 46,60,46
CO1 Lithium 5-4 30,102,89
ACO1 Lithium 5-4 31,19,11
ACO1 Control 5-4 24,22,16
CO1 Lithium 5-4 9,61,62
CO1 Lithium 5-4 25,90,90
AO1 Control 5-4 16,46,37
CO1 Lithium 5-4 3,96,89
ACO1 Lithium 5-4 30,12,0
ACO1 Lithium 5-4 39,15,10
ACO1 Lithium 5-4 49,28,0
ACO1 Control 5-4 31,102,92
CO1 Lithium 5-4 17,107,82
ACO1 Lithium 5-4 22,36,24
ACO1 Control 5-4 49,63,9
ACO1 Control 5-4 8,13,0
nCO1 Lithium 5-4 43,0,10
nCO1 Control 5-4 41,154,111
AO1 Lithium 5-4 49,20,8
AO1 Control 5-4 50,25,23
AO1 Lithium 5-4 5,6,2
nCO1 Control 5-4 20,116,85
nCO1 Control 5-4 5,70,80
ACO1 Control 5-4 12,4,5
nCO1 Lithium 5-4 47,63,61
AO1 Control 5-4 10,15,0
ACO1 Lithium 5-4 50,20,4
CO1 Control 5-4 36,88,76
ACO1 Control 5-4 3,31,10
nCO1 Lithium 5-4 39,74,63
ACO1 Lithium 5-4 47,74,0
nCO1 Control 5-4 26,123,0
CO1 Lithium 5-4 21,147,67
AO1 Control 5-4 45,42,29
nCO1 Control 5-4 23,122,100
CO1 Control 5-4 32,71,51
ACO1 Control 5-4 10,41,17
nCO1 Control 5-4 6,86,74
nCO1 Control 5-4 31,98,71
nCO1 Lithium 5-4 36,148,121
ACO1 Control 5-4 9,37,14
CO1 Lithium 5-4 15,124,125
AO1 Lithium 5-4 20,19,18
nCO1 Control 5-4 12,67,52
nCO1 Lithium 5-4 18,61,58
AO1 Control 5-4 20,38,5
nCO1 Lithium 5-4 26,132,97
CO1 Lithium 5-4 19,84,80
nCO1 Lithium 5-4 8,108,48
AO1 Control 5-4 40,26,11
CO1 Control 5-4 40,104,100
AO1 Lithium 5-4 17,20,13
nCO1 Lithium 5-4 44,102,101
CO1 Control 5-4 48,41,28
CO1 Control 5-4 27,70,62
CO1 Control 5-4 22,81,0
CO1 Control 5-4 13,82,66
AO1 Lithium 5-4 29,31,18
nCO1 Lithium 5-4 10,127,109
ACO1 Control 5-4 15,38,17
AO1 Control 5-4 1,58,12
AO1 Control 5-4 38,5,4
nCO1 Lithium 5-4 33,11,0
ACO1 Lithium 5-4 13,49,52
CO1 Lithium 5-4 16,177,0
ACO1 Control 5-4 23,108,67
AO1 Control 5-4 12,38,47
ACO1 Lithium 5-4 25,76,37
CO1 Control 5-4 10,94,71
nCO1 Lithium 5-4 31,70,56
AO1 Control 5-4 28,15,0
AO1 Lithium 5-4 24,10,12
ACO1 Control 5-4 30,0,0
nCO1 Lithium 5-4 20,163,119
ACO1 Control 5-4 14,71,1
nCO1 Control 5-4 27,75,51
CO1 Lithium 5-4 45,101,89
AO1 Control 5-4 8,58,40
CO1 Lithium 5-4 37,131,88
ACO1 Control 5-4 6,94,34
AO1 Control 5-4 15,46,35
ACO1 Control 5-4 4,15,0
CO1 Control 5-4 30,73,43
nCO1 Lithium 5-4 42,100,91
nCO1 Control 5-4 24,73,53
ACO1 Lithium 5-4 10,30,0
CO1 Lithium 5-4 36,111,30
AO1 Lithium 5-4 43,68,49
AO1 Control 5-4 30,11,18
AO1 Lithium 5-4 9,35,31
ACO1 Lithium 5-4 35,189,0
CO1 Lithium 5-4 1,97,38
ACO1 Control 5-4 1,115,0
ACO1 Lithium 5-4 5,1,0
nCO1 Control 5-4 13,104,66
CO1 Control 5-4 42,62,81
CO1 Lithium 5-4 39,78,70
nCO1 Control 5-4 47,20,0
ACO1 Lithium 5-4 15,22,16
CO1 Lithium 5-4 48,89,101
CO1 Control 5-4 25,234,0
ACO1 Lithium 5-4 7,15,0
ACO1 Lithium 5-4 24,16,15
ACO1 Lithium 5-4 21,33,4
nCO1 Lithium 5-4 21,102,56
CO1 Control 5-4 9,119,79
nCO1 Control 5-4 1,36,0
CO1 Lithium 5-4 24,95,69
CO1 Lithium 5-4 31,128,95
ACO1 Control 5-4 7,26,23
nCO1 Lithium 5-4 3,13,4
CO1 Control 5-4 47,93,66
CO1 Control 5-4 16,145,60
CO1 Lithium 5-4 10,104,86
nCO1 Lithium 5-4 1,150,80
CO1 Control 5-4 38,105,75
ACO1 Control 5-4 19,76,24
CO1 Lithium 5-4 49,27,0
nCO1 Lithium 5-4 14,86,70
nCO1 Control 5-4 40,87,74
AO1 Lithium 5-4 2,10,2
AO1 Lithium 5-4 10,45,30
CO1 Lithium 5-4 44,95,87
ACO1 Lithium 5-4 44,115,80
nCO1 Control 5-4 35,144,23
CO1 Control 5-4 39,67,64
AO1 Lithium 5-4 13,13,0
ACO1 Control 5-4 20,42,17
nCO1 Control 5-4 32,95,76
CO1 Control 5-4 17,95,86
AO1 Lithium 5-4 25,30,0
CO1 Lithium 5-4 29,154,102
AO1 Control 5-4 34,63,55
AO1 Control 5-4 3,53,39
ACO1 Lithium 5-4 28,15,0
CO1 Control 5-4 23,172,0
CO1 Lithium 5-4 41,154,106
ACO1 Lithium 5-4 37,0,0
ACO1 Lithium 5-4 18,23,19
AO1 Lithium 5-4 18,14,4
ACO1 Control 5-4 2,79,30
AO1 Lithium 5-4 38,41,25
AO1 Lithium 5-4 19,30,0
nCO1 Lithium 5-4 38,102,84
AO1 Lithium 5-4 32,33,0
AO1 Lithium 5-4 26,49,21
ACO1 Control 5-4 44,59,48
nCO1 Control 5-4 42,108,79
CO1 Control 5-4 4,52,39
AO1 Control 5-4 23,24,0
CO1 Lithium 5-4 27,94,88
AO1 Lithium 5-4 36,75,10
nCO1 Control 5-4 7,73,56
nCO1 Lithium 5-4 25,112,104
CO1 Control 5-4 46,78,56
AO1 Control 5-4 2,66,18
nCO1 Control 5-4 43,128,72
AO1 Control 5-4 22,98,31
AO1 Lithium 5-4 48,38,15
AO1 Control 5-4 48,87,25
CO1 Control 5-4 43,78,47
AO1 Control 5-4 13,47,36
nCO1 Lithium 5-4 5,67,61
ACO1 Control 5-4 48,31,19
AO1 Lithium 5-4 50,13,5
ACO1 Lithium 5-4 45,55,37
nCO1 Lithium 5-4 35,26,0
AO1 Lithium 5-4 27,27,0
AO1 Control 5-4 35,40,28
ACO1 Lithium 5-4 41,31,27
AO1 Control 5-4 21,75,36
nCO1 Control 5-4 21,112,44
AO1 Lithium 5-4 47,33,23
AO1 Lithium 5-4 44,55,20
CO1 Control 5-4 20,92,83
nCO1 Control 5-4 19,89,72
ACO1 Control 5-4 37,32,22
nCO1 Control 5-4 37,86,63
ACO1 Control 5-4 16,14,9
CO1 Control 5-4 35,84,77
AO1 Lithium 5-4 23,42,0
CO1 Control 5-4 7,88,64
AO1 Control 5-4 18,10,5
ACO1 Control 5-4 5,23,15
CO1 Control 5-4 11,0,0
CO1 Lithium 5-4 33,133,95
nCO1 Lithium 5-4 27,105,71
CO1 Control 5-4 19,73,0
nCO1 Lithium 5-4 37,1,3
nCO1 Lithium 5-4 45,117,67
nCO1 Control 5-4 28,12,0
CO1 Control 5-4 44,86,59
AO1 Control 5-4 24,63,0
nCO1 Control 5-4 3,17,2
ACO1 Control 5-4 11,29,21
nCO1 Control 5-4 49,4,0
nCO1 Control 5-4 15,101,54
AO1 Control 5-4 46,96,7
nCO1 Lithium 5-4 12,84,97
ACO1 Lithium 5-4 33,52,27
AO1 Lithium 5-4 3,25,1
ACO1 Control 5-4 38,16,19
ACO1 Control 5-4 29,11,0
ACO1 Control 5-4 13,113,30
ACO1 Control 5-4 35,48,30
ACO1 Lithium 5-4 32,96,0
ACO1 Lithium 5-4 29,17,3
nCO1 Lithium 5-4 4,98,75
nCO1 Control 5-4 17,80,88
nCO1 Lithium 5-4 40,98,79
nCO1 Control 5-4 25,81,67
ACO1 Control 5-4 43,8,1
AO1 Lithium 5-4 22,37,17
AO1 Lithium 5-4 1,45,41
CO1 Lithium 5-4 22,59,55
ACO1 Lithium 5-4 46,40,18
