RootImage,BotSum,HumanSum
nCO1 Control 5-4 36,178,1
AO1 Control 5-4 17,147,0
CO1 Lithium 5-4 14,142,0
nCO1 Lithium 5-4 17,183,83
nCO1 Control 5-4 38,159,91
AO1 Control 5-4 49,36,23
CO1 Lithium 5-4 8,109,36
CO1 Control 5-4 2,144,23
CO1 Lithium 5-4 34,101,25
AO1 Control 5-4 4,95,36
AO1 Lithium 5-4 41,21,4
ACO1 Lithium 5-4 48,61,36
nCO1 Control 5-4 22,191,75
AO1 Lithium 5-4 28,40,0
ACO1 Control 5-4 34,61,36
AO1 Lithium 5-4 4,10,0
AO1 Lithium 5-4 16,86,22
AO1 Control 5-4 31,96,35
nCO1 Control 5-4 34,147,68
AO1 Control 5-4 37,34,9
ACO1 Lithium 5-4 36,105,26
nCO1 Control 5-4 50,173,45
CO1 Control 5-4 1,140,0
AO1 Control 5-4 32,32,11
AO1 Control 5-4 5,86,9
AO1 Lithium 5-4 31,55,19
nCO1 Control 5-4 11,255,114
nCO1 Lithium 5-4 30,16,5
AO1 Lithium 5-4 11,236,13
nCO1 Lithium 5-4 28,190,84
CO1 Lithium 5-4 2,162,86
CO1 Lithium 5-4 6,308,0
nCO1 Lithium 5-4 29,179,92
CO1 Lithium 5-4 11,198,79
ACO1 Lithium 5-4 27,137,49
CO1 Control 5-4 24,187,0
CO1 Lithium 5-4 12,195,103
CO1 Lithium 5-4 5,140,92
ACO1 Lithium 5-4 2,11,1
ACO1 Lithium 5-4 19,101,35
CO1 Lithium 5-4 7,109,59
ACO1 Lithium 5-4 4,6,2
ACO1 Control 5-4 28,5,0
CO1 Control 5-4 26,177,105
CO1 Control 5-4 18,224,0
AO1 Lithium 5-4 8,41,9
CO1 Lithium 5-4 4,136,0
ACO1 Control 5-4 45,47,0
CO1 Lithium 5-4 26,221,87
CO1 Control 5-4 6,219,44
ACO1 Control 5-4 27,38,9
CO1 Control 5-4 31,182,81
ACO1 Control 5-4 50,54,3
AO1 Control 5-4 14,80,18
CO1 Lithium 5-4 40,174,88
nCO1 Control 5-4 39,147,49
ACO1 Lithium 5-4 43,8,0
nCO1 Lithium 5-4 48,98,64
AO1 Lithium 5-4 42,133,49
ACO1 Control 5-4 32,58,35
nCO1 Lithium 5-4 2,232,118
nCO1 Control 5-4 29,128,63
AO1 Control 5-4 29,31,49
nCO1 Lithium 5-4 24,169,53
nCO1 Control 5-4 33,188,94
nCO1 Control 5-4 4,8,0
AO1 Lithium 5-4 21,50,14
CO1 Control 5-4 33,109,66
nCO1 Lithium 5-4 34,8,0
CO1 Control 5-4 8,112,60
AO1 Control 5-4 43,81,28
nCO1 Control 5-4 10,171,87
AO1 Lithium 5-4 35,57,2
CO1 Lithium 5-4 18,87,34
nCO1 Control 5-4 46,218,62
CO1 Control 5-4 50,118,46
AO1 Lithium 5-4 45,131,38
ACO1 Lithium 5-4 34,219,0
nCO1 Control 5-4 2,125,87
ACO1 Lithium 5-4 11,146,45
nCO1 Lithium 5-4 22,26,0
AO1 Lithium 5-4 7,72,49
AO1 Control 5-4 11,133,45
ACO1 Lithium 5-4 16,40,16
ACO1 Lithium 5-4 17,32,34
nCO1 Control 5-4 9,13,0
nCO1 Control 5-4 18,159,105
ACO1 Control 5-4 46,108,46
CO1 Lithium 5-4 30,170,89
ACO1 Lithium 5-4 31,37,11
ACO1 Control 5-4 24,53,16
CO1 Lithium 5-4 9,126,62
CO1 Lithium 5-4 25,127,90
AO1 Control 5-4 16,118,37
CO1 Lithium 5-4 3,118,89
ACO1 Lithium 5-4 30,27,0
ACO1 Lithium 5-4 39,36,10
ACO1 Lithium 5-4 49,49,0
ACO1 Control 5-4 31,168,92
CO1 Lithium 5-4 17,295,82
ACO1 Lithium 5-4 22,51,24
ACO1 Control 5-4 49,138,9
ACO1 Control 5-4 8,13,0
nCO1 Lithium 5-4 43,13,10
nCO1 Control 5-4 41,302,111
AO1 Lithium 5-4 49,39,8
AO1 Control 5-4 50,33,23
AO1 Lithium 5-4 5,11,2
nCO1 Control 5-4 20,192,85
nCO1 Control 5-4 5,121,80
ACO1 Control 5-4 12,62,5
nCO1 Lithium 5-4 47,130,61
AO1 Control 5-4 10,13,0
ACO1 Lithium 5-4 50,9,4
CO1 Control 5-4 36,277,76
ACO1 Control 5-4 3,43,10
nCO1 Lithium 5-4 39,118,63
ACO1 Lithium 5-4 47,122,0
nCO1 Control 5-4 26,43,0
CO1 Lithium 5-4 21,206,67
AO1 Control 5-4 45,35,29
nCO1 Control 5-4 23,223,100
CO1 Control 5-4 32,133,51
ACO1 Control 5-4 10,74,17
nCO1 Control 5-4 6,178,74
nCO1 Control 5-4 31,251,71
nCO1 Lithium 5-4 36,236,121
ACO1 Control 5-4 9,63,14
CO1 Lithium 5-4 15,178,125
AO1 Lithium 5-4 20,24,18
nCO1 Control 5-4 12,174,52
nCO1 Lithium 5-4 18,132,58
AO1 Control 5-4 20,38,5
nCO1 Lithium 5-4 26,183,97
CO1 Lithium 5-4 19,141,80
nCO1 Lithium 5-4 8,171,48
AO1 Control 5-4 40,16,11
CO1 Control 5-4 40,236,100
AO1 Lithium 5-4 17,49,13
nCO1 Lithium 5-4 44,197,101
CO1 Control 5-4 48,127,28
CO1 Control 5-4 27,131,62
CO1 Control 5-4 22,171,0
CO1 Control 5-4 13,152,66
AO1 Lithium 5-4 29,63,18
nCO1 Lithium 5-4 10,235,109
ACO1 Control 5-4 15,48,17
AO1 Control 5-4 1,79,12
AO1 Control 5-4 38,28,4
nCO1 Lithium 5-4 33,35,0
ACO1 Lithium 5-4 13,66,52
CO1 Lithium 5-4 16,205,0
ACO1 Control 5-4 23,202,67
AO1 Control 5-4 12,52,47
ACO1 Lithium 5-4 25,99,37
CO1 Control 5-4 10,161,71
nCO1 Lithium 5-4 31,121,56
AO1 Control 5-4 28,19,0
AO1 Lithium 5-4 24,15,12
ACO1 Control 5-4 30,35,0
nCO1 Lithium 5-4 20,186,119
ACO1 Control 5-4 14,148,1
nCO1 Control 5-4 27,131,51
CO1 Lithium 5-4 45,152,89
AO1 Control 5-4 8,74,40
CO1 Lithium 5-4 37,206,88
ACO1 Control 5-4 6,205,34
AO1 Control 5-4 15,78,35
ACO1 Control 5-4 4,14,0
CO1 Control 5-4 30,138,43
nCO1 Lithium 5-4 42,211,91
nCO1 Control 5-4 24,147,53
ACO1 Lithium 5-4 10,26,0
CO1 Lithium 5-4 36,259,30
AO1 Lithium 5-4 43,148,49
AO1 Control 5-4 30,46,18
AO1 Lithium 5-4 9,36,31
ACO1 Lithium 5-4 35,185,0
CO1 Lithium 5-4 1,160,38
ACO1 Control 5-4 1,116,0
ACO1 Lithium 5-4 5,21,0
nCO1 Control 5-4 13,170,66
CO1 Control 5-4 42,113,81
CO1 Lithium 5-4 39,172,70
nCO1 Control 5-4 47,22,0
ACO1 Lithium 5-4 15,24,16
CO1 Lithium 5-4 48,128,101
CO1 Control 5-4 25,212,0
ACO1 Lithium 5-4 7,12,0
ACO1 Lithium 5-4 24,8,15
ACO1 Lithium 5-4 21,61,4
nCO1 Lithium 5-4 21,191,56
CO1 Control 5-4 9,214,79
nCO1 Control 5-4 1,5,0
CO1 Lithium 5-4 24,193,69
CO1 Lithium 5-4 31,203,95
ACO1 Control 5-4 7,47,23
nCO1 Lithium 5-4 3,70,4
CO1 Control 5-4 47,204,66
CO1 Control 5-4 16,258,60
CO1 Lithium 5-4 10,158,86
nCO1 Lithium 5-4 1,223,80
CO1 Control 5-4 38,248,75
ACO1 Control 5-4 19,111,24
CO1 Lithium 5-4 49,76,0
nCO1 Lithium 5-4 14,193,70
nCO1 Control 5-4 40,130,74
AO1 Lithium 5-4 2,61,2
AO1 Lithium 5-4 10,86,30
CO1 Lithium 5-4 44,170,87
ACO1 Lithium 5-4 44,139,80
nCO1 Control 5-4 35,199,23
CO1 Control 5-4 39,144,64
AO1 Lithium 5-4 13,30,0
ACO1 Control 5-4 20,68,17
nCO1 Control 5-4 32,181,76
CO1 Control 5-4 17,157,86
AO1 Lithium 5-4 25,30,0
CO1 Lithium 5-4 29,189,102
AO1 Control 5-4 34,129,55
AO1 Control 5-4 3,72,39
ACO1 Lithium 5-4 28,15,0
CO1 Control 5-4 23,196,0
CO1 Lithium 5-4 41,233,106
ACO1 Lithium 5-4 37,26,0
ACO1 Lithium 5-4 18,23,19
AO1 Lithium 5-4 18,43,4
ACO1 Control 5-4 2,156,30
AO1 Lithium 5-4 38,50,25
AO1 Lithium 5-4 19,28,0
nCO1 Lithium 5-4 38,181,84
AO1 Lithium 5-4 32,30,0
AO1 Lithium 5-4 26,47,21
ACO1 Control 5-4 44,71,48
nCO1 Control 5-4 42,285,79
CO1 Control 5-4 4,98,39
AO1 Control 5-4 23,30,0
CO1 Lithium 5-4 27,163,88
AO1 Lithium 5-4 36,57,10
nCO1 Control 5-4 7,118,56
nCO1 Lithium 5-4 25,181,104
CO1 Control 5-4 46,183,56
AO1 Control 5-4 2,101,18
nCO1 Control 5-4 43,208,72
AO1 Control 5-4 22,149,31
AO1 Lithium 5-4 48,42,15
AO1 Control 5-4 48,103,25
CO1 Control 5-4 43,125,47
AO1 Control 5-4 13,121,36
nCO1 Lithium 5-4 5,178,61
ACO1 Control 5-4 48,30,19
AO1 Lithium 5-4 50,33,5
ACO1 Lithium 5-4 45,67,37
nCO1 Lithium 5-4 35,13,0
AO1 Lithium 5-4 27,25,0
AO1 Control 5-4 35,117,28
ACO1 Lithium 5-4 41,93,27
AO1 Control 5-4 21,122,36
nCO1 Control 5-4 21,236,44
AO1 Lithium 5-4 47,67,23
AO1 Lithium 5-4 44,85,20
CO1 Control 5-4 20,147,83
nCO1 Control 5-4 19,161,72
ACO1 Control 5-4 37,59,22
nCO1 Control 5-4 37,253,63
ACO1 Control 5-4 16,62,9
CO1 Control 5-4 35,190,77
AO1 Lithium 5-4 23,15,0
CO1 Control 5-4 7,152,64
AO1 Control 5-4 18,22,5
ACO1 Control 5-4 5,50,15
CO1 Control 5-4 11,19,0
CO1 Lithium 5-4 33,222,95
nCO1 Lithium 5-4 27,163,71
CO1 Control 5-4 19,86,0
nCO1 Lithium 5-4 37,40,3
nCO1 Lithium 5-4 45,139,67
nCO1 Control 5-4 28,49,0
CO1 Control 5-4 44,124,59
AO1 Control 5-4 24,55,0
nCO1 Control 5-4 3,18,2
ACO1 Control 5-4 11,95,21
nCO1 Control 5-4 49,20,0
nCO1 Control 5-4 15,218,54
AO1 Control 5-4 46,156,7
nCO1 Lithium 5-4 12,185,97
ACO1 Lithium 5-4 33,73,27
AO1 Lithium 5-4 3,30,1
ACO1 Control 5-4 38,34,19
ACO1 Control 5-4 29,27,0
ACO1 Control 5-4 13,186,30
ACO1 Control 5-4 35,81,30
ACO1 Lithium 5-4 32,118,0
ACO1 Lithium 5-4 29,59,3
nCO1 Lithium 5-4 4,174,75
nCO1 Control 5-4 17,148,88
nCO1 Lithium 5-4 40,205,79
nCO1 Control 5-4 25,130,67
ACO1 Control 5-4 43,62,1
AO1 Lithium 5-4 22,50,17
AO1 Lithium 5-4 1,98,41
CO1 Lithium 5-4 22,149,55
ACO1 Lithium 5-4 46,106,18
