RootImage,BotSum,HumanSum
nCO1 Lithium 5-4 12,79,97
ACO1 Lithium 5-4 33,25,27
AO1 Lithium 5-4 3,11,1
ACO1 Control 5-4 38,11,19
ACO1 Control 5-4 29,1,0
ACO1 Control 5-4 13,75,30
ACO1 Control 5-4 35,32,30
ACO1 Lithium 5-4 32,105,0
ACO1 Lithium 5-4 29,12,3
nCO1 Lithium 5-4 4,81,75
nCO1 Control 5-4 17,76,88
nCO1 Lithium 5-4 40,84,79
nCO1 Control 5-4 25,63,67
ACO1 Control 5-4 43,14,1
AO1 Lithium 5-4 22,12,17
AO1 Lithium 5-4 1,35,41
CO1 Lithium 5-4 22,54,55
ACO1 Lithium 5-4 46,16,18
