RootImage,BotSum,HumanSum
CO1 Control 5-4 29,156,82
AO1 Control 5-4 26,88,5
nCO1 Lithium 5-4 23,240,112
ACO1 Control 5-4 47,116,22
AO1 Lithium 5-4 15,35,10
CO1 Control 5-4 49,124,47
ACO1 Control 5-4 42,108,25
CO1 Lithium 5-4 46,182,52
ACO1 Control 5-4 26,148,54
ACO1 Lithium 5-4 12,150,0
CO1 Lithium 5-4 47,232,78
ACO1 Lithium 5-4 42,129,37
nCO1 Lithium 5-4 13,144,90
nCO1 Control 5-4 48,40,0
AO1 Control 5-4 39,74,35
ACO1 Control 5-4 41,100,18
CO1 Lithium 5-4 28,205,76
nCO1 Control 5-4 16,13,0
ACO1 Lithium 5-4 1,46,13
ACO1 Lithium 5-4 38,78,0
nCO1 Lithium 5-4 7,199,88
CO1 Control 5-4 28,123,50
AO1 Lithium 5-4 30,83,41
ACO1 Control 5-4 22,140,29
nCO1 Lithium 5-4 16,230,117
ACO1 Control 5-4 18,127,22
CO1 Control 5-4 37,218,52
AO1 Control 5-4 47,88,33
AO1 Lithium 5-4 6,0,0
AO1 Control 5-4 44,116,30
nCO1 Control 5-4 36,218,1
AO1 Control 5-4 17,232,0
CO1 Lithium 5-4 14,247,0
nCO1 Lithium 5-4 17,228,83
nCO1 Control 5-4 38,171,91
AO1 Control 5-4 49,54,23
CO1 Lithium 5-4 8,130,36
CO1 Control 5-4 2,183,23
CO1 Lithium 5-4 34,115,25
AO1 Control 5-4 4,145,36
AO1 Lithium 5-4 41,43,4
ACO1 Lithium 5-4 48,61,36
nCO1 Control 5-4 22,203,75
AO1 Lithium 5-4 28,36,0
ACO1 Control 5-4 34,103,36
AO1 Lithium 5-4 4,34,0
AO1 Lithium 5-4 16,101,22
AO1 Control 5-4 31,126,35
nCO1 Control 5-4 34,171,68
AO1 Control 5-4 37,59,9
ACO1 Lithium 5-4 36,114,26
nCO1 Control 5-4 50,140,45
CO1 Control 5-4 1,133,0
AO1 Control 5-4 32,58,11
AO1 Control 5-4 5,102,9
AO1 Lithium 5-4 31,54,19
nCO1 Control 5-4 11,243,114
nCO1 Lithium 5-4 30,32,5
AO1 Lithium 5-4 11,300,13
nCO1 Lithium 5-4 28,203,84
CO1 Lithium 5-4 2,177,86
CO1 Lithium 5-4 6,198,0
nCO1 Lithium 5-4 29,206,92
CO1 Lithium 5-4 11,224,79
ACO1 Lithium 5-4 27,153,49
CO1 Control 5-4 24,240,0
CO1 Lithium 5-4 12,220,103
CO1 Lithium 5-4 5,127,92
ACO1 Lithium 5-4 2,9,1
ACO1 Lithium 5-4 19,147,35
CO1 Lithium 5-4 7,152,59
ACO1 Lithium 5-4 4,18,2
ACO1 Control 5-4 28,35,0
CO1 Control 5-4 26,177,105
CO1 Control 5-4 18,413,0
AO1 Lithium 5-4 8,84,9
CO1 Lithium 5-4 4,144,0
ACO1 Control 5-4 45,68,0
CO1 Lithium 5-4 26,238,87
CO1 Control 5-4 6,231,44
ACO1 Control 5-4 27,69,9
CO1 Control 5-4 31,223,81
ACO1 Control 5-4 50,83,3
AO1 Control 5-4 14,125,18
CO1 Lithium 5-4 40,209,88
nCO1 Control 5-4 39,205,49
ACO1 Lithium 5-4 43,21,0
nCO1 Lithium 5-4 48,139,64
AO1 Lithium 5-4 42,109,49
ACO1 Control 5-4 32,83,35
nCO1 Lithium 5-4 2,292,118
nCO1 Control 5-4 29,145,63
AO1 Control 5-4 29,44,49
nCO1 Lithium 5-4 24,174,53
nCO1 Control 5-4 33,204,94
nCO1 Control 5-4 4,17,0
AO1 Lithium 5-4 21,50,14
CO1 Control 5-4 33,117,66
nCO1 Lithium 5-4 34,6,0
CO1 Control 5-4 8,96,60
AO1 Control 5-4 43,80,28
nCO1 Control 5-4 10,173,87
AO1 Lithium 5-4 35,89,2
CO1 Lithium 5-4 18,115,34
nCO1 Control 5-4 46,182,62
CO1 Control 5-4 50,186,46
AO1 Lithium 5-4 45,167,38
ACO1 Lithium 5-4 34,237,0
nCO1 Control 5-4 2,166,87
ACO1 Lithium 5-4 11,146,45
nCO1 Lithium 5-4 22,28,0
AO1 Lithium 5-4 7,120,49
AO1 Control 5-4 11,101,45
ACO1 Lithium 5-4 16,47,16
ACO1 Lithium 5-4 17,50,34
nCO1 Control 5-4 9,12,0
nCO1 Control 5-4 18,190,105
ACO1 Control 5-4 46,137,46
CO1 Lithium 5-4 30,187,89
ACO1 Lithium 5-4 31,52,11
ACO1 Control 5-4 24,41,16
CO1 Lithium 5-4 9,113,62
CO1 Lithium 5-4 25,150,90
AO1 Control 5-4 16,174,37
CO1 Lithium 5-4 3,120,89
ACO1 Lithium 5-4 30,49,0
ACO1 Lithium 5-4 39,42,10
ACO1 Lithium 5-4 49,128,0
ACO1 Control 5-4 31,186,92
CO1 Lithium 5-4 17,298,82
ACO1 Lithium 5-4 22,51,24
ACO1 Control 5-4 49,169,9
ACO1 Control 5-4 8,10,0
nCO1 Lithium 5-4 43,6,10
nCO1 Control 5-4 41,266,111
AO1 Lithium 5-4 49,59,8
AO1 Control 5-4 50,69,23
AO1 Lithium 5-4 5,29,2
nCO1 Control 5-4 20,198,85
nCO1 Control 5-4 5,103,80
ACO1 Control 5-4 12,91,5
nCO1 Lithium 5-4 47,167,61
AO1 Control 5-4 10,15,0
ACO1 Lithium 5-4 50,20,4
CO1 Control 5-4 36,272,76
ACO1 Control 5-4 3,98,10
nCO1 Lithium 5-4 39,137,63
ACO1 Lithium 5-4 47,195,0
nCO1 Control 5-4 26,25,0
CO1 Lithium 5-4 21,224,67
AO1 Control 5-4 45,60,29
nCO1 Control 5-4 23,236,100
CO1 Control 5-4 32,135,51
ACO1 Control 5-4 10,92,17
nCO1 Control 5-4 6,222,74
nCO1 Control 5-4 31,293,71
nCO1 Lithium 5-4 36,240,121
ACO1 Control 5-4 9,75,14
CO1 Lithium 5-4 15,182,125
AO1 Lithium 5-4 20,33,18
nCO1 Control 5-4 12,190,52
nCO1 Lithium 5-4 18,153,58
AO1 Control 5-4 20,55,5
nCO1 Lithium 5-4 26,211,97
CO1 Lithium 5-4 19,132,80
nCO1 Lithium 5-4 8,221,48
AO1 Control 5-4 40,57,11
CO1 Control 5-4 40,250,100
AO1 Lithium 5-4 17,74,13
nCO1 Lithium 5-4 44,218,101
CO1 Control 5-4 48,148,28
CO1 Control 5-4 27,164,62
CO1 Control 5-4 22,282,0
CO1 Control 5-4 13,171,66
AO1 Lithium 5-4 29,50,18
nCO1 Lithium 5-4 10,245,109
ACO1 Control 5-4 15,85,17
AO1 Control 5-4 1,90,12
AO1 Control 5-4 38,49,4
nCO1 Lithium 5-4 33,48,0
ACO1 Lithium 5-4 13,69,52
CO1 Lithium 5-4 16,212,0
ACO1 Control 5-4 23,223,67
AO1 Control 5-4 12,64,47
ACO1 Lithium 5-4 25,123,37
CO1 Control 5-4 10,150,71
nCO1 Lithium 5-4 31,168,56
AO1 Control 5-4 28,75,0
AO1 Lithium 5-4 24,24,12
ACO1 Control 5-4 30,83,0
nCO1 Lithium 5-4 20,237,119
ACO1 Control 5-4 14,180,1
nCO1 Control 5-4 27,125,51
CO1 Lithium 5-4 45,161,89
AO1 Control 5-4 8,97,40
CO1 Lithium 5-4 37,219,88
ACO1 Control 5-4 6,223,34
AO1 Control 5-4 15,74,35
ACO1 Control 5-4 4,16,0
CO1 Control 5-4 30,158,43
nCO1 Lithium 5-4 42,225,91
nCO1 Control 5-4 24,134,53
ACO1 Lithium 5-4 10,48,0
CO1 Lithium 5-4 36,313,30
AO1 Lithium 5-4 43,170,49
AO1 Control 5-4 30,111,18
AO1 Lithium 5-4 9,41,31
ACO1 Lithium 5-4 35,246,0
CO1 Lithium 5-4 1,167,38
ACO1 Control 5-4 1,129,0
ACO1 Lithium 5-4 5,29,0
nCO1 Control 5-4 13,209,66
CO1 Control 5-4 42,126,81
CO1 Lithium 5-4 39,180,70
nCO1 Control 5-4 47,25,0
ACO1 Lithium 5-4 15,37,16
CO1 Lithium 5-4 48,165,101
CO1 Control 5-4 25,190,0
ACO1 Lithium 5-4 7,21,0
ACO1 Lithium 5-4 24,17,15
ACO1 Lithium 5-4 21,50,4
nCO1 Lithium 5-4 21,199,56
CO1 Control 5-4 9,195,79
nCO1 Control 5-4 1,0,0
CO1 Lithium 5-4 24,189,69
CO1 Lithium 5-4 31,217,95
ACO1 Control 5-4 7,68,23
nCO1 Lithium 5-4 3,90,4
CO1 Control 5-4 47,194,66
CO1 Control 5-4 16,255,60
CO1 Lithium 5-4 10,167,86
nCO1 Lithium 5-4 1,242,80
CO1 Control 5-4 38,247,75
ACO1 Control 5-4 19,200,24
CO1 Lithium 5-4 49,147,0
nCO1 Lithium 5-4 14,204,70
nCO1 Control 5-4 40,129,74
AO1 Lithium 5-4 2,78,2
AO1 Lithium 5-4 10,96,30
CO1 Lithium 5-4 44,169,87
ACO1 Lithium 5-4 44,175,80
nCO1 Control 5-4 35,305,23
CO1 Control 5-4 39,163,64
AO1 Lithium 5-4 13,30,0
ACO1 Control 5-4 20,90,17
nCO1 Control 5-4 32,203,76
CO1 Control 5-4 17,174,86
AO1 Lithium 5-4 25,25,0
CO1 Lithium 5-4 29,206,102
AO1 Control 5-4 34,178,55
AO1 Control 5-4 3,94,39
ACO1 Lithium 5-4 28,10,0
CO1 Control 5-4 23,210,0
CO1 Lithium 5-4 41,246,106
ACO1 Lithium 5-4 37,31,0
ACO1 Lithium 5-4 18,59,19
AO1 Lithium 5-4 18,74,4
ACO1 Control 5-4 2,186,30
AO1 Lithium 5-4 38,105,25
AO1 Lithium 5-4 19,31,0
nCO1 Lithium 5-4 38,195,84
AO1 Lithium 5-4 32,24,0
AO1 Lithium 5-4 26,94,21
ACO1 Control 5-4 44,95,48
nCO1 Control 5-4 42,293,79
CO1 Control 5-4 4,114,39
AO1 Control 5-4 23,50,0
CO1 Lithium 5-4 27,190,88
AO1 Lithium 5-4 36,105,10
nCO1 Control 5-4 7,138,56
nCO1 Lithium 5-4 25,221,104
CO1 Control 5-4 46,183,56
AO1 Control 5-4 2,104,18
nCO1 Control 5-4 43,224,72
AO1 Control 5-4 22,155,31
AO1 Lithium 5-4 48,31,15
AO1 Control 5-4 48,101,25
CO1 Control 5-4 43,132,47
AO1 Control 5-4 13,148,36
nCO1 Lithium 5-4 5,188,61
ACO1 Control 5-4 48,45,19
AO1 Lithium 5-4 50,69,5
ACO1 Lithium 5-4 45,89,37
nCO1 Lithium 5-4 35,39,0
AO1 Lithium 5-4 27,23,0
AO1 Control 5-4 35,155,28
ACO1 Lithium 5-4 41,90,27
AO1 Control 5-4 21,123,36
nCO1 Control 5-4 21,212,44
AO1 Lithium 5-4 47,89,23
AO1 Lithium 5-4 44,94,20
CO1 Control 5-4 20,147,83
nCO1 Control 5-4 19,175,72
ACO1 Control 5-4 37,97,22
nCO1 Control 5-4 37,232,63
ACO1 Control 5-4 16,103,9
CO1 Control 5-4 35,191,77
AO1 Lithium 5-4 23,16,0
CO1 Control 5-4 7,162,64
AO1 Control 5-4 18,48,5
ACO1 Control 5-4 5,68,15
CO1 Control 5-4 11,29,0
CO1 Lithium 5-4 33,249,95
nCO1 Lithium 5-4 27,196,71
CO1 Control 5-4 19,233,0
nCO1 Lithium 5-4 37,65,3
nCO1 Lithium 5-4 45,195,67
nCO1 Control 5-4 28,53,0
CO1 Control 5-4 44,150,59
AO1 Control 5-4 24,104,0
nCO1 Control 5-4 3,39,2
ACO1 Control 5-4 11,118,21
nCO1 Control 5-4 49,21,0
nCO1 Control 5-4 15,192,54
AO1 Control 5-4 46,176,7
nCO1 Lithium 5-4 12,187,97
ACO1 Lithium 5-4 33,82,27
AO1 Lithium 5-4 3,68,1
ACO1 Control 5-4 38,74,19
ACO1 Control 5-4 29,41,0
ACO1 Control 5-4 13,240,30
ACO1 Control 5-4 35,132,30
ACO1 Lithium 5-4 32,120,0
ACO1 Lithium 5-4 29,97,3
nCO1 Lithium 5-4 4,188,75
nCO1 Control 5-4 17,174,88
nCO1 Lithium 5-4 40,272,79
nCO1 Control 5-4 25,136,67
ACO1 Control 5-4 43,95,1
AO1 Lithium 5-4 22,58,17
AO1 Lithium 5-4 1,138,41
CO1 Lithium 5-4 22,157,55
ACO1 Lithium 5-4 46,127,18
