RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 37,0,0
ACO1 Lithium 5-4 18,17,19
AO1 Lithium 5-4 18,6,4
ACO1 Control 5-4 2,29,30
AO1 Lithium 5-4 38,17,25
AO1 Lithium 5-4 19,33,0
nCO1 Lithium 5-4 38,57,84
AO1 Lithium 5-4 32,27,0
AO1 Lithium 5-4 26,11,21
ACO1 Control 5-4 44,39,48
nCO1 Control 5-4 42,69,79
CO1 Control 5-4 4,28,39
AO1 Control 5-4 23,27,0
CO1 Lithium 5-4 27,60,88
AO1 Lithium 5-4 36,12,10
nCO1 Control 5-4 7,33,56
nCO1 Lithium 5-4 25,85,104
CO1 Control 5-4 46,30,56
AO1 Control 5-4 2,22,18
nCO1 Control 5-4 43,44,72
AO1 Control 5-4 22,64,31
AO1 Lithium 5-4 48,8,15
AO1 Control 5-4 48,28,25
CO1 Control 5-4 43,41,47
AO1 Control 5-4 13,31,36
nCO1 Lithium 5-4 5,22,61
ACO1 Control 5-4 48,20,19
AO1 Lithium 5-4 50,8,5
ACO1 Lithium 5-4 45,38,37
nCO1 Lithium 5-4 35,0,0
AO1 Lithium 5-4 27,25,0
AO1 Control 5-4 35,23,28
ACO1 Lithium 5-4 41,29,27
AO1 Control 5-4 21,27,36
nCO1 Control 5-4 21,72,44
AO1 Lithium 5-4 47,21,23
AO1 Lithium 5-4 44,13,20
CO1 Control 5-4 20,74,83
nCO1 Control 5-4 19,62,72
ACO1 Control 5-4 37,11,22
nCO1 Control 5-4 37,53,63
ACO1 Control 5-4 16,9,9
CO1 Control 5-4 35,53,77
AO1 Lithium 5-4 23,10,0
CO1 Control 5-4 7,51,64
AO1 Control 5-4 18,6,5
ACO1 Control 5-4 5,12,15
CO1 Control 5-4 11,0,0
CO1 Lithium 5-4 33,94,95
nCO1 Lithium 5-4 27,54,71
CO1 Control 5-4 19,0,0
nCO1 Lithium 5-4 37,0,3
nCO1 Lithium 5-4 45,60,67
nCO1 Control 5-4 28,55,0
CO1 Control 5-4 44,40,59
AO1 Control 5-4 24,39,0
nCO1 Control 5-4 3,15,2
ACO1 Control 5-4 11,25,21
nCO1 Control 5-4 49,4,0
nCO1 Control 5-4 15,45,54
AO1 Control 5-4 46,42,7
nCO1 Lithium 5-4 12,61,97
ACO1 Lithium 5-4 33,17,27
AO1 Lithium 5-4 3,4,1
ACO1 Control 5-4 38,5,19
ACO1 Control 5-4 29,1,0
ACO1 Control 5-4 13,32,30
ACO1 Control 5-4 35,22,30
ACO1 Lithium 5-4 32,60,0
ACO1 Lithium 5-4 29,4,3
nCO1 Lithium 5-4 4,57,75
nCO1 Control 5-4 17,63,88
nCO1 Lithium 5-4 40,69,79
nCO1 Control 5-4 25,58,67
ACO1 Control 5-4 43,2,1
AO1 Lithium 5-4 22,3,17
AO1 Lithium 5-4 1,21,41
CO1 Lithium 5-4 22,39,55
ACO1 Lithium 5-4 46,4,18
