RootImage,BotSum,HumanSum
AO1 Lithium 5-4 29,33,18
nCO1 Lithium 5-4 10,138,109
ACO1 Control 5-4 15,27,17
AO1 Control 5-4 1,46,12
AO1 Control 5-4 38,6,4
nCO1 Lithium 5-4 33,2,0
ACO1 Lithium 5-4 13,30,52
CO1 Lithium 5-4 16,133,0
ACO1 Control 5-4 23,90,67
AO1 Control 5-4 12,21,47
ACO1 Lithium 5-4 25,65,37
CO1 Control 5-4 10,71,71
nCO1 Lithium 5-4 31,61,56
AO1 Control 5-4 28,20,0
AO1 Lithium 5-4 24,3,12
ACO1 Control 5-4 30,13,0
nCO1 Lithium 5-4 20,133,119
ACO1 Control 5-4 14,33,1
nCO1 Control 5-4 27,39,51
CO1 Lithium 5-4 45,83,89
AO1 Control 5-4 8,43,40
CO1 Lithium 5-4 37,133,88
ACO1 Control 5-4 6,51,34
AO1 Control 5-4 15,33,35
ACO1 Control 5-4 4,16,0
CO1 Control 5-4 30,77,43
nCO1 Lithium 5-4 42,101,91
nCO1 Control 5-4 24,56,53
ACO1 Lithium 5-4 10,38,0
CO1 Lithium 5-4 36,94,30
AO1 Lithium 5-4 43,77,49
AO1 Control 5-4 30,11,18
AO1 Lithium 5-4 9,25,31
ACO1 Lithium 5-4 35,198,0
CO1 Lithium 5-4 1,44,38
ACO1 Control 5-4 1,113,0
ACO1 Lithium 5-4 5,12,0
nCO1 Control 5-4 13,74,66
CO1 Control 5-4 42,30,81
CO1 Lithium 5-4 39,55,70
nCO1 Control 5-4 47,37,0
ACO1 Lithium 5-4 15,11,16
CO1 Lithium 5-4 48,90,101
CO1 Control 5-4 25,112,0
ACO1 Lithium 5-4 7,4,0
ACO1 Lithium 5-4 24,8,15
ACO1 Lithium 5-4 21,11,4
nCO1 Lithium 5-4 21,64,56
CO1 Control 5-4 9,116,79
nCO1 Control 5-4 1,0,0
CO1 Lithium 5-4 24,93,69
CO1 Lithium 5-4 31,118,95
ACO1 Control 5-4 7,16,23
nCO1 Lithium 5-4 3,9,4
CO1 Control 5-4 47,49,66
CO1 Control 5-4 16,81,60
CO1 Lithium 5-4 10,96,86
nCO1 Lithium 5-4 1,107,80
CO1 Control 5-4 38,124,75
ACO1 Control 5-4 19,26,24
CO1 Lithium 5-4 49,52,0
nCO1 Lithium 5-4 14,84,70
nCO1 Control 5-4 40,66,74
AO1 Lithium 5-4 2,7,2
AO1 Lithium 5-4 10,31,30
CO1 Lithium 5-4 44,105,87
ACO1 Lithium 5-4 44,99,80
nCO1 Control 5-4 35,123,23
CO1 Control 5-4 39,57,64
AO1 Lithium 5-4 13,26,0
ACO1 Control 5-4 20,25,17
nCO1 Control 5-4 32,66,76
CO1 Control 5-4 17,77,86
AO1 Lithium 5-4 25,30,0
CO1 Lithium 5-4 29,108,102
AO1 Control 5-4 34,52,55
AO1 Control 5-4 3,43,39
ACO1 Lithium 5-4 28,0,0
CO1 Control 5-4 23,156,0
CO1 Lithium 5-4 41,129,106
ACO1 Lithium 5-4 37,0,0
ACO1 Lithium 5-4 18,17,19
AO1 Lithium 5-4 18,10,4
ACO1 Control 5-4 2,51,30
AO1 Lithium 5-4 38,22,25
AO1 Lithium 5-4 19,26,0
nCO1 Lithium 5-4 38,81,84
AO1 Lithium 5-4 32,27,0
AO1 Lithium 5-4 26,35,21
ACO1 Control 5-4 44,36,48
nCO1 Control 5-4 42,99,79
CO1 Control 5-4 4,35,39
AO1 Control 5-4 23,31,0
CO1 Lithium 5-4 27,92,88
AO1 Lithium 5-4 36,28,10
nCO1 Control 5-4 7,65,56
nCO1 Lithium 5-4 25,118,104
CO1 Control 5-4 46,46,56
AO1 Control 5-4 2,29,18
nCO1 Control 5-4 43,79,72
AO1 Control 5-4 22,70,31
AO1 Lithium 5-4 48,7,15
AO1 Control 5-4 48,47,25
CO1 Control 5-4 43,44,47
AO1 Control 5-4 13,43,36
nCO1 Lithium 5-4 5,37,61
ACO1 Control 5-4 48,20,19
AO1 Lithium 5-4 50,5,5
ACO1 Lithium 5-4 45,44,37
nCO1 Lithium 5-4 35,12,0
AO1 Lithium 5-4 27,49,0
AO1 Control 5-4 35,46,28
ACO1 Lithium 5-4 41,25,27
AO1 Control 5-4 21,37,36
nCO1 Control 5-4 21,84,44
AO1 Lithium 5-4 47,22,23
AO1 Lithium 5-4 44,21,20
CO1 Control 5-4 20,96,83
nCO1 Control 5-4 19,86,72
ACO1 Control 5-4 37,16,22
nCO1 Control 5-4 37,85,63
ACO1 Control 5-4 16,13,9
CO1 Control 5-4 35,78,77
AO1 Lithium 5-4 23,42,0
CO1 Control 5-4 7,66,64
AO1 Control 5-4 18,2,5
ACO1 Control 5-4 5,16,15
CO1 Control 5-4 11,0,0
CO1 Lithium 5-4 33,134,95
nCO1 Lithium 5-4 27,97,71
CO1 Control 5-4 19,13,0
nCO1 Lithium 5-4 37,3,3
nCO1 Lithium 5-4 45,78,67
nCO1 Control 5-4 28,57,0
CO1 Control 5-4 44,47,59
AO1 Control 5-4 24,156,0
nCO1 Control 5-4 3,30,2
ACO1 Control 5-4 11,27,21
nCO1 Control 5-4 49,7,0
nCO1 Control 5-4 15,92,54
AO1 Control 5-4 46,23,7
nCO1 Lithium 5-4 12,88,97
ACO1 Lithium 5-4 33,37,27
AO1 Lithium 5-4 3,11,1
ACO1 Control 5-4 38,5,19
ACO1 Control 5-4 29,3,0
ACO1 Control 5-4 13,61,30
ACO1 Control 5-4 35,31,30
ACO1 Lithium 5-4 32,68,0
ACO1 Lithium 5-4 29,14,3
nCO1 Lithium 5-4 4,73,75
nCO1 Control 5-4 17,89,88
nCO1 Lithium 5-4 40,94,79
nCO1 Control 5-4 25,70,67
ACO1 Control 5-4 43,1,1
AO1 Lithium 5-4 22,11,17
AO1 Lithium 5-4 1,29,41
CO1 Lithium 5-4 22,54,55
ACO1 Lithium 5-4 46,9,18
