RootImage,BotSum,HumanSum
AO1 Control 5-4 32,33,11
AO1 Control 5-4 5,68,9
AO1 Lithium 5-4 31,55,19
nCO1 Control 5-4 11,213,114
nCO1 Lithium 5-4 30,29,5
AO1 Lithium 5-4 11,210,13
nCO1 Lithium 5-4 28,174,84
CO1 Lithium 5-4 2,160,86
CO1 Lithium 5-4 6,276,0
nCO1 Lithium 5-4 29,161,92
CO1 Lithium 5-4 11,172,79
ACO1 Lithium 5-4 27,115,49
CO1 Control 5-4 24,196,0
CO1 Lithium 5-4 12,178,103
CO1 Lithium 5-4 5,133,92
ACO1 Lithium 5-4 2,12,1
ACO1 Lithium 5-4 19,90,35
CO1 Lithium 5-4 7,106,59
ACO1 Lithium 5-4 4,9,2
ACO1 Control 5-4 28,24,0
CO1 Control 5-4 26,167,105
CO1 Control 5-4 18,451,0
AO1 Lithium 5-4 8,55,9
CO1 Lithium 5-4 4,151,0
ACO1 Control 5-4 45,48,0
CO1 Lithium 5-4 26,199,87
CO1 Control 5-4 6,182,44
ACO1 Control 5-4 27,47,9
CO1 Control 5-4 31,193,81
ACO1 Control 5-4 50,64,3
AO1 Control 5-4 14,112,18
CO1 Lithium 5-4 40,163,88
nCO1 Control 5-4 39,201,49
ACO1 Lithium 5-4 43,29,0
nCO1 Lithium 5-4 48,119,64
AO1 Lithium 5-4 42,109,49
ACO1 Control 5-4 32,60,35
nCO1 Lithium 5-4 2,198,118
nCO1 Control 5-4 29,105,63
AO1 Control 5-4 29,43,49
nCO1 Lithium 5-4 24,156,53
nCO1 Control 5-4 33,173,94
nCO1 Control 5-4 4,24,0
AO1 Lithium 5-4 21,41,14
CO1 Control 5-4 33,116,66
nCO1 Lithium 5-4 34,12,0
CO1 Control 5-4 8,101,60
AO1 Control 5-4 43,80,28
nCO1 Control 5-4 10,166,87
AO1 Lithium 5-4 35,51,2
CO1 Lithium 5-4 18,98,34
nCO1 Control 5-4 46,168,62
CO1 Control 5-4 50,129,46
AO1 Lithium 5-4 45,122,38
ACO1 Lithium 5-4 34,108,0
nCO1 Control 5-4 2,149,87
ACO1 Lithium 5-4 11,151,45
nCO1 Lithium 5-4 22,17,0
AO1 Lithium 5-4 7,76,49
AO1 Control 5-4 11,111,45
ACO1 Lithium 5-4 16,46,16
ACO1 Lithium 5-4 17,55,34
nCO1 Control 5-4 9,13,0
nCO1 Control 5-4 18,167,105
ACO1 Control 5-4 46,95,46
CO1 Lithium 5-4 30,135,89
ACO1 Lithium 5-4 31,36,11
ACO1 Control 5-4 24,60,16
CO1 Lithium 5-4 9,115,62
CO1 Lithium 5-4 25,104,90
AO1 Control 5-4 16,127,37
CO1 Lithium 5-4 3,115,89
ACO1 Lithium 5-4 30,44,0
ACO1 Lithium 5-4 39,40,10
ACO1 Lithium 5-4 49,147,0
ACO1 Control 5-4 31,170,92
CO1 Lithium 5-4 17,229,82
ACO1 Lithium 5-4 22,35,24
ACO1 Control 5-4 49,145,9
ACO1 Control 5-4 8,27,0
nCO1 Lithium 5-4 43,12,10
nCO1 Control 5-4 41,259,111
AO1 Lithium 5-4 49,44,8
AO1 Control 5-4 50,31,23
AO1 Lithium 5-4 5,14,2
nCO1 Control 5-4 20,174,85
nCO1 Control 5-4 5,121,80
ACO1 Control 5-4 12,74,5
nCO1 Lithium 5-4 47,131,61
AO1 Control 5-4 10,15,0
ACO1 Lithium 5-4 50,18,4
CO1 Control 5-4 36,215,76
ACO1 Control 5-4 3,36,10
nCO1 Lithium 5-4 39,123,63
ACO1 Lithium 5-4 47,179,0
nCO1 Control 5-4 26,59,0
CO1 Lithium 5-4 21,166,67
AO1 Control 5-4 45,40,29
nCO1 Control 5-4 23,216,100
CO1 Control 5-4 32,99,51
ACO1 Control 5-4 10,51,17
nCO1 Control 5-4 6,171,74
nCO1 Control 5-4 31,209,71
nCO1 Lithium 5-4 36,211,121
ACO1 Control 5-4 9,62,14
CO1 Lithium 5-4 15,161,125
AO1 Lithium 5-4 20,22,18
nCO1 Control 5-4 12,185,52
nCO1 Lithium 5-4 18,121,58
AO1 Control 5-4 20,43,5
nCO1 Lithium 5-4 26,189,97
CO1 Lithium 5-4 19,131,80
nCO1 Lithium 5-4 8,160,48
AO1 Control 5-4 40,51,11
CO1 Control 5-4 40,219,100
AO1 Lithium 5-4 17,60,13
nCO1 Lithium 5-4 44,181,101
CO1 Control 5-4 48,95,28
CO1 Control 5-4 27,108,62
CO1 Control 5-4 22,120,0
CO1 Control 5-4 13,152,66
AO1 Lithium 5-4 29,61,18
nCO1 Lithium 5-4 10,214,109
ACO1 Control 5-4 15,50,17
AO1 Control 5-4 1,79,12
AO1 Control 5-4 38,33,4
nCO1 Lithium 5-4 33,33,0
ACO1 Lithium 5-4 13,54,52
CO1 Lithium 5-4 16,215,0
ACO1 Control 5-4 23,195,67
AO1 Control 5-4 12,54,47
ACO1 Lithium 5-4 25,88,37
CO1 Control 5-4 10,153,71
nCO1 Lithium 5-4 31,126,56
AO1 Control 5-4 28,33,0
AO1 Lithium 5-4 24,30,12
ACO1 Control 5-4 30,32,0
nCO1 Lithium 5-4 20,222,119
ACO1 Control 5-4 14,199,1
nCO1 Control 5-4 27,93,51
CO1 Lithium 5-4 45,132,89
AO1 Control 5-4 8,93,40
CO1 Lithium 5-4 37,171,88
ACO1 Control 5-4 6,171,34
AO1 Control 5-4 15,58,35
ACO1 Control 5-4 4,56,0
CO1 Control 5-4 30,108,43
nCO1 Lithium 5-4 42,176,91
nCO1 Control 5-4 24,109,53
ACO1 Lithium 5-4 10,28,0
CO1 Lithium 5-4 36,235,30
AO1 Lithium 5-4 43,165,49
AO1 Control 5-4 30,57,18
AO1 Lithium 5-4 9,32,31
ACO1 Lithium 5-4 35,256,0
CO1 Lithium 5-4 1,122,38
ACO1 Control 5-4 1,98,0
ACO1 Lithium 5-4 5,32,0
nCO1 Control 5-4 13,147,66
CO1 Control 5-4 42,116,81
CO1 Lithium 5-4 39,118,70
nCO1 Control 5-4 47,146,0
ACO1 Lithium 5-4 15,53,16
CO1 Lithium 5-4 48,127,101
CO1 Control 5-4 25,219,0
ACO1 Lithium 5-4 7,23,0
ACO1 Lithium 5-4 24,75,15
ACO1 Lithium 5-4 21,45,4
nCO1 Lithium 5-4 21,171,56
CO1 Control 5-4 9,186,79
nCO1 Control 5-4 1,30,0
CO1 Lithium 5-4 24,148,69
CO1 Lithium 5-4 31,164,95
ACO1 Control 5-4 7,47,23
nCO1 Lithium 5-4 3,55,4
CO1 Control 5-4 47,183,66
CO1 Control 5-4 16,216,60
CO1 Lithium 5-4 10,148,86
nCO1 Lithium 5-4 1,205,80
CO1 Control 5-4 38,238,75
ACO1 Control 5-4 19,90,24
CO1 Lithium 5-4 49,127,0
nCO1 Lithium 5-4 14,186,70
nCO1 Control 5-4 40,111,74
AO1 Lithium 5-4 2,49,2
AO1 Lithium 5-4 10,89,30
CO1 Lithium 5-4 44,133,87
ACO1 Lithium 5-4 44,162,80
nCO1 Control 5-4 35,240,23
CO1 Control 5-4 39,130,64
AO1 Lithium 5-4 13,22,0
ACO1 Control 5-4 20,81,17
nCO1 Control 5-4 32,154,76
CO1 Control 5-4 17,127,86
AO1 Lithium 5-4 25,29,0
CO1 Lithium 5-4 29,158,102
AO1 Control 5-4 34,130,55
AO1 Control 5-4 3,74,39
ACO1 Lithium 5-4 28,40,0
CO1 Control 5-4 23,224,0
CO1 Lithium 5-4 41,206,106
ACO1 Lithium 5-4 37,31,0
ACO1 Lithium 5-4 18,31,19
AO1 Lithium 5-4 18,42,4
ACO1 Control 5-4 2,135,30
AO1 Lithium 5-4 38,60,25
AO1 Lithium 5-4 19,23,0
nCO1 Lithium 5-4 38,165,84
AO1 Lithium 5-4 32,35,0
AO1 Lithium 5-4 26,66,21
ACO1 Control 5-4 44,83,48
nCO1 Control 5-4 42,234,79
CO1 Control 5-4 4,88,39
AO1 Control 5-4 23,30,0
CO1 Lithium 5-4 27,157,88
AO1 Lithium 5-4 36,85,10
nCO1 Control 5-4 7,118,56
nCO1 Lithium 5-4 25,178,104
CO1 Control 5-4 46,136,56
AO1 Control 5-4 2,100,18
nCO1 Control 5-4 43,186,72
AO1 Control 5-4 22,126,31
AO1 Lithium 5-4 48,46,15
AO1 Control 5-4 48,91,25
CO1 Control 5-4 43,122,47
AO1 Control 5-4 13,109,36
nCO1 Lithium 5-4 5,144,61
ACO1 Control 5-4 48,55,19
AO1 Lithium 5-4 50,39,5
ACO1 Lithium 5-4 45,67,37
nCO1 Lithium 5-4 35,10,0
AO1 Lithium 5-4 27,128,0
AO1 Control 5-4 35,99,28
ACO1 Lithium 5-4 41,78,27
AO1 Control 5-4 21,118,36
nCO1 Control 5-4 21,213,44
AO1 Lithium 5-4 47,57,23
AO1 Lithium 5-4 44,84,20
CO1 Control 5-4 20,130,83
nCO1 Control 5-4 19,159,72
ACO1 Control 5-4 37,76,22
nCO1 Control 5-4 37,218,63
ACO1 Control 5-4 16,94,9
CO1 Control 5-4 35,154,77
AO1 Lithium 5-4 23,69,0
CO1 Control 5-4 7,137,64
AO1 Control 5-4 18,44,5
ACO1 Control 5-4 5,44,15
CO1 Control 5-4 11,23,0
CO1 Lithium 5-4 33,190,95
nCO1 Lithium 5-4 27,171,71
CO1 Control 5-4 19,209,0
nCO1 Lithium 5-4 37,34,3
nCO1 Lithium 5-4 45,172,67
nCO1 Control 5-4 28,115,0
CO1 Control 5-4 44,125,59
AO1 Control 5-4 24,179,0
nCO1 Control 5-4 3,42,2
ACO1 Control 5-4 11,119,21
nCO1 Control 5-4 49,33,0
nCO1 Control 5-4 15,184,54
AO1 Control 5-4 46,163,7
nCO1 Lithium 5-4 12,151,97
ACO1 Lithium 5-4 33,61,27
AO1 Lithium 5-4 3,28,1
ACO1 Control 5-4 38,51,19
ACO1 Control 5-4 29,9,0
ACO1 Control 5-4 13,230,30
ACO1 Control 5-4 35,66,30
ACO1 Lithium 5-4 32,120,0
ACO1 Lithium 5-4 29,38,3
nCO1 Lithium 5-4 4,139,75
nCO1 Control 5-4 17,140,88
nCO1 Lithium 5-4 40,214,79
nCO1 Control 5-4 25,131,67
ACO1 Control 5-4 43,68,1
AO1 Lithium 5-4 22,39,17
AO1 Lithium 5-4 1,93,41
CO1 Lithium 5-4 22,116,55
ACO1 Lithium 5-4 46,97,18
