RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 27,166,49
CO1 Control 5-4 24,1441,0
CO1 Lithium 5-4 12,256,103
CO1 Lithium 5-4 5,168,92
ACO1 Lithium 5-4 2,41,1
ACO1 Lithium 5-4 19,127,35
CO1 Lithium 5-4 7,201,59
ACO1 Lithium 5-4 4,14,2
ACO1 Control 5-4 28,26,0
CO1 Control 5-4 26,198,105
CO1 Control 5-4 18,1456,0
AO1 Lithium 5-4 8,79,9
CO1 Lithium 5-4 4,278,0
ACO1 Control 5-4 45,810,0
CO1 Lithium 5-4 26,361,87
CO1 Control 5-4 6,354,44
ACO1 Control 5-4 27,88,9
CO1 Control 5-4 31,322,81
ACO1 Control 5-4 50,91,3
AO1 Control 5-4 14,233,18
CO1 Lithium 5-4 40,250,88
nCO1 Control 5-4 39,297,49
ACO1 Lithium 5-4 43,49,0
nCO1 Lithium 5-4 48,189,64
AO1 Lithium 5-4 42,242,49
ACO1 Control 5-4 32,104,35
nCO1 Lithium 5-4 2,415,118
nCO1 Control 5-4 29,165,63
AO1 Control 5-4 29,87,49
nCO1 Lithium 5-4 24,259,53
nCO1 Control 5-4 33,222,94
nCO1 Control 5-4 4,543,0
AO1 Lithium 5-4 21,82,14
CO1 Control 5-4 33,174,66
nCO1 Lithium 5-4 34,20,0
CO1 Control 5-4 8,130,60
AO1 Control 5-4 43,121,28
nCO1 Control 5-4 10,292,87
AO1 Lithium 5-4 35,125,2
CO1 Lithium 5-4 18,227,34
nCO1 Control 5-4 46,260,62
CO1 Control 5-4 50,293,46
AO1 Lithium 5-4 45,255,38
ACO1 Lithium 5-4 34,876,0
nCO1 Control 5-4 2,247,87
ACO1 Lithium 5-4 11,203,45
nCO1 Lithium 5-4 22,267,0
AO1 Lithium 5-4 7,116,49
AO1 Control 5-4 11,187,45
ACO1 Lithium 5-4 16,123,16
ACO1 Lithium 5-4 17,112,34
nCO1 Control 5-4 9,830,0
nCO1 Control 5-4 18,258,105
ACO1 Control 5-4 46,180,46
CO1 Lithium 5-4 30,271,89
ACO1 Lithium 5-4 31,46,11
ACO1 Control 5-4 24,79,16
CO1 Lithium 5-4 9,180,62
CO1 Lithium 5-4 25,344,90
AO1 Control 5-4 16,283,37
CO1 Lithium 5-4 3,171,89
ACO1 Lithium 5-4 30,704,0
ACO1 Lithium 5-4 39,51,10
ACO1 Lithium 5-4 49,230,0
ACO1 Control 5-4 31,263,92
CO1 Lithium 5-4 17,386,82
ACO1 Lithium 5-4 22,50,24
ACO1 Control 5-4 49,341,9
ACO1 Control 5-4 8,595,0
nCO1 Lithium 5-4 43,20,10
nCO1 Control 5-4 41,440,111
AO1 Lithium 5-4 49,55,8
AO1 Control 5-4 50,54,23
AO1 Lithium 5-4 5,41,2
nCO1 Control 5-4 20,237,85
nCO1 Control 5-4 5,140,80
ACO1 Control 5-4 12,183,5
nCO1 Lithium 5-4 47,238,61
AO1 Control 5-4 10,661,0
ACO1 Lithium 5-4 50,45,4
CO1 Control 5-4 36,364,76
ACO1 Control 5-4 3,121,10
nCO1 Lithium 5-4 39,192,63
ACO1 Lithium 5-4 47,349,0
nCO1 Control 5-4 26,308,0
CO1 Lithium 5-4 21,281,67
AO1 Control 5-4 45,119,29
nCO1 Control 5-4 23,340,100
CO1 Control 5-4 32,191,51
ACO1 Control 5-4 10,177,17
nCO1 Control 5-4 6,279,74
nCO1 Control 5-4 31,353,71
nCO1 Lithium 5-4 36,311,121
ACO1 Control 5-4 9,159,14
CO1 Lithium 5-4 15,198,125
AO1 Lithium 5-4 20,104,18
nCO1 Control 5-4 12,265,52
nCO1 Lithium 5-4 18,229,58
AO1 Control 5-4 20,112,5
nCO1 Lithium 5-4 26,244,97
CO1 Lithium 5-4 19,203,80
nCO1 Lithium 5-4 8,288,48
AO1 Control 5-4 40,95,11
CO1 Control 5-4 40,280,100
AO1 Lithium 5-4 17,115,13
nCO1 Lithium 5-4 44,282,101
CO1 Control 5-4 48,231,28
CO1 Control 5-4 27,180,62
CO1 Control 5-4 22,831,0
CO1 Control 5-4 13,212,66
AO1 Lithium 5-4 29,112,18
nCO1 Lithium 5-4 10,293,109
ACO1 Control 5-4 15,76,17
AO1 Control 5-4 1,143,12
AO1 Control 5-4 38,36,4
nCO1 Lithium 5-4 33,101,0
ACO1 Lithium 5-4 13,102,52
CO1 Lithium 5-4 16,488,0
ACO1 Control 5-4 23,331,67
AO1 Control 5-4 12,59,47
ACO1 Lithium 5-4 25,130,37
CO1 Control 5-4 10,268,71
nCO1 Lithium 5-4 31,233,56
AO1 Control 5-4 28,71,0
AO1 Lithium 5-4 24,28,12
ACO1 Control 5-4 30,368,0
nCO1 Lithium 5-4 20,371,119
ACO1 Control 5-4 14,372,1
nCO1 Control 5-4 27,180,51
CO1 Lithium 5-4 45,256,89
AO1 Control 5-4 8,138,40
CO1 Lithium 5-4 37,230,88
ACO1 Control 5-4 6,376,34
AO1 Control 5-4 15,147,35
ACO1 Control 5-4 4,304,0
CO1 Control 5-4 30,189,43
nCO1 Lithium 5-4 42,273,91
nCO1 Control 5-4 24,203,53
ACO1 Lithium 5-4 10,806,0
CO1 Lithium 5-4 36,385,30
AO1 Lithium 5-4 43,272,49
AO1 Control 5-4 30,122,18
AO1 Lithium 5-4 9,40,31
ACO1 Lithium 5-4 35,1417,0
CO1 Lithium 5-4 1,252,38
ACO1 Control 5-4 1,360,0
ACO1 Lithium 5-4 5,41,0
nCO1 Control 5-4 13,233,66
CO1 Control 5-4 42,188,81
CO1 Lithium 5-4 39,213,70
nCO1 Control 5-4 47,204,0
ACO1 Lithium 5-4 15,115,16
CO1 Lithium 5-4 48,207,101
CO1 Control 5-4 25,1109,0
ACO1 Lithium 5-4 7,40,0
ACO1 Lithium 5-4 24,156,15
ACO1 Lithium 5-4 21,131,4
nCO1 Lithium 5-4 21,249,56
CO1 Control 5-4 9,227,79
nCO1 Control 5-4 1,373,0
CO1 Lithium 5-4 24,337,69
CO1 Lithium 5-4 31,230,95
ACO1 Control 5-4 7,54,23
nCO1 Lithium 5-4 3,107,4
CO1 Control 5-4 47,347,66
CO1 Control 5-4 16,367,60
CO1 Lithium 5-4 10,217,86
nCO1 Lithium 5-4 1,384,80
CO1 Control 5-4 38,353,75
ACO1 Control 5-4 19,323,24
CO1 Lithium 5-4 49,813,0
nCO1 Lithium 5-4 14,282,70
nCO1 Control 5-4 40,131,74
AO1 Lithium 5-4 2,92,2
AO1 Lithium 5-4 10,98,30
CO1 Lithium 5-4 44,230,87
ACO1 Lithium 5-4 44,175,80
nCO1 Control 5-4 35,360,23
CO1 Control 5-4 39,281,64
AO1 Lithium 5-4 13,75,0
ACO1 Control 5-4 20,133,17
nCO1 Control 5-4 32,221,76
CO1 Control 5-4 17,249,86
AO1 Lithium 5-4 25,84,0
CO1 Lithium 5-4 29,308,102
AO1 Control 5-4 34,192,55
AO1 Control 5-4 3,93,39
ACO1 Lithium 5-4 28,620,0
CO1 Control 5-4 23,1337,0
CO1 Lithium 5-4 41,394,106
ACO1 Lithium 5-4 37,44,0
ACO1 Lithium 5-4 18,83,19
AO1 Lithium 5-4 18,63,4
ACO1 Control 5-4 2,237,30
AO1 Lithium 5-4 38,102,25
AO1 Lithium 5-4 19,593,0
nCO1 Lithium 5-4 38,272,84
AO1 Lithium 5-4 32,1056,0
AO1 Lithium 5-4 26,128,21
ACO1 Control 5-4 44,111,48
nCO1 Control 5-4 42,428,79
CO1 Control 5-4 4,170,39
AO1 Control 5-4 23,279,0
CO1 Lithium 5-4 27,245,88
AO1 Lithium 5-4 36,203,10
nCO1 Control 5-4 7,238,56
nCO1 Lithium 5-4 25,300,104
CO1 Control 5-4 46,234,56
AO1 Control 5-4 2,167,18
nCO1 Control 5-4 43,406,72
AO1 Control 5-4 22,330,31
AO1 Lithium 5-4 48,97,15
AO1 Control 5-4 48,173,25
CO1 Control 5-4 43,211,47
AO1 Control 5-4 13,171,36
nCO1 Lithium 5-4 5,272,61
ACO1 Control 5-4 48,75,19
AO1 Lithium 5-4 50,91,5
ACO1 Lithium 5-4 45,96,37
nCO1 Lithium 5-4 35,26,0
AO1 Lithium 5-4 27,553,0
AO1 Control 5-4 35,177,28
ACO1 Lithium 5-4 41,193,27
AO1 Control 5-4 21,189,36
nCO1 Control 5-4 21,273,44
AO1 Lithium 5-4 47,94,23
AO1 Lithium 5-4 44,199,20
CO1 Control 5-4 20,256,83
nCO1 Control 5-4 19,233,72
ACO1 Control 5-4 37,130,22
nCO1 Control 5-4 37,282,63
ACO1 Control 5-4 16,118,9
CO1 Control 5-4 35,295,77
AO1 Lithium 5-4 23,159,0
CO1 Control 5-4 7,241,64
AO1 Control 5-4 18,95,5
ACO1 Control 5-4 5,94,15
CO1 Control 5-4 11,528,0
CO1 Lithium 5-4 33,272,95
nCO1 Lithium 5-4 27,217,71
CO1 Control 5-4 19,1250,0
nCO1 Lithium 5-4 37,66,3
nCO1 Lithium 5-4 45,369,67
nCO1 Control 5-4 28,185,0
CO1 Control 5-4 44,218,59
AO1 Control 5-4 24,530,0
nCO1 Control 5-4 3,314,2
ACO1 Control 5-4 11,170,21
nCO1 Control 5-4 49,36,0
nCO1 Control 5-4 15,270,54
AO1 Control 5-4 46,289,7
nCO1 Lithium 5-4 12,237,97
ACO1 Lithium 5-4 33,121,27
AO1 Lithium 5-4 3,54,1
ACO1 Control 5-4 38,113,19
ACO1 Control 5-4 29,33,0
ACO1 Control 5-4 13,303,30
ACO1 Control 5-4 35,240,30
ACO1 Lithium 5-4 32,875,0
ACO1 Lithium 5-4 29,98,3
nCO1 Lithium 5-4 4,222,75
nCO1 Control 5-4 17,377,88
nCO1 Lithium 5-4 40,322,79
nCO1 Control 5-4 25,233,67
ACO1 Control 5-4 43,140,1
AO1 Lithium 5-4 22,160,17
AO1 Lithium 5-4 1,185,41
CO1 Lithium 5-4 22,288,55
ACO1 Lithium 5-4 46,188,18
