RootImage,BotSum,HumanSum
AO1 Lithium 5-4 21,13,14
CO1 Control 5-4 33,106,66
nCO1 Lithium 5-4 34,1,0
CO1 Control 5-4 8,35,60
AO1 Control 5-4 43,20,28
nCO1 Control 5-4 10,78,87
AO1 Lithium 5-4 35,3,2
CO1 Lithium 5-4 18,31,34
nCO1 Control 5-4 46,112,62
CO1 Control 5-4 50,51,46
AO1 Lithium 5-4 45,59,38
ACO1 Lithium 5-4 34,15,0
nCO1 Control 5-4 2,86,87
ACO1 Lithium 5-4 11,49,45
nCO1 Lithium 5-4 22,18,0
AO1 Lithium 5-4 7,29,49
AO1 Control 5-4 11,31,45
ACO1 Lithium 5-4 16,9,16
ACO1 Lithium 5-4 17,27,34
nCO1 Control 5-4 9,10,0
nCO1 Control 5-4 18,92,105
ACO1 Control 5-4 46,40,46
CO1 Lithium 5-4 30,69,89
ACO1 Lithium 5-4 31,15,11
ACO1 Control 5-4 24,7,16
CO1 Lithium 5-4 9,60,62
CO1 Lithium 5-4 25,65,90
AO1 Control 5-4 16,43,37
CO1 Lithium 5-4 3,87,89
ACO1 Lithium 5-4 30,0,0
ACO1 Lithium 5-4 39,7,10
ACO1 Lithium 5-4 49,10,0
ACO1 Control 5-4 31,61,92
CO1 Lithium 5-4 17,62,82
ACO1 Lithium 5-4 22,24,24
ACO1 Control 5-4 49,93,9
ACO1 Control 5-4 8,10,0
nCO1 Lithium 5-4 43,1,10
nCO1 Control 5-4 41,145,111
AO1 Lithium 5-4 49,14,8
AO1 Control 5-4 50,25,23
AO1 Lithium 5-4 5,8,2
nCO1 Control 5-4 20,77,85
nCO1 Control 5-4 5,77,80
ACO1 Control 5-4 12,4,5
nCO1 Lithium 5-4 47,53,61
AO1 Control 5-4 10,14,0
ACO1 Lithium 5-4 50,4,4
CO1 Control 5-4 36,72,76
ACO1 Control 5-4 3,32,10
nCO1 Lithium 5-4 39,43,63
ACO1 Lithium 5-4 47,0,0
nCO1 Control 5-4 26,5,0
CO1 Lithium 5-4 21,125,67
AO1 Control 5-4 45,12,29
nCO1 Control 5-4 23,94,100
CO1 Control 5-4 32,62,51
ACO1 Control 5-4 10,26,17
nCO1 Control 5-4 6,58,74
nCO1 Control 5-4 31,80,71
nCO1 Lithium 5-4 36,111,121
ACO1 Control 5-4 9,24,14
CO1 Lithium 5-4 15,113,125
AO1 Lithium 5-4 20,5,18
nCO1 Control 5-4 12,54,52
nCO1 Lithium 5-4 18,41,58
AO1 Control 5-4 20,31,5
nCO1 Lithium 5-4 26,118,97
CO1 Lithium 5-4 19,52,80
nCO1 Lithium 5-4 8,106,48
AO1 Control 5-4 40,12,11
CO1 Control 5-4 40,96,100
AO1 Lithium 5-4 17,8,13
nCO1 Lithium 5-4 44,81,101
CO1 Control 5-4 48,42,28
CO1 Control 5-4 27,47,62
CO1 Control 5-4 22,34,0
CO1 Control 5-4 13,56,66
AO1 Lithium 5-4 29,36,18
nCO1 Lithium 5-4 10,107,109
ACO1 Control 5-4 15,19,17
AO1 Control 5-4 1,33,12
AO1 Control 5-4 38,6,4
nCO1 Lithium 5-4 33,3,0
ACO1 Lithium 5-4 13,29,52
CO1 Lithium 5-4 16,120,0
ACO1 Control 5-4 23,68,67
AO1 Control 5-4 12,26,47
ACO1 Lithium 5-4 25,56,37
CO1 Control 5-4 10,85,71
nCO1 Lithium 5-4 31,55,56
AO1 Control 5-4 28,13,0
AO1 Lithium 5-4 24,7,12
ACO1 Control 5-4 30,0,0
nCO1 Lithium 5-4 20,81,119
ACO1 Control 5-4 14,69,1
nCO1 Control 5-4 27,68,51
CO1 Lithium 5-4 45,65,89
AO1 Control 5-4 8,45,40
CO1 Lithium 5-4 37,90,88
ACO1 Control 5-4 6,78,34
AO1 Control 5-4 15,40,35
ACO1 Control 5-4 4,14,0
CO1 Control 5-4 30,59,43
nCO1 Lithium 5-4 42,75,91
nCO1 Control 5-4 24,54,53
ACO1 Lithium 5-4 10,13,0
CO1 Lithium 5-4 36,122,30
AO1 Lithium 5-4 43,70,49
AO1 Control 5-4 30,13,18
AO1 Lithium 5-4 9,21,31
ACO1 Lithium 5-4 35,174,0
CO1 Lithium 5-4 1,56,38
ACO1 Control 5-4 1,111,0
ACO1 Lithium 5-4 5,13,0
nCO1 Control 5-4 13,51,66
CO1 Control 5-4 42,39,81
CO1 Lithium 5-4 39,49,70
nCO1 Control 5-4 47,22,0
ACO1 Lithium 5-4 15,6,16
CO1 Lithium 5-4 48,76,101
CO1 Control 5-4 25,142,0
ACO1 Lithium 5-4 7,16,0
ACO1 Lithium 5-4 24,7,15
ACO1 Lithium 5-4 21,23,4
nCO1 Lithium 5-4 21,54,56
CO1 Control 5-4 9,101,79
nCO1 Control 5-4 1,0,0
CO1 Lithium 5-4 24,71,69
CO1 Lithium 5-4 31,83,95
ACO1 Control 5-4 7,19,23
nCO1 Lithium 5-4 3,19,4
CO1 Control 5-4 47,93,66
CO1 Control 5-4 16,116,60
CO1 Lithium 5-4 10,77,86
nCO1 Lithium 5-4 1,124,80
CO1 Control 5-4 38,72,75
ACO1 Control 5-4 19,48,24
CO1 Lithium 5-4 49,16,0
nCO1 Lithium 5-4 14,63,70
nCO1 Control 5-4 40,67,74
AO1 Lithium 5-4 2,11,2
AO1 Lithium 5-4 10,29,30
CO1 Lithium 5-4 44,86,87
ACO1 Lithium 5-4 44,86,80
nCO1 Control 5-4 35,126,23
CO1 Control 5-4 39,38,64
AO1 Lithium 5-4 13,31,0
ACO1 Control 5-4 20,23,17
nCO1 Control 5-4 32,85,76
CO1 Control 5-4 17,75,86
AO1 Lithium 5-4 25,31,0
CO1 Lithium 5-4 29,89,102
AO1 Control 5-4 34,54,55
AO1 Control 5-4 3,52,39
ACO1 Lithium 5-4 28,15,0
CO1 Control 5-4 23,135,0
CO1 Lithium 5-4 41,102,106
ACO1 Lithium 5-4 37,5,0
ACO1 Lithium 5-4 18,15,19
AO1 Lithium 5-4 18,9,4
ACO1 Control 5-4 2,39,30
AO1 Lithium 5-4 38,20,25
AO1 Lithium 5-4 19,24,0
nCO1 Lithium 5-4 38,47,84
AO1 Lithium 5-4 32,24,0
AO1 Lithium 5-4 26,43,21
ACO1 Control 5-4 44,48,48
nCO1 Control 5-4 42,88,79
CO1 Control 5-4 4,34,39
AO1 Control 5-4 23,24,0
CO1 Lithium 5-4 27,85,88
AO1 Lithium 5-4 36,39,10
nCO1 Control 5-4 7,67,56
nCO1 Lithium 5-4 25,105,104
CO1 Control 5-4 46,57,56
AO1 Control 5-4 2,59,18
nCO1 Control 5-4 43,124,72
AO1 Control 5-4 22,79,31
AO1 Lithium 5-4 48,9,15
AO1 Control 5-4 48,54,25
CO1 Control 5-4 43,55,47
AO1 Control 5-4 13,37,36
nCO1 Lithium 5-4 5,36,61
ACO1 Control 5-4 48,21,19
AO1 Lithium 5-4 50,8,5
ACO1 Lithium 5-4 45,44,37
nCO1 Lithium 5-4 35,24,0
AO1 Lithium 5-4 27,34,0
AO1 Control 5-4 35,25,28
ACO1 Lithium 5-4 41,27,27
AO1 Control 5-4 21,55,36
nCO1 Control 5-4 21,101,44
AO1 Lithium 5-4 47,24,23
AO1 Lithium 5-4 44,22,20
CO1 Control 5-4 20,87,83
nCO1 Control 5-4 19,66,72
ACO1 Control 5-4 37,30,22
nCO1 Control 5-4 37,82,63
ACO1 Control 5-4 16,13,9
CO1 Control 5-4 35,81,77
AO1 Lithium 5-4 23,12,0
CO1 Control 5-4 7,60,64
AO1 Control 5-4 18,5,5
ACO1 Control 5-4 5,13,15
CO1 Control 5-4 11,11,0
CO1 Lithium 5-4 33,83,95
nCO1 Lithium 5-4 27,82,71
CO1 Control 5-4 19,60,0
nCO1 Lithium 5-4 37,4,3
nCO1 Lithium 5-4 45,60,67
nCO1 Control 5-4 28,19,0
CO1 Control 5-4 44,58,59
AO1 Control 5-4 24,68,0
nCO1 Control 5-4 3,9,2
ACO1 Control 5-4 11,27,21
nCO1 Control 5-4 49,2,0
nCO1 Control 5-4 15,58,54
AO1 Control 5-4 46,40,7
nCO1 Lithium 5-4 12,52,97
ACO1 Lithium 5-4 33,26,27
AO1 Lithium 5-4 3,23,1
ACO1 Control 5-4 38,17,19
ACO1 Control 5-4 29,9,0
ACO1 Control 5-4 13,86,30
ACO1 Control 5-4 35,28,30
ACO1 Lithium 5-4 32,111,0
ACO1 Lithium 5-4 29,18,3
nCO1 Lithium 5-4 4,84,75
nCO1 Control 5-4 17,59,88
nCO1 Lithium 5-4 40,102,79
nCO1 Control 5-4 25,55,67
ACO1 Control 5-4 43,8,1
AO1 Lithium 5-4 22,11,17
AO1 Lithium 5-4 1,30,41
CO1 Lithium 5-4 22,52,55
ACO1 Lithium 5-4 46,13,18
