RootImage,BotSum,HumanSum
ACO1 Control 5-4 1,228,0
ACO1 Lithium 5-4 5,22,0
nCO1 Control 5-4 13,168,66
CO1 Control 5-4 42,93,81
CO1 Lithium 5-4 39,155,70
nCO1 Control 5-4 47,202,0
ACO1 Lithium 5-4 15,73,16
CO1 Lithium 5-4 48,145,101
CO1 Control 5-4 25,305,0
ACO1 Lithium 5-4 7,10,0
ACO1 Lithium 5-4 24,144,15
ACO1 Lithium 5-4 21,36,4
nCO1 Lithium 5-4 21,161,56
CO1 Control 5-4 9,164,79
nCO1 Control 5-4 1,142,0
CO1 Lithium 5-4 24,150,69
CO1 Lithium 5-4 31,178,95
ACO1 Control 5-4 7,47,23
nCO1 Lithium 5-4 3,64,4
CO1 Control 5-4 47,175,66
CO1 Control 5-4 16,227,60
CO1 Lithium 5-4 10,155,86
nCO1 Lithium 5-4 1,234,80
CO1 Control 5-4 38,224,75
ACO1 Control 5-4 19,195,24
CO1 Lithium 5-4 49,251,0
nCO1 Lithium 5-4 14,193,70
nCO1 Control 5-4 40,98,74
AO1 Lithium 5-4 2,56,2
AO1 Lithium 5-4 10,70,30
CO1 Lithium 5-4 44,135,87
ACO1 Lithium 5-4 44,133,80
nCO1 Control 5-4 35,281,23
CO1 Control 5-4 39,138,64
AO1 Lithium 5-4 13,27,0
ACO1 Control 5-4 20,83,17
nCO1 Control 5-4 32,138,76
CO1 Control 5-4 17,128,86
AO1 Lithium 5-4 25,31,0
CO1 Lithium 5-4 29,168,102
AO1 Control 5-4 34,133,55
AO1 Control 5-4 3,61,39
ACO1 Lithium 5-4 28,225,0
CO1 Control 5-4 23,445,0
CO1 Lithium 5-4 41,235,106
ACO1 Lithium 5-4 37,27,0
ACO1 Lithium 5-4 18,34,19
AO1 Lithium 5-4 18,45,4
ACO1 Control 5-4 2,171,30
AO1 Lithium 5-4 38,72,25
AO1 Lithium 5-4 19,69,0
nCO1 Lithium 5-4 38,173,84
AO1 Lithium 5-4 32,60,0
AO1 Lithium 5-4 26,73,21
ACO1 Control 5-4 44,66,48
nCO1 Control 5-4 42,252,79
CO1 Control 5-4 4,75,39
AO1 Control 5-4 23,140,0
CO1 Lithium 5-4 27,159,88
AO1 Lithium 5-4 36,117,10
nCO1 Control 5-4 7,134,56
nCO1 Lithium 5-4 25,176,104
CO1 Control 5-4 46,136,56
AO1 Control 5-4 2,100,18
nCO1 Control 5-4 43,214,72
AO1 Control 5-4 22,120,31
AO1 Lithium 5-4 48,34,15
AO1 Control 5-4 48,105,25
CO1 Control 5-4 43,108,47
AO1 Control 5-4 13,126,36
nCO1 Lithium 5-4 5,169,61
ACO1 Control 5-4 48,36,19
AO1 Lithium 5-4 50,38,5
ACO1 Lithium 5-4 45,77,37
nCO1 Lithium 5-4 35,35,0
AO1 Lithium 5-4 27,170,0
AO1 Control 5-4 35,126,28
ACO1 Lithium 5-4 41,59,27
AO1 Control 5-4 21,96,36
nCO1 Control 5-4 21,168,44
AO1 Lithium 5-4 47,64,23
AO1 Lithium 5-4 44,87,20
CO1 Control 5-4 20,116,83
nCO1 Control 5-4 19,137,72
ACO1 Control 5-4 37,67,22
nCO1 Control 5-4 37,188,63
ACO1 Control 5-4 16,84,9
CO1 Control 5-4 35,161,77
AO1 Lithium 5-4 23,180,0
CO1 Control 5-4 7,112,64
AO1 Control 5-4 18,35,5
ACO1 Control 5-4 5,53,15
CO1 Control 5-4 11,90,0
CO1 Lithium 5-4 33,201,95
nCO1 Lithium 5-4 27,184,71
CO1 Control 5-4 19,311,0
nCO1 Lithium 5-4 37,30,3
nCO1 Lithium 5-4 45,210,67
nCO1 Control 5-4 28,177,0
CO1 Control 5-4 44,130,59
AO1 Control 5-4 24,216,0
nCO1 Control 5-4 3,93,2
ACO1 Control 5-4 11,88,21
nCO1 Control 5-4 49,14,0
nCO1 Control 5-4 15,197,54
AO1 Control 5-4 46,174,7
nCO1 Lithium 5-4 12,177,97
ACO1 Lithium 5-4 33,72,27
AO1 Lithium 5-4 3,38,1
ACO1 Control 5-4 38,71,19
ACO1 Control 5-4 29,33,0
ACO1 Control 5-4 13,207,30
ACO1 Control 5-4 35,82,30
ACO1 Lithium 5-4 32,423,0
ACO1 Lithium 5-4 29,74,3
nCO1 Lithium 5-4 4,151,75
nCO1 Control 5-4 17,164,88
nCO1 Lithium 5-4 40,217,79
nCO1 Control 5-4 25,140,67
ACO1 Control 5-4 43,54,1
AO1 Lithium 5-4 22,108,17
AO1 Lithium 5-4 1,103,41
CO1 Lithium 5-4 22,127,55
ACO1 Lithium 5-4 46,114,18
