RootImage,BotSum,HumanSum
AO1 Control 5-4 50,48,23
AO1 Lithium 5-4 5,24,2
nCO1 Control 5-4 20,209,85
nCO1 Control 5-4 5,172,80
ACO1 Control 5-4 12,137,5
nCO1 Lithium 5-4 47,155,61
AO1 Control 5-4 10,52,0
ACO1 Lithium 5-4 50,38,4
CO1 Control 5-4 36,302,76
ACO1 Control 5-4 3,139,10
nCO1 Lithium 5-4 39,175,63
ACO1 Lithium 5-4 47,414,0
nCO1 Control 5-4 26,250,0
CO1 Lithium 5-4 21,276,67
AO1 Control 5-4 45,98,29
nCO1 Control 5-4 23,288,100
CO1 Control 5-4 32,172,51
ACO1 Control 5-4 10,162,17
nCO1 Control 5-4 6,239,74
nCO1 Control 5-4 31,327,71
nCO1 Lithium 5-4 36,250,121
ACO1 Control 5-4 9,195,14
CO1 Lithium 5-4 15,198,125
AO1 Lithium 5-4 20,53,18
nCO1 Control 5-4 12,219,52
nCO1 Lithium 5-4 18,178,58
AO1 Control 5-4 20,85,5
nCO1 Lithium 5-4 26,224,97
CO1 Lithium 5-4 19,179,80
nCO1 Lithium 5-4 8,266,48
AO1 Control 5-4 40,74,11
CO1 Control 5-4 40,246,100
AO1 Lithium 5-4 17,114,13
nCO1 Lithium 5-4 44,228,101
CO1 Control 5-4 48,166,28
CO1 Control 5-4 27,168,62
CO1 Control 5-4 22,469,0
CO1 Control 5-4 13,179,66
AO1 Lithium 5-4 29,93,18
nCO1 Lithium 5-4 10,252,109
ACO1 Control 5-4 15,61,17
AO1 Control 5-4 1,151,12
AO1 Control 5-4 38,42,4
nCO1 Lithium 5-4 33,94,0
ACO1 Lithium 5-4 13,100,52
CO1 Lithium 5-4 16,404,0
ACO1 Control 5-4 23,277,67
AO1 Control 5-4 12,63,47
ACO1 Lithium 5-4 25,147,37
CO1 Control 5-4 10,278,71
nCO1 Lithium 5-4 31,155,56
AO1 Control 5-4 28,66,0
AO1 Lithium 5-4 24,30,12
ACO1 Control 5-4 30,75,0
nCO1 Lithium 5-4 20,287,119
ACO1 Control 5-4 14,310,1
nCO1 Control 5-4 27,179,51
CO1 Lithium 5-4 45,221,89
AO1 Control 5-4 8,151,40
CO1 Lithium 5-4 37,233,88
ACO1 Control 5-4 6,383,34
AO1 Control 5-4 15,150,35
ACO1 Control 5-4 4,201,0
CO1 Control 5-4 30,181,43
nCO1 Lithium 5-4 42,188,91
nCO1 Control 5-4 24,192,53
ACO1 Lithium 5-4 10,93,0
CO1 Lithium 5-4 36,360,30
AO1 Lithium 5-4 43,240,49
AO1 Control 5-4 30,115,18
AO1 Lithium 5-4 9,42,31
ACO1 Lithium 5-4 35,829,0
CO1 Lithium 5-4 1,243,38
ACO1 Control 5-4 1,234,0
ACO1 Lithium 5-4 5,46,0
nCO1 Control 5-4 13,212,66
CO1 Control 5-4 42,166,81
CO1 Lithium 5-4 39,230,70
nCO1 Control 5-4 47,220,0
ACO1 Lithium 5-4 15,120,16
CO1 Lithium 5-4 48,172,101
CO1 Control 5-4 25,520,0
ACO1 Lithium 5-4 7,47,0
ACO1 Lithium 5-4 24,166,15
ACO1 Lithium 5-4 21,116,4
nCO1 Lithium 5-4 21,212,56
CO1 Control 5-4 9,208,79
nCO1 Control 5-4 1,251,0
CO1 Lithium 5-4 24,201,69
CO1 Lithium 5-4 31,218,95
ACO1 Control 5-4 7,67,23
nCO1 Lithium 5-4 3,83,4
CO1 Control 5-4 47,292,66
CO1 Control 5-4 16,300,60
CO1 Lithium 5-4 10,211,86
nCO1 Lithium 5-4 1,352,80
CO1 Control 5-4 38,286,75
ACO1 Control 5-4 19,281,24
CO1 Lithium 5-4 49,232,0
nCO1 Lithium 5-4 14,215,70
nCO1 Control 5-4 40,169,74
AO1 Lithium 5-4 2,103,2
AO1 Lithium 5-4 10,93,30
CO1 Lithium 5-4 44,263,87
ACO1 Lithium 5-4 44,147,80
nCO1 Control 5-4 35,377,23
CO1 Control 5-4 39,202,64
AO1 Lithium 5-4 13,49,0
ACO1 Control 5-4 20,130,17
nCO1 Control 5-4 32,243,76
CO1 Control 5-4 17,198,86
AO1 Lithium 5-4 25,34,0
CO1 Lithium 5-4 29,271,102
AO1 Control 5-4 34,188,55
AO1 Control 5-4 3,106,39
ACO1 Lithium 5-4 28,570,0
CO1 Control 5-4 23,574,0
CO1 Lithium 5-4 41,352,106
ACO1 Lithium 5-4 37,33,0
ACO1 Lithium 5-4 18,60,19
AO1 Lithium 5-4 18,67,4
ACO1 Control 5-4 2,203,30
AO1 Lithium 5-4 38,86,25
AO1 Lithium 5-4 19,55,0
nCO1 Lithium 5-4 38,198,84
AO1 Lithium 5-4 32,124,0
AO1 Lithium 5-4 26,121,21
ACO1 Control 5-4 44,116,48
nCO1 Control 5-4 42,421,79
CO1 Control 5-4 4,139,39
AO1 Control 5-4 23,147,0
CO1 Lithium 5-4 27,206,88
AO1 Lithium 5-4 36,189,10
nCO1 Control 5-4 7,210,56
nCO1 Lithium 5-4 25,292,104
CO1 Control 5-4 46,234,56
AO1 Control 5-4 2,182,18
nCO1 Control 5-4 43,389,72
AO1 Control 5-4 22,234,31
AO1 Lithium 5-4 48,73,15
AO1 Control 5-4 48,152,25
CO1 Control 5-4 43,188,47
AO1 Control 5-4 13,149,36
nCO1 Lithium 5-4 5,252,61
ACO1 Control 5-4 48,57,19
AO1 Lithium 5-4 50,74,5
ACO1 Lithium 5-4 45,81,37
nCO1 Lithium 5-4 35,56,0
AO1 Lithium 5-4 27,170,0
AO1 Control 5-4 35,166,28
ACO1 Lithium 5-4 41,140,27
AO1 Control 5-4 21,181,36
nCO1 Control 5-4 21,277,44
AO1 Lithium 5-4 47,77,23
AO1 Lithium 5-4 44,188,20
CO1 Control 5-4 20,175,83
nCO1 Control 5-4 19,217,72
ACO1 Control 5-4 37,129,22
nCO1 Control 5-4 37,296,63
ACO1 Control 5-4 16,94,9
CO1 Control 5-4 35,275,77
AO1 Lithium 5-4 23,189,0
CO1 Control 5-4 7,204,64
AO1 Control 5-4 18,72,5
ACO1 Control 5-4 5,81,15
CO1 Control 5-4 11,218,0
CO1 Lithium 5-4 33,236,95
nCO1 Lithium 5-4 27,216,71
CO1 Control 5-4 19,885,0
nCO1 Lithium 5-4 37,47,3
nCO1 Lithium 5-4 45,312,67
nCO1 Control 5-4 28,178,0
CO1 Control 5-4 44,206,59
AO1 Control 5-4 24,262,0
nCO1 Control 5-4 3,95,2
ACO1 Control 5-4 11,125,21
nCO1 Control 5-4 49,21,0
nCO1 Control 5-4 15,246,54
AO1 Control 5-4 46,260,7
nCO1 Lithium 5-4 12,185,97
ACO1 Lithium 5-4 33,89,27
AO1 Lithium 5-4 3,55,1
ACO1 Control 5-4 38,109,19
ACO1 Control 5-4 29,32,0
ACO1 Control 5-4 13,267,30
ACO1 Control 5-4 35,188,30
ACO1 Lithium 5-4 32,512,0
ACO1 Lithium 5-4 29,102,3
nCO1 Lithium 5-4 4,223,75
nCO1 Control 5-4 17,266,88
nCO1 Lithium 5-4 40,249,79
nCO1 Control 5-4 25,208,67
ACO1 Control 5-4 43,128,1
AO1 Lithium 5-4 22,184,17
AO1 Lithium 5-4 1,193,41
CO1 Lithium 5-4 22,205,55
ACO1 Lithium 5-4 46,181,18
