RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 36,20,26
nCO1 Control 5-4 50,26,45
CO1 Control 5-4 1,4,0
AO1 Control 5-4 32,2,11
AO1 Control 5-4 5,7,9
AO1 Lithium 5-4 31,2,19
nCO1 Control 5-4 11,88,114
nCO1 Lithium 5-4 30,3,5
AO1 Lithium 5-4 11,8,13
nCO1 Lithium 5-4 28,40,84
CO1 Lithium 5-4 2,82,86
CO1 Lithium 5-4 6,0,0
nCO1 Lithium 5-4 29,64,92
CO1 Lithium 5-4 11,46,79
ACO1 Lithium 5-4 27,31,49
CO1 Control 5-4 24,0,0
CO1 Lithium 5-4 12,64,103
CO1 Lithium 5-4 5,56,92
ACO1 Lithium 5-4 2,1,1
ACO1 Lithium 5-4 19,13,35
CO1 Lithium 5-4 7,26,59
ACO1 Lithium 5-4 4,0,2
ACO1 Control 5-4 28,0,0
CO1 Control 5-4 26,27,105
CO1 Control 5-4 18,0,0
AO1 Lithium 5-4 8,5,9
CO1 Lithium 5-4 4,0,0
ACO1 Control 5-4 45,15,0
CO1 Lithium 5-4 26,39,87
CO1 Control 5-4 6,18,44
ACO1 Control 5-4 27,0,9
CO1 Control 5-4 31,37,81
ACO1 Control 5-4 50,15,3
AO1 Control 5-4 14,6,18
CO1 Lithium 5-4 40,28,88
nCO1 Control 5-4 39,17,49
ACO1 Lithium 5-4 43,0,0
nCO1 Lithium 5-4 48,20,64
AO1 Lithium 5-4 42,17,49
ACO1 Control 5-4 32,7,35
nCO1 Lithium 5-4 2,44,118
nCO1 Control 5-4 29,31,63
AO1 Control 5-4 29,3,49
nCO1 Lithium 5-4 24,46,53
nCO1 Control 5-4 33,46,94
nCO1 Control 5-4 4,0,0
AO1 Lithium 5-4 21,5,14
CO1 Control 5-4 33,23,66
nCO1 Lithium 5-4 34,1,0
CO1 Control 5-4 8,3,60
AO1 Control 5-4 43,7,28
nCO1 Control 5-4 10,41,87
AO1 Lithium 5-4 35,2,2
CO1 Lithium 5-4 18,5,34
nCO1 Control 5-4 46,34,62
CO1 Control 5-4 50,19,46
AO1 Lithium 5-4 45,39,38
ACO1 Lithium 5-4 34,0,0
nCO1 Control 5-4 2,44,87
ACO1 Lithium 5-4 11,4,45
nCO1 Lithium 5-4 22,24,0
AO1 Lithium 5-4 7,11,49
AO1 Control 5-4 11,11,45
ACO1 Lithium 5-4 16,1,16
ACO1 Lithium 5-4 17,8,34
nCO1 Control 5-4 9,1,0
nCO1 Control 5-4 18,51,105
ACO1 Control 5-4 46,14,46
CO1 Lithium 5-4 30,30,89
ACO1 Lithium 5-4 31,2,11
ACO1 Control 5-4 24,5,16
CO1 Lithium 5-4 9,33,62
CO1 Lithium 5-4 25,48,90
AO1 Control 5-4 16,4,37
CO1 Lithium 5-4 3,54,89
ACO1 Lithium 5-4 30,0,0
ACO1 Lithium 5-4 39,2,10
ACO1 Lithium 5-4 49,1,0
ACO1 Control 5-4 31,60,92
CO1 Lithium 5-4 17,32,82
ACO1 Lithium 5-4 22,9,24
ACO1 Control 5-4 49,3,9
ACO1 Control 5-4 8,0,0
nCO1 Lithium 5-4 43,0,10
nCO1 Control 5-4 41,98,111
AO1 Lithium 5-4 49,6,8
AO1 Control 5-4 50,2,23
AO1 Lithium 5-4 5,0,2
nCO1 Control 5-4 20,60,85
nCO1 Control 5-4 5,39,80
ACO1 Control 5-4 12,2,5
nCO1 Lithium 5-4 47,15,61
AO1 Control 5-4 10,15,0
ACO1 Lithium 5-4 50,0,4
CO1 Control 5-4 36,26,76
ACO1 Control 5-4 3,0,10
nCO1 Lithium 5-4 39,11,63
ACO1 Lithium 5-4 47,0,0
nCO1 Control 5-4 26,1,0
CO1 Lithium 5-4 21,85,67
AO1 Control 5-4 45,7,29
nCO1 Control 5-4 23,47,100
CO1 Control 5-4 32,8,51
ACO1 Control 5-4 10,8,17
nCO1 Control 5-4 6,20,74
nCO1 Control 5-4 31,31,71
nCO1 Lithium 5-4 36,83,121
ACO1 Control 5-4 9,2,14
CO1 Lithium 5-4 15,79,125
AO1 Lithium 5-4 20,1,18
nCO1 Control 5-4 12,26,52
nCO1 Lithium 5-4 18,10,58
AO1 Control 5-4 20,0,5
nCO1 Lithium 5-4 26,70,97
CO1 Lithium 5-4 19,37,80
nCO1 Lithium 5-4 8,32,48
AO1 Control 5-4 40,0,11
CO1 Control 5-4 40,72,100
AO1 Lithium 5-4 17,0,13
nCO1 Lithium 5-4 44,59,101
CO1 Control 5-4 48,4,28
CO1 Control 5-4 27,9,62
CO1 Control 5-4 22,11,0
CO1 Control 5-4 13,33,66
AO1 Lithium 5-4 29,0,18
nCO1 Lithium 5-4 10,70,109
ACO1 Control 5-4 15,7,17
AO1 Control 5-4 1,16,12
AO1 Control 5-4 38,1,4
nCO1 Lithium 5-4 33,0,0
ACO1 Lithium 5-4 13,17,52
CO1 Lithium 5-4 16,0,0
ACO1 Control 5-4 23,16,67
AO1 Control 5-4 12,9,47
ACO1 Lithium 5-4 25,25,37
CO1 Control 5-4 10,15,71
nCO1 Lithium 5-4 31,29,56
AO1 Control 5-4 28,6,0
AO1 Lithium 5-4 24,2,12
ACO1 Control 5-4 30,0,0
nCO1 Lithium 5-4 20,79,119
ACO1 Control 5-4 14,5,1
nCO1 Control 5-4 27,17,51
CO1 Lithium 5-4 45,28,89
AO1 Control 5-4 8,15,40
CO1 Lithium 5-4 37,68,88
ACO1 Control 5-4 6,19,34
AO1 Control 5-4 15,5,35
ACO1 Control 5-4 4,0,0
CO1 Control 5-4 30,18,43
nCO1 Lithium 5-4 42,49,91
nCO1 Control 5-4 24,4,53
ACO1 Lithium 5-4 10,14,0
CO1 Lithium 5-4 36,47,30
AO1 Lithium 5-4 43,36,49
AO1 Control 5-4 30,5,18
AO1 Lithium 5-4 9,3,31
ACO1 Lithium 5-4 35,0,0
CO1 Lithium 5-4 1,3,38
ACO1 Control 5-4 1,87,0
ACO1 Lithium 5-4 5,0,0
nCO1 Control 5-4 13,27,66
CO1 Control 5-4 42,16,81
CO1 Lithium 5-4 39,26,70
nCO1 Control 5-4 47,5,0
ACO1 Lithium 5-4 15,0,16
CO1 Lithium 5-4 48,57,101
CO1 Control 5-4 25,0,0
ACO1 Lithium 5-4 7,0,0
ACO1 Lithium 5-4 24,1,15
ACO1 Lithium 5-4 21,17,4
nCO1 Lithium 5-4 21,25,56
CO1 Control 5-4 9,73,79
nCO1 Control 5-4 1,0,0
CO1 Lithium 5-4 24,41,69
CO1 Lithium 5-4 31,56,95
ACO1 Control 5-4 7,4,23
nCO1 Lithium 5-4 3,1,4
CO1 Control 5-4 47,16,66
CO1 Control 5-4 16,48,60
CO1 Lithium 5-4 10,30,86
nCO1 Lithium 5-4 1,29,80
CO1 Control 5-4 38,31,75
ACO1 Control 5-4 19,14,24
CO1 Lithium 5-4 49,0,0
nCO1 Lithium 5-4 14,32,70
nCO1 Control 5-4 40,31,74
AO1 Lithium 5-4 2,2,2
AO1 Lithium 5-4 10,7,30
CO1 Lithium 5-4 44,64,87
ACO1 Lithium 5-4 44,61,80
nCO1 Control 5-4 35,28,23
CO1 Control 5-4 39,19,64
AO1 Lithium 5-4 13,0,0
ACO1 Control 5-4 20,13,17
nCO1 Control 5-4 32,23,76
CO1 Control 5-4 17,47,86
AO1 Lithium 5-4 25,0,0
CO1 Lithium 5-4 29,71,102
AO1 Control 5-4 34,26,55
AO1 Control 5-4 3,16,39
ACO1 Lithium 5-4 28,0,0
CO1 Control 5-4 23,4,0
CO1 Lithium 5-4 41,71,106
ACO1 Lithium 5-4 37,0,0
ACO1 Lithium 5-4 18,4,19
AO1 Lithium 5-4 18,9,4
ACO1 Control 5-4 2,21,30
AO1 Lithium 5-4 38,8,25
AO1 Lithium 5-4 19,0,0
nCO1 Lithium 5-4 38,25,84
AO1 Lithium 5-4 32,11,0
AO1 Lithium 5-4 26,21,21
ACO1 Control 5-4 44,21,48
nCO1 Control 5-4 42,32,79
CO1 Control 5-4 4,7,39
AO1 Control 5-4 23,0,0
CO1 Lithium 5-4 27,43,88
AO1 Lithium 5-4 36,6,10
nCO1 Control 5-4 7,17,56
nCO1 Lithium 5-4 25,67,104
CO1 Control 5-4 46,18,56
AO1 Control 5-4 2,5,18
nCO1 Control 5-4 43,43,72
AO1 Control 5-4 22,38,31
AO1 Lithium 5-4 48,2,15
AO1 Control 5-4 48,22,25
CO1 Control 5-4 43,24,47
AO1 Control 5-4 13,20,36
nCO1 Lithium 5-4 5,9,61
ACO1 Control 5-4 48,11,19
AO1 Lithium 5-4 50,1,5
ACO1 Lithium 5-4 45,19,37
nCO1 Lithium 5-4 35,0,0
AO1 Lithium 5-4 27,1,0
AO1 Control 5-4 35,12,28
ACO1 Lithium 5-4 41,3,27
AO1 Control 5-4 21,15,36
nCO1 Control 5-4 21,35,44
AO1 Lithium 5-4 47,13,23
AO1 Lithium 5-4 44,12,20
CO1 Control 5-4 20,52,83
nCO1 Control 5-4 19,35,72
ACO1 Control 5-4 37,8,22
nCO1 Control 5-4 37,49,63
ACO1 Control 5-4 16,2,9
CO1 Control 5-4 35,35,77
AO1 Lithium 5-4 23,0,0
CO1 Control 5-4 7,30,64
AO1 Control 5-4 18,4,5
ACO1 Control 5-4 5,7,15
CO1 Control 5-4 11,0,0
CO1 Lithium 5-4 33,65,95
nCO1 Lithium 5-4 27,39,71
CO1 Control 5-4 19,0,0
nCO1 Lithium 5-4 37,0,3
nCO1 Lithium 5-4 45,39,67
nCO1 Control 5-4 28,1,0
CO1 Control 5-4 44,23,59
AO1 Control 5-4 24,1,0
nCO1 Control 5-4 3,15,2
ACO1 Control 5-4 11,12,21
nCO1 Control 5-4 49,1,0
nCO1 Control 5-4 15,14,54
AO1 Control 5-4 46,11,7
nCO1 Lithium 5-4 12,37,97
ACO1 Lithium 5-4 33,9,27
AO1 Lithium 5-4 3,3,1
ACO1 Control 5-4 38,1,19
ACO1 Control 5-4 29,0,0
ACO1 Control 5-4 13,16,30
ACO1 Control 5-4 35,19,30
ACO1 Lithium 5-4 32,0,0
ACO1 Lithium 5-4 29,1,3
nCO1 Lithium 5-4 4,43,75
nCO1 Control 5-4 17,46,88
nCO1 Lithium 5-4 40,52,79
nCO1 Control 5-4 25,33,67
ACO1 Control 5-4 43,4,1
AO1 Lithium 5-4 22,0,17
AO1 Lithium 5-4 1,14,41
CO1 Lithium 5-4 22,21,55
ACO1 Lithium 5-4 46,1,18
