RootImage,BotSum,HumanSum
nCO1 Lithium 5-4 30,12,5
AO1 Lithium 5-4 11,90,13
nCO1 Lithium 5-4 28,121,84
CO1 Lithium 5-4 2,116,86
CO1 Lithium 5-4 6,79,0
nCO1 Lithium 5-4 29,112,92
CO1 Lithium 5-4 11,121,79
ACO1 Lithium 5-4 27,83,49
CO1 Control 5-4 24,30,0
CO1 Lithium 5-4 12,155,103
CO1 Lithium 5-4 5,95,92
ACO1 Lithium 5-4 2,2,1
ACO1 Lithium 5-4 19,48,35
CO1 Lithium 5-4 7,77,59
ACO1 Lithium 5-4 4,0,2
ACO1 Control 5-4 28,0,0
CO1 Control 5-4 26,115,105
CO1 Control 5-4 18,98,0
AO1 Lithium 5-4 8,14,9
CO1 Lithium 5-4 4,148,0
ACO1 Control 5-4 45,22,0
CO1 Lithium 5-4 26,119,87
CO1 Control 5-4 6,94,44
ACO1 Control 5-4 27,8,9
CO1 Control 5-4 31,95,81
ACO1 Control 5-4 50,21,3
AO1 Control 5-4 14,31,18
CO1 Lithium 5-4 40,78,88
nCO1 Control 5-4 39,49,49
ACO1 Lithium 5-4 43,4,0
nCO1 Lithium 5-4 48,56,64
AO1 Lithium 5-4 42,51,49
ACO1 Control 5-4 32,16,35
nCO1 Lithium 5-4 2,111,118
nCO1 Control 5-4 29,69,63
AO1 Control 5-4 29,5,49
nCO1 Lithium 5-4 24,88,53
nCO1 Control 5-4 33,112,94
nCO1 Control 5-4 4,18,0
AO1 Lithium 5-4 21,18,14
CO1 Control 5-4 33,67,66
nCO1 Lithium 5-4 34,5,0
CO1 Control 5-4 8,29,60
AO1 Control 5-4 43,40,28
nCO1 Control 5-4 10,122,87
AO1 Lithium 5-4 35,23,2
CO1 Lithium 5-4 18,26,34
nCO1 Control 5-4 46,78,62
CO1 Control 5-4 50,61,46
AO1 Lithium 5-4 45,86,38
ACO1 Lithium 5-4 34,18,0
nCO1 Control 5-4 2,76,87
ACO1 Lithium 5-4 11,66,45
nCO1 Lithium 5-4 22,16,0
AO1 Lithium 5-4 7,43,49
AO1 Control 5-4 11,46,45
ACO1 Lithium 5-4 16,18,16
ACO1 Lithium 5-4 17,33,34
nCO1 Control 5-4 9,13,0
nCO1 Control 5-4 18,107,105
ACO1 Control 5-4 46,48,46
CO1 Lithium 5-4 30,81,89
ACO1 Lithium 5-4 31,11,11
ACO1 Control 5-4 24,18,16
CO1 Lithium 5-4 9,79,62
CO1 Lithium 5-4 25,99,90
AO1 Control 5-4 16,52,37
CO1 Lithium 5-4 3,97,89
ACO1 Lithium 5-4 30,15,0
ACO1 Lithium 5-4 39,4,10
ACO1 Lithium 5-4 49,33,0
ACO1 Control 5-4 31,116,92
CO1 Lithium 5-4 17,157,82
ACO1 Lithium 5-4 22,24,24
ACO1 Control 5-4 49,33,9
ACO1 Control 5-4 8,13,0
nCO1 Lithium 5-4 43,3,10
nCO1 Control 5-4 41,194,111
AO1 Lithium 5-4 49,8,8
AO1 Control 5-4 50,19,23
AO1 Lithium 5-4 5,0,2
nCO1 Control 5-4 20,132,85
nCO1 Control 5-4 5,59,80
ACO1 Control 5-4 12,15,5
nCO1 Lithium 5-4 47,49,61
AO1 Control 5-4 10,15,0
ACO1 Lithium 5-4 50,1,4
CO1 Control 5-4 36,149,76
ACO1 Control 5-4 3,2,10
nCO1 Lithium 5-4 39,48,63
ACO1 Lithium 5-4 47,23,0
nCO1 Control 5-4 26,15,0
CO1 Lithium 5-4 21,134,67
AO1 Control 5-4 45,11,29
nCO1 Control 5-4 23,113,100
CO1 Control 5-4 32,35,51
ACO1 Control 5-4 10,17,17
nCO1 Control 5-4 6,89,74
nCO1 Control 5-4 31,112,71
nCO1 Lithium 5-4 36,161,121
ACO1 Control 5-4 9,12,14
CO1 Lithium 5-4 15,139,125
AO1 Lithium 5-4 20,6,18
nCO1 Control 5-4 12,115,52
nCO1 Lithium 5-4 18,53,58
AO1 Control 5-4 20,9,5
nCO1 Lithium 5-4 26,142,97
CO1 Lithium 5-4 19,91,80
nCO1 Lithium 5-4 8,61,48
AO1 Control 5-4 40,7,11
CO1 Control 5-4 40,167,100
AO1 Lithium 5-4 17,14,13
nCO1 Lithium 5-4 44,121,101
CO1 Control 5-4 48,36,28
CO1 Control 5-4 27,49,62
CO1 Control 5-4 22,30,0
CO1 Control 5-4 13,91,66
AO1 Lithium 5-4 29,25,18
nCO1 Lithium 5-4 10,161,109
ACO1 Control 5-4 15,36,17
AO1 Control 5-4 1,27,12
AO1 Control 5-4 38,11,4
nCO1 Lithium 5-4 33,2,0
ACO1 Lithium 5-4 13,27,52
CO1 Lithium 5-4 16,15,0
ACO1 Control 5-4 23,102,67
AO1 Control 5-4 12,26,47
ACO1 Lithium 5-4 25,51,37
CO1 Control 5-4 10,73,71
nCO1 Lithium 5-4 31,75,56
AO1 Control 5-4 28,4,0
AO1 Lithium 5-4 24,8,12
ACO1 Control 5-4 30,2,0
nCO1 Lithium 5-4 20,133,119
ACO1 Control 5-4 14,33,1
nCO1 Control 5-4 27,49,51
CO1 Lithium 5-4 45,85,89
AO1 Control 5-4 8,43,40
CO1 Lithium 5-4 37,137,88
ACO1 Control 5-4 6,48,34
AO1 Control 5-4 15,18,35
ACO1 Control 5-4 4,16,0
CO1 Control 5-4 30,76,43
nCO1 Lithium 5-4 42,98,91
nCO1 Control 5-4 24,54,53
ACO1 Lithium 5-4 10,26,0
CO1 Lithium 5-4 36,95,30
AO1 Lithium 5-4 43,73,49
AO1 Control 5-4 30,9,18
AO1 Lithium 5-4 9,14,31
ACO1 Lithium 5-4 35,121,0
CO1 Lithium 5-4 1,57,38
ACO1 Control 5-4 1,123,0
ACO1 Lithium 5-4 5,0,0
nCO1 Control 5-4 13,103,66
CO1 Control 5-4 42,40,81
CO1 Lithium 5-4 39,64,70
nCO1 Control 5-4 47,25,0
ACO1 Lithium 5-4 15,6,16
CO1 Lithium 5-4 48,107,101
CO1 Control 5-4 25,117,0
ACO1 Lithium 5-4 7,7,0
ACO1 Lithium 5-4 24,4,15
ACO1 Lithium 5-4 21,16,4
nCO1 Lithium 5-4 21,77,56
CO1 Control 5-4 9,146,79
nCO1 Control 5-4 1,0,0
CO1 Lithium 5-4 24,124,69
CO1 Lithium 5-4 31,145,95
ACO1 Control 5-4 7,14,23
nCO1 Lithium 5-4 3,13,4
CO1 Control 5-4 47,86,66
CO1 Control 5-4 16,156,60
CO1 Lithium 5-4 10,74,86
nCO1 Lithium 5-4 1,106,80
CO1 Control 5-4 38,137,75
ACO1 Control 5-4 19,57,24
CO1 Lithium 5-4 49,24,0
nCO1 Lithium 5-4 14,107,70
nCO1 Control 5-4 40,64,74
AO1 Lithium 5-4 2,7,2
AO1 Lithium 5-4 10,23,30
CO1 Lithium 5-4 44,105,87
ACO1 Lithium 5-4 44,104,80
nCO1 Control 5-4 35,89,23
CO1 Control 5-4 39,62,64
AO1 Lithium 5-4 13,34,0
ACO1 Control 5-4 20,34,17
nCO1 Control 5-4 32,77,76
CO1 Control 5-4 17,108,86
AO1 Lithium 5-4 25,29,0
CO1 Lithium 5-4 29,123,102
AO1 Control 5-4 34,66,55
AO1 Control 5-4 3,44,39
ACO1 Lithium 5-4 28,0,0
CO1 Control 5-4 23,167,0
CO1 Lithium 5-4 41,149,106
ACO1 Lithium 5-4 37,4,0
ACO1 Lithium 5-4 18,21,19
AO1 Lithium 5-4 18,18,4
ACO1 Control 5-4 2,44,30
AO1 Lithium 5-4 38,30,25
AO1 Lithium 5-4 19,22,0
nCO1 Lithium 5-4 38,75,84
AO1 Lithium 5-4 32,28,0
AO1 Lithium 5-4 26,26,21
ACO1 Control 5-4 44,32,48
nCO1 Control 5-4 42,111,79
CO1 Control 5-4 4,44,39
AO1 Control 5-4 23,13,0
CO1 Lithium 5-4 27,102,88
AO1 Lithium 5-4 36,42,10
nCO1 Control 5-4 7,73,56
nCO1 Lithium 5-4 25,119,104
CO1 Control 5-4 46,61,56
AO1 Control 5-4 2,38,18
nCO1 Control 5-4 43,72,72
AO1 Control 5-4 22,84,31
AO1 Lithium 5-4 48,12,15
AO1 Control 5-4 48,61,25
CO1 Control 5-4 43,50,47
AO1 Control 5-4 13,52,36
nCO1 Lithium 5-4 5,51,61
ACO1 Control 5-4 48,17,19
AO1 Lithium 5-4 50,3,5
ACO1 Lithium 5-4 45,39,37
nCO1 Lithium 5-4 35,0,0
AO1 Lithium 5-4 27,25,0
AO1 Control 5-4 35,46,28
ACO1 Lithium 5-4 41,32,27
AO1 Control 5-4 21,36,36
nCO1 Control 5-4 21,107,44
AO1 Lithium 5-4 47,23,23
AO1 Lithium 5-4 44,35,20
CO1 Control 5-4 20,102,83
nCO1 Control 5-4 19,99,72
ACO1 Control 5-4 37,23,22
nCO1 Control 5-4 37,112,63
ACO1 Control 5-4 16,27,9
CO1 Control 5-4 35,104,77
AO1 Lithium 5-4 23,13,0
CO1 Control 5-4 7,73,64
AO1 Control 5-4 18,5,5
ACO1 Control 5-4 5,16,15
CO1 Control 5-4 11,0,0
CO1 Lithium 5-4 33,152,95
nCO1 Lithium 5-4 27,80,71
CO1 Control 5-4 19,15,0
nCO1 Lithium 5-4 37,1,3
nCO1 Lithium 5-4 45,68,67
nCO1 Control 5-4 28,40,0
CO1 Control 5-4 44,56,59
AO1 Control 5-4 24,80,0
nCO1 Control 5-4 3,16,2
ACO1 Control 5-4 11,45,21
nCO1 Control 5-4 49,8,0
nCO1 Control 5-4 15,89,54
AO1 Control 5-4 46,60,7
nCO1 Lithium 5-4 12,104,97
ACO1 Lithium 5-4 33,49,27
AO1 Lithium 5-4 3,3,1
ACO1 Control 5-4 38,10,19
ACO1 Control 5-4 29,4,0
ACO1 Control 5-4 13,74,30
ACO1 Control 5-4 35,40,30
ACO1 Lithium 5-4 32,60,0
ACO1 Lithium 5-4 29,18,3
nCO1 Lithium 5-4 4,104,75
nCO1 Control 5-4 17,93,88
nCO1 Lithium 5-4 40,96,79
nCO1 Control 5-4 25,85,67
ACO1 Control 5-4 43,20,1
AO1 Lithium 5-4 22,5,17
AO1 Lithium 5-4 1,51,41
CO1 Lithium 5-4 22,54,55
ACO1 Lithium 5-4 46,19,18
