RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 1,15,13
ACO1 Lithium 5-4 38,5,0
nCO1 Lithium 5-4 7,51,88
CO1 Control 5-4 28,34,50
AO1 Lithium 5-4 30,33,41
ACO1 Control 5-4 22,37,29
nCO1 Lithium 5-4 16,94,117
ACO1 Control 5-4 18,12,22
CO1 Control 5-4 37,53,52
AO1 Control 5-4 47,31,33
AO1 Lithium 5-4 6,5,0
AO1 Control 5-4 44,31,30
nCO1 Control 5-4 36,25,1
AO1 Control 5-4 17,2,0
CO1 Lithium 5-4 14,133,0
nCO1 Lithium 5-4 17,78,83
nCO1 Control 5-4 38,76,91
AO1 Control 5-4 49,22,23
CO1 Lithium 5-4 8,46,36
CO1 Control 5-4 2,30,23
CO1 Lithium 5-4 34,17,25
AO1 Control 5-4 4,22,36
AO1 Lithium 5-4 41,5,4
ACO1 Lithium 5-4 48,22,36
nCO1 Control 5-4 22,78,75
AO1 Lithium 5-4 28,15,0
ACO1 Control 5-4 34,31,36
AO1 Lithium 5-4 4,26,0
AO1 Lithium 5-4 16,31,22
AO1 Control 5-4 31,17,35
nCO1 Control 5-4 34,56,68
AO1 Control 5-4 37,1,9
ACO1 Lithium 5-4 36,50,26
nCO1 Control 5-4 50,39,45
CO1 Control 5-4 1,95,0
AO1 Control 5-4 32,3,11
AO1 Control 5-4 5,16,9
AO1 Lithium 5-4 31,14,19
nCO1 Control 5-4 11,144,114
nCO1 Lithium 5-4 30,14,5
AO1 Lithium 5-4 11,31,13
nCO1 Lithium 5-4 28,85,84
CO1 Lithium 5-4 2,101,86
CO1 Lithium 5-4 6,218,0
nCO1 Lithium 5-4 29,92,92
CO1 Lithium 5-4 11,83,79
ACO1 Lithium 5-4 27,68,49
CO1 Control 5-4 24,46,0
CO1 Lithium 5-4 12,111,103
CO1 Lithium 5-4 5,98,92
ACO1 Lithium 5-4 2,5,1
ACO1 Lithium 5-4 19,34,35
CO1 Lithium 5-4 7,38,59
ACO1 Lithium 5-4 4,0,2
ACO1 Control 5-4 28,2,0
CO1 Control 5-4 26,58,105
CO1 Control 5-4 18,20,0
AO1 Lithium 5-4 8,13,9
CO1 Lithium 5-4 4,150,0
ACO1 Control 5-4 45,24,0
CO1 Lithium 5-4 26,76,87
CO1 Control 5-4 6,31,44
ACO1 Control 5-4 27,3,9
CO1 Control 5-4 31,57,81
ACO1 Control 5-4 50,15,3
AO1 Control 5-4 14,46,18
CO1 Lithium 5-4 40,59,88
nCO1 Control 5-4 39,47,49
ACO1 Lithium 5-4 43,1,0
nCO1 Lithium 5-4 48,60,64
AO1 Lithium 5-4 42,37,49
ACO1 Control 5-4 32,24,35
nCO1 Lithium 5-4 2,95,118
nCO1 Control 5-4 29,54,63
AO1 Control 5-4 29,13,49
nCO1 Lithium 5-4 24,72,53
nCO1 Control 5-4 33,96,94
nCO1 Control 5-4 4,15,0
AO1 Lithium 5-4 21,14,14
CO1 Control 5-4 33,66,66
nCO1 Lithium 5-4 34,3,0
CO1 Control 5-4 8,25,60
AO1 Control 5-4 43,12,28
nCO1 Control 5-4 10,64,87
AO1 Lithium 5-4 35,0,2
CO1 Lithium 5-4 18,25,34
nCO1 Control 5-4 46,73,62
CO1 Control 5-4 50,52,46
AO1 Lithium 5-4 45,51,38
ACO1 Lithium 5-4 34,38,0
nCO1 Control 5-4 2,76,87
ACO1 Lithium 5-4 11,54,45
nCO1 Lithium 5-4 22,23,0
AO1 Lithium 5-4 7,29,49
AO1 Control 5-4 11,34,45
ACO1 Lithium 5-4 16,12,16
ACO1 Lithium 5-4 17,29,34
nCO1 Control 5-4 9,12,0
nCO1 Control 5-4 18,82,105
ACO1 Control 5-4 46,49,46
CO1 Lithium 5-4 30,54,89
ACO1 Lithium 5-4 31,8,11
ACO1 Control 5-4 24,13,16
CO1 Lithium 5-4 9,42,62
CO1 Lithium 5-4 25,75,90
AO1 Control 5-4 16,13,37
CO1 Lithium 5-4 3,80,89
ACO1 Lithium 5-4 30,17,0
ACO1 Lithium 5-4 39,6,10
ACO1 Lithium 5-4 49,40,0
ACO1 Control 5-4 31,70,92
CO1 Lithium 5-4 17,64,82
ACO1 Lithium 5-4 22,32,24
ACO1 Control 5-4 49,27,9
ACO1 Control 5-4 8,0,0
nCO1 Lithium 5-4 43,0,10
nCO1 Control 5-4 41,145,111
AO1 Lithium 5-4 49,15,8
AO1 Control 5-4 50,16,23
AO1 Lithium 5-4 5,1,2
nCO1 Control 5-4 20,76,85
nCO1 Control 5-4 5,59,80
ACO1 Control 5-4 12,5,5
nCO1 Lithium 5-4 47,51,61
AO1 Control 5-4 10,15,0
ACO1 Lithium 5-4 50,2,4
CO1 Control 5-4 36,52,76
ACO1 Control 5-4 3,3,10
nCO1 Lithium 5-4 39,29,63
ACO1 Lithium 5-4 47,75,0
nCO1 Control 5-4 26,74,0
CO1 Lithium 5-4 21,106,67
AO1 Control 5-4 45,19,29
nCO1 Control 5-4 23,105,100
CO1 Control 5-4 32,40,51
ACO1 Control 5-4 10,12,17
nCO1 Control 5-4 6,64,74
nCO1 Control 5-4 31,64,71
nCO1 Lithium 5-4 36,111,121
ACO1 Control 5-4 9,11,14
CO1 Lithium 5-4 15,121,125
AO1 Lithium 5-4 20,5,18
nCO1 Control 5-4 12,72,52
nCO1 Lithium 5-4 18,32,58
AO1 Control 5-4 20,13,5
nCO1 Lithium 5-4 26,98,97
CO1 Lithium 5-4 19,65,80
nCO1 Lithium 5-4 8,59,48
AO1 Control 5-4 40,3,11
CO1 Control 5-4 40,81,100
AO1 Lithium 5-4 17,5,13
nCO1 Lithium 5-4 44,66,101
CO1 Control 5-4 48,20,28
CO1 Control 5-4 27,29,62
CO1 Control 5-4 22,27,0
CO1 Control 5-4 13,70,66
AO1 Lithium 5-4 29,6,18
nCO1 Lithium 5-4 10,111,109
ACO1 Control 5-4 15,20,17
AO1 Control 5-4 1,8,12
AO1 Control 5-4 38,8,4
nCO1 Lithium 5-4 33,0,0
ACO1 Lithium 5-4 13,28,52
CO1 Lithium 5-4 16,77,0
ACO1 Control 5-4 23,66,67
AO1 Control 5-4 12,20,47
ACO1 Lithium 5-4 25,49,37
CO1 Control 5-4 10,46,71
nCO1 Lithium 5-4 31,43,56
AO1 Control 5-4 28,6,0
AO1 Lithium 5-4 24,12,12
ACO1 Control 5-4 30,0,0
nCO1 Lithium 5-4 20,120,119
ACO1 Control 5-4 14,26,1
nCO1 Control 5-4 27,40,51
CO1 Lithium 5-4 45,62,89
AO1 Control 5-4 8,38,40
CO1 Lithium 5-4 37,97,88
ACO1 Control 5-4 6,62,34
AO1 Control 5-4 15,25,35
ACO1 Control 5-4 4,16,0
CO1 Control 5-4 30,55,43
nCO1 Lithium 5-4 42,79,91
nCO1 Control 5-4 24,44,53
ACO1 Lithium 5-4 10,26,0
CO1 Lithium 5-4 36,77,30
AO1 Lithium 5-4 43,69,49
AO1 Control 5-4 30,3,18
AO1 Lithium 5-4 9,18,31
ACO1 Lithium 5-4 35,0,0
CO1 Lithium 5-4 1,26,38
ACO1 Control 5-4 1,124,0
ACO1 Lithium 5-4 5,0,0
nCO1 Control 5-4 13,60,66
CO1 Control 5-4 42,34,81
CO1 Lithium 5-4 39,52,70
nCO1 Control 5-4 47,20,0
ACO1 Lithium 5-4 15,1,16
CO1 Lithium 5-4 48,77,101
CO1 Control 5-4 25,124,0
ACO1 Lithium 5-4 7,2,0
ACO1 Lithium 5-4 24,3,15
ACO1 Lithium 5-4 21,13,4
nCO1 Lithium 5-4 21,54,56
CO1 Control 5-4 9,95,79
nCO1 Control 5-4 1,0,0
CO1 Lithium 5-4 24,68,69
CO1 Lithium 5-4 31,81,95
ACO1 Control 5-4 7,16,23
nCO1 Lithium 5-4 3,5,4
CO1 Control 5-4 47,66,66
CO1 Control 5-4 16,79,60
CO1 Lithium 5-4 10,83,86
nCO1 Lithium 5-4 1,72,80
CO1 Control 5-4 38,67,75
ACO1 Control 5-4 19,31,24
CO1 Lithium 5-4 49,8,0
nCO1 Lithium 5-4 14,54,70
nCO1 Control 5-4 40,58,74
AO1 Lithium 5-4 2,4,2
AO1 Lithium 5-4 10,31,30
CO1 Lithium 5-4 44,83,87
ACO1 Lithium 5-4 44,96,80
nCO1 Control 5-4 35,92,23
CO1 Control 5-4 39,37,64
AO1 Lithium 5-4 13,30,0
ACO1 Control 5-4 20,26,17
nCO1 Control 5-4 32,64,76
CO1 Control 5-4 17,69,86
AO1 Lithium 5-4 25,30,0
CO1 Lithium 5-4 29,81,102
AO1 Control 5-4 34,47,55
AO1 Control 5-4 3,28,39
ACO1 Lithium 5-4 28,0,0
CO1 Control 5-4 23,156,0
CO1 Lithium 5-4 41,105,106
ACO1 Lithium 5-4 37,0,0
ACO1 Lithium 5-4 18,17,19
AO1 Lithium 5-4 18,6,4
ACO1 Control 5-4 2,32,30
AO1 Lithium 5-4 38,25,25
AO1 Lithium 5-4 19,13,0
nCO1 Lithium 5-4 38,51,84
AO1 Lithium 5-4 32,27,0
AO1 Lithium 5-4 26,22,21
ACO1 Control 5-4 44,52,48
nCO1 Control 5-4 42,85,79
CO1 Control 5-4 4,26,39
AO1 Control 5-4 23,25,0
CO1 Lithium 5-4 27,70,88
AO1 Lithium 5-4 36,16,10
nCO1 Control 5-4 7,46,56
nCO1 Lithium 5-4 25,110,104
CO1 Control 5-4 46,40,56
AO1 Control 5-4 2,28,18
nCO1 Control 5-4 43,81,72
AO1 Control 5-4 22,56,31
AO1 Lithium 5-4 48,11,15
AO1 Control 5-4 48,48,25
CO1 Control 5-4 43,57,47
AO1 Control 5-4 13,38,36
nCO1 Lithium 5-4 5,23,61
ACO1 Control 5-4 48,24,19
AO1 Lithium 5-4 50,5,5
ACO1 Lithium 5-4 45,41,37
nCO1 Lithium 5-4 35,5,0
AO1 Lithium 5-4 27,25,0
AO1 Control 5-4 35,23,28
ACO1 Lithium 5-4 41,20,27
AO1 Control 5-4 21,36,36
nCO1 Control 5-4 21,64,44
AO1 Lithium 5-4 47,25,23
AO1 Lithium 5-4 44,18,20
CO1 Control 5-4 20,67,83
nCO1 Control 5-4 19,65,72
ACO1 Control 5-4 37,12,22
nCO1 Control 5-4 37,72,63
ACO1 Control 5-4 16,8,9
CO1 Control 5-4 35,55,77
AO1 Lithium 5-4 23,12,0
CO1 Control 5-4 7,64,64
AO1 Control 5-4 18,5,5
ACO1 Control 5-4 5,11,15
CO1 Control 5-4 11,10,0
CO1 Lithium 5-4 33,107,95
nCO1 Lithium 5-4 27,67,71
CO1 Control 5-4 19,13,0
nCO1 Lithium 5-4 37,2,3
nCO1 Lithium 5-4 45,68,67
nCO1 Control 5-4 28,44,0
CO1 Control 5-4 44,53,59
AO1 Control 5-4 24,76,0
nCO1 Control 5-4 3,13,2
ACO1 Control 5-4 11,18,21
nCO1 Control 5-4 49,5,0
nCO1 Control 5-4 15,39,54
AO1 Control 5-4 46,42,7
nCO1 Lithium 5-4 12,70,97
ACO1 Lithium 5-4 33,21,27
AO1 Lithium 5-4 3,4,1
ACO1 Control 5-4 38,4,19
ACO1 Control 5-4 29,1,0
ACO1 Control 5-4 13,61,30
ACO1 Control 5-4 35,29,30
ACO1 Lithium 5-4 32,67,0
ACO1 Lithium 5-4 29,6,3
nCO1 Lithium 5-4 4,64,75
nCO1 Control 5-4 17,61,88
nCO1 Lithium 5-4 40,69,79
nCO1 Control 5-4 25,52,67
ACO1 Control 5-4 43,9,1
AO1 Lithium 5-4 22,8,17
AO1 Lithium 5-4 1,28,41
CO1 Lithium 5-4 22,43,55
ACO1 Lithium 5-4 46,3,18
