RootImage,BotSum,HumanSum
nCO1 Lithium 5-4 7,172,88
CO1 Control 5-4 28,73,50
AO1 Lithium 5-4 30,46,41
ACO1 Control 5-4 22,174,29
nCO1 Lithium 5-4 16,234,117
ACO1 Control 5-4 18,56,22
CO1 Control 5-4 37,195,52
AO1 Control 5-4 47,61,33
AO1 Lithium 5-4 6,0,0
AO1 Control 5-4 44,68,30
nCO1 Control 5-4 36,152,1
AO1 Control 5-4 17,146,0
CO1 Lithium 5-4 14,313,0
nCO1 Lithium 5-4 17,179,83
nCO1 Control 5-4 38,144,91
AO1 Control 5-4 49,37,23
CO1 Lithium 5-4 8,121,36
CO1 Control 5-4 2,152,23
CO1 Lithium 5-4 34,108,25
AO1 Control 5-4 4,127,36
AO1 Lithium 5-4 41,6,4
ACO1 Lithium 5-4 48,36,36
nCO1 Control 5-4 22,197,75
AO1 Lithium 5-4 28,54,0
ACO1 Control 5-4 34,56,36
AO1 Lithium 5-4 4,114,0
AO1 Lithium 5-4 16,67,22
AO1 Control 5-4 31,116,35
nCO1 Control 5-4 34,131,68
AO1 Control 5-4 37,19,9
ACO1 Lithium 5-4 36,86,26
nCO1 Control 5-4 50,145,45
CO1 Control 5-4 1,223,0
AO1 Control 5-4 32,21,11
AO1 Control 5-4 5,54,9
AO1 Lithium 5-4 31,44,19
nCO1 Control 5-4 11,230,114
nCO1 Lithium 5-4 30,20,5
AO1 Lithium 5-4 11,211,13
nCO1 Lithium 5-4 28,206,84
CO1 Lithium 5-4 2,188,86
CO1 Lithium 5-4 6,234,0
nCO1 Lithium 5-4 29,188,92
CO1 Lithium 5-4 11,182,79
ACO1 Lithium 5-4 27,119,49
CO1 Control 5-4 24,326,0
CO1 Lithium 5-4 12,166,103
CO1 Lithium 5-4 5,129,92
ACO1 Lithium 5-4 2,8,1
ACO1 Lithium 5-4 19,98,35
CO1 Lithium 5-4 7,101,59
ACO1 Lithium 5-4 4,11,2
ACO1 Control 5-4 28,6,0
CO1 Control 5-4 26,193,105
CO1 Control 5-4 18,407,0
AO1 Lithium 5-4 8,36,9
CO1 Lithium 5-4 4,174,0
ACO1 Control 5-4 45,62,0
CO1 Lithium 5-4 26,230,87
CO1 Control 5-4 6,226,44
ACO1 Control 5-4 27,16,9
CO1 Control 5-4 31,228,81
ACO1 Control 5-4 50,38,3
AO1 Control 5-4 14,71,18
CO1 Lithium 5-4 40,165,88
nCO1 Control 5-4 39,145,49
ACO1 Lithium 5-4 43,10,0
nCO1 Lithium 5-4 48,91,64
AO1 Lithium 5-4 42,95,49
ACO1 Control 5-4 32,73,35
nCO1 Lithium 5-4 2,227,118
nCO1 Control 5-4 29,109,63
AO1 Control 5-4 29,16,49
nCO1 Lithium 5-4 24,156,53
nCO1 Control 5-4 33,175,94
nCO1 Control 5-4 4,20,0
AO1 Lithium 5-4 21,28,14
CO1 Control 5-4 33,115,66
nCO1 Lithium 5-4 34,6,0
CO1 Control 5-4 8,84,60
AO1 Control 5-4 43,92,28
nCO1 Control 5-4 10,173,87
AO1 Lithium 5-4 35,70,2
CO1 Lithium 5-4 18,58,34
nCO1 Control 5-4 46,170,62
CO1 Control 5-4 50,135,46
AO1 Lithium 5-4 45,147,38
ACO1 Lithium 5-4 34,236,0
nCO1 Control 5-4 2,140,87
ACO1 Lithium 5-4 11,127,45
nCO1 Lithium 5-4 22,19,0
AO1 Lithium 5-4 7,83,49
AO1 Control 5-4 11,116,45
ACO1 Lithium 5-4 16,35,16
ACO1 Lithium 5-4 17,46,34
nCO1 Control 5-4 9,12,0
nCO1 Control 5-4 18,181,105
ACO1 Control 5-4 46,116,46
CO1 Lithium 5-4 30,155,89
ACO1 Lithium 5-4 31,29,11
ACO1 Control 5-4 24,60,16
CO1 Lithium 5-4 9,116,62
CO1 Lithium 5-4 25,131,90
AO1 Control 5-4 16,172,37
CO1 Lithium 5-4 3,119,89
ACO1 Lithium 5-4 30,56,0
ACO1 Lithium 5-4 39,16,10
ACO1 Lithium 5-4 49,165,0
ACO1 Control 5-4 31,185,92
CO1 Lithium 5-4 17,299,82
ACO1 Lithium 5-4 22,33,24
ACO1 Control 5-4 49,174,9
ACO1 Control 5-4 8,27,0
nCO1 Lithium 5-4 43,17,10
nCO1 Control 5-4 41,266,111
AO1 Lithium 5-4 49,14,8
AO1 Control 5-4 50,54,23
AO1 Lithium 5-4 5,7,2
nCO1 Control 5-4 20,156,85
nCO1 Control 5-4 5,103,80
ACO1 Control 5-4 12,51,5
nCO1 Lithium 5-4 47,114,61
AO1 Control 5-4 10,40,0
ACO1 Lithium 5-4 50,7,4
CO1 Control 5-4 36,272,76
ACO1 Control 5-4 3,32,10
nCO1 Lithium 5-4 39,95,63
ACO1 Lithium 5-4 47,377,0
nCO1 Control 5-4 26,68,0
CO1 Lithium 5-4 21,198,67
AO1 Control 5-4 45,21,29
nCO1 Control 5-4 23,212,100
CO1 Control 5-4 32,91,51
ACO1 Control 5-4 10,56,17
nCO1 Control 5-4 6,184,74
nCO1 Control 5-4 31,195,71
nCO1 Lithium 5-4 36,234,121
ACO1 Control 5-4 9,48,14
CO1 Lithium 5-4 15,151,125
AO1 Lithium 5-4 20,23,18
nCO1 Control 5-4 12,183,52
nCO1 Lithium 5-4 18,141,58
AO1 Control 5-4 20,24,5
nCO1 Lithium 5-4 26,178,97
CO1 Lithium 5-4 19,105,80
nCO1 Lithium 5-4 8,166,48
AO1 Control 5-4 40,12,11
CO1 Control 5-4 40,241,100
AO1 Lithium 5-4 17,36,13
nCO1 Lithium 5-4 44,193,101
CO1 Control 5-4 48,116,28
CO1 Control 5-4 27,110,62
CO1 Control 5-4 22,235,0
CO1 Control 5-4 13,129,66
AO1 Lithium 5-4 29,70,18
nCO1 Lithium 5-4 10,204,109
ACO1 Control 5-4 15,45,17
AO1 Control 5-4 1,64,12
AO1 Control 5-4 38,23,4
nCO1 Lithium 5-4 33,11,0
ACO1 Lithium 5-4 13,41,52
CO1 Lithium 5-4 16,237,0
ACO1 Control 5-4 23,196,67
AO1 Control 5-4 12,49,47
ACO1 Lithium 5-4 25,79,37
CO1 Control 5-4 10,187,71
nCO1 Lithium 5-4 31,106,56
AO1 Control 5-4 28,49,0
AO1 Lithium 5-4 24,20,12
ACO1 Control 5-4 30,57,0
nCO1 Lithium 5-4 20,198,119
ACO1 Control 5-4 14,129,1
nCO1 Control 5-4 27,101,51
CO1 Lithium 5-4 45,137,89
AO1 Control 5-4 8,69,40
CO1 Lithium 5-4 37,200,88
ACO1 Control 5-4 6,158,34
AO1 Control 5-4 15,72,35
ACO1 Control 5-4 4,39,0
CO1 Control 5-4 30,123,43
nCO1 Lithium 5-4 42,198,91
nCO1 Control 5-4 24,107,53
ACO1 Lithium 5-4 10,56,0
CO1 Lithium 5-4 36,223,30
AO1 Lithium 5-4 43,165,49
AO1 Control 5-4 30,28,18
AO1 Lithium 5-4 9,13,31
ACO1 Lithium 5-4 35,261,0
CO1 Lithium 5-4 1,144,38
ACO1 Control 5-4 1,126,0
ACO1 Lithium 5-4 5,20,0
nCO1 Control 5-4 13,175,66
CO1 Control 5-4 42,72,81
CO1 Lithium 5-4 39,112,70
nCO1 Control 5-4 47,171,0
ACO1 Lithium 5-4 15,28,16
CO1 Lithium 5-4 48,122,101
CO1 Control 5-4 25,278,0
ACO1 Lithium 5-4 7,14,0
ACO1 Lithium 5-4 24,72,15
ACO1 Lithium 5-4 21,39,4
nCO1 Lithium 5-4 21,157,56
CO1 Control 5-4 9,204,79
nCO1 Control 5-4 1,26,0
CO1 Lithium 5-4 24,168,69
CO1 Lithium 5-4 31,184,95
ACO1 Control 5-4 7,35,23
nCO1 Lithium 5-4 3,24,4
CO1 Control 5-4 47,198,66
CO1 Control 5-4 16,273,60
CO1 Lithium 5-4 10,163,86
nCO1 Lithium 5-4 1,242,80
CO1 Control 5-4 38,247,75
ACO1 Control 5-4 19,156,24
CO1 Lithium 5-4 49,142,0
nCO1 Lithium 5-4 14,176,70
nCO1 Control 5-4 40,87,74
AO1 Lithium 5-4 2,35,2
AO1 Lithium 5-4 10,50,30
CO1 Lithium 5-4 44,126,87
ACO1 Lithium 5-4 44,128,80
nCO1 Control 5-4 35,220,23
CO1 Control 5-4 39,149,64
AO1 Lithium 5-4 13,28,0
ACO1 Control 5-4 20,75,17
nCO1 Control 5-4 32,179,76
CO1 Control 5-4 17,130,86
AO1 Lithium 5-4 25,30,0
CO1 Lithium 5-4 29,189,102
AO1 Control 5-4 34,121,55
AO1 Control 5-4 3,85,39
ACO1 Lithium 5-4 28,30,0
CO1 Control 5-4 23,275,0
CO1 Lithium 5-4 41,235,106
ACO1 Lithium 5-4 37,33,0
ACO1 Lithium 5-4 18,33,19
AO1 Lithium 5-4 18,37,4
ACO1 Control 5-4 2,103,30
AO1 Lithium 5-4 38,39,25
AO1 Lithium 5-4 19,30,0
nCO1 Lithium 5-4 38,163,84
AO1 Lithium 5-4 32,27,0
AO1 Lithium 5-4 26,92,21
ACO1 Control 5-4 44,69,48
nCO1 Control 5-4 42,265,79
CO1 Control 5-4 4,100,39
AO1 Control 5-4 23,30,0
CO1 Lithium 5-4 27,199,88
AO1 Lithium 5-4 36,80,10
nCO1 Control 5-4 7,191,56
nCO1 Lithium 5-4 25,171,104
CO1 Control 5-4 46,162,56
AO1 Control 5-4 2,105,18
nCO1 Control 5-4 43,204,72
AO1 Control 5-4 22,121,31
AO1 Lithium 5-4 48,19,15
AO1 Control 5-4 48,119,25
CO1 Control 5-4 43,94,47
AO1 Control 5-4 13,109,36
nCO1 Lithium 5-4 5,142,61
ACO1 Control 5-4 48,26,19
AO1 Lithium 5-4 50,24,5
ACO1 Lithium 5-4 45,59,37
nCO1 Lithium 5-4 35,13,0
AO1 Lithium 5-4 27,147,0
AO1 Control 5-4 35,79,28
ACO1 Lithium 5-4 41,64,27
AO1 Control 5-4 21,93,36
nCO1 Control 5-4 21,191,44
AO1 Lithium 5-4 47,45,23
AO1 Lithium 5-4 44,90,20
CO1 Control 5-4 20,137,83
nCO1 Control 5-4 19,144,72
ACO1 Control 5-4 37,64,22
nCO1 Control 5-4 37,230,63
ACO1 Control 5-4 16,83,9
CO1 Control 5-4 35,150,77
AO1 Lithium 5-4 23,66,0
CO1 Control 5-4 7,169,64
AO1 Control 5-4 18,20,5
ACO1 Control 5-4 5,38,15
CO1 Control 5-4 11,26,0
CO1 Lithium 5-4 33,186,95
nCO1 Lithium 5-4 27,151,71
CO1 Control 5-4 19,209,0
nCO1 Lithium 5-4 37,5,3
nCO1 Lithium 5-4 45,116,67
nCO1 Control 5-4 28,119,0
CO1 Control 5-4 44,113,59
AO1 Control 5-4 24,183,0
nCO1 Control 5-4 3,31,2
ACO1 Control 5-4 11,104,21
nCO1 Control 5-4 49,18,0
nCO1 Control 5-4 15,167,54
AO1 Control 5-4 46,182,7
nCO1 Lithium 5-4 12,176,97
ACO1 Lithium 5-4 33,92,27
AO1 Lithium 5-4 3,5,1
ACO1 Control 5-4 38,28,19
ACO1 Control 5-4 29,19,0
ACO1 Control 5-4 13,161,30
ACO1 Control 5-4 35,47,30
ACO1 Lithium 5-4 32,169,0
ACO1 Lithium 5-4 29,68,3
nCO1 Lithium 5-4 4,142,75
nCO1 Control 5-4 17,174,88
nCO1 Lithium 5-4 40,221,79
nCO1 Control 5-4 25,127,67
ACO1 Control 5-4 43,33,1
AO1 Lithium 5-4 22,37,17
AO1 Lithium 5-4 1,130,41
CO1 Lithium 5-4 22,140,55
ACO1 Lithium 5-4 46,93,18
