RootImage,BotSum,HumanSum
ACO1 Lithium 5-4 17,125,34
nCO1 Control 5-4 9,13,0
nCO1 Control 5-4 18,266,105
ACO1 Control 5-4 46,196,46
CO1 Lithium 5-4 30,281,89
ACO1 Lithium 5-4 31,109,11
ACO1 Control 5-4 24,109,16
CO1 Lithium 5-4 9,150,62
CO1 Lithium 5-4 25,192,90
AO1 Control 5-4 16,257,37
CO1 Lithium 5-4 3,186,89
ACO1 Lithium 5-4 30,72,0
ACO1 Lithium 5-4 39,90,10
ACO1 Lithium 5-4 49,184,0
ACO1 Control 5-4 31,264,92
CO1 Lithium 5-4 17,390,82
ACO1 Lithium 5-4 22,109,24
ACO1 Control 5-4 49,372,9
ACO1 Control 5-4 8,13,0
nCO1 Lithium 5-4 43,32,10
nCO1 Control 5-4 41,329,111
AO1 Lithium 5-4 49,94,8
AO1 Control 5-4 50,129,23
AO1 Lithium 5-4 5,33,2
nCO1 Control 5-4 20,231,85
nCO1 Control 5-4 5,168,80
ACO1 Control 5-4 12,165,5
nCO1 Lithium 5-4 47,180,61
AO1 Control 5-4 10,27,0
ACO1 Lithium 5-4 50,75,4
CO1 Control 5-4 36,319,76
ACO1 Control 5-4 3,92,10
nCO1 Lithium 5-4 39,230,63
ACO1 Lithium 5-4 47,266,0
nCO1 Control 5-4 26,134,0
CO1 Lithium 5-4 21,324,67
AO1 Control 5-4 45,110,29
nCO1 Control 5-4 23,330,100
CO1 Control 5-4 32,217,51
ACO1 Control 5-4 10,168,17
nCO1 Control 5-4 6,283,74
nCO1 Control 5-4 31,340,71
nCO1 Lithium 5-4 36,290,121
ACO1 Control 5-4 9,151,14
CO1 Lithium 5-4 15,231,125
AO1 Lithium 5-4 20,82,18
nCO1 Control 5-4 12,231,52
nCO1 Lithium 5-4 18,223,58
AO1 Control 5-4 20,118,5
nCO1 Lithium 5-4 26,265,97
CO1 Lithium 5-4 19,187,80
nCO1 Lithium 5-4 8,280,48
AO1 Control 5-4 40,160,11
CO1 Control 5-4 40,307,100
AO1 Lithium 5-4 17,155,13
nCO1 Lithium 5-4 44,279,101
CO1 Control 5-4 48,217,28
CO1 Control 5-4 27,219,62
CO1 Control 5-4 22,430,0
CO1 Control 5-4 13,258,66
AO1 Lithium 5-4 29,100,18
nCO1 Lithium 5-4 10,303,109
ACO1 Control 5-4 15,167,17
AO1 Control 5-4 1,175,12
AO1 Control 5-4 38,91,4
nCO1 Lithium 5-4 33,65,0
ACO1 Lithium 5-4 13,150,52
CO1 Lithium 5-4 16,277,0
ACO1 Control 5-4 23,328,67
AO1 Control 5-4 12,95,47
ACO1 Lithium 5-4 25,150,37
CO1 Control 5-4 10,252,71
nCO1 Lithium 5-4 31,170,56
AO1 Control 5-4 28,85,0
AO1 Lithium 5-4 24,72,12
ACO1 Control 5-4 30,85,0
nCO1 Lithium 5-4 20,292,119
ACO1 Control 5-4 14,239,1
nCO1 Control 5-4 27,202,51
CO1 Lithium 5-4 45,190,89
AO1 Control 5-4 8,160,40
CO1 Lithium 5-4 37,252,88
ACO1 Control 5-4 6,304,34
AO1 Control 5-4 15,164,35
ACO1 Control 5-4 4,103,0
CO1 Control 5-4 30,179,43
nCO1 Lithium 5-4 42,265,91
nCO1 Control 5-4 24,261,53
ACO1 Lithium 5-4 10,67,0
CO1 Lithium 5-4 36,403,30
AO1 Lithium 5-4 43,217,49
AO1 Control 5-4 30,152,18
AO1 Lithium 5-4 9,92,31
ACO1 Lithium 5-4 35,422,0
CO1 Lithium 5-4 1,296,38
ACO1 Control 5-4 1,147,0
ACO1 Lithium 5-4 5,64,0
nCO1 Control 5-4 13,236,66
CO1 Control 5-4 42,222,81
CO1 Lithium 5-4 39,197,70
nCO1 Control 5-4 47,237,0
ACO1 Lithium 5-4 15,103,16
CO1 Lithium 5-4 48,218,101
CO1 Control 5-4 25,284,0
ACO1 Lithium 5-4 7,42,0
ACO1 Lithium 5-4 24,119,15
ACO1 Lithium 5-4 21,96,4
nCO1 Lithium 5-4 21,241,56
CO1 Control 5-4 9,239,79
nCO1 Control 5-4 1,148,0
CO1 Lithium 5-4 24,258,69
CO1 Lithium 5-4 31,268,95
ACO1 Control 5-4 7,112,23
nCO1 Lithium 5-4 3,118,4
CO1 Control 5-4 47,323,66
CO1 Control 5-4 16,331,60
CO1 Lithium 5-4 10,239,86
nCO1 Lithium 5-4 1,296,80
CO1 Control 5-4 38,383,75
ACO1 Control 5-4 19,276,24
CO1 Lithium 5-4 49,158,0
nCO1 Lithium 5-4 14,257,70
nCO1 Control 5-4 40,188,74
AO1 Lithium 5-4 2,143,2
AO1 Lithium 5-4 10,144,30
CO1 Lithium 5-4 44,230,87
ACO1 Lithium 5-4 44,214,80
nCO1 Control 5-4 35,294,23
CO1 Control 5-4 39,213,64
AO1 Lithium 5-4 13,30,0
ACO1 Control 5-4 20,154,17
nCO1 Control 5-4 32,299,76
CO1 Control 5-4 17,218,86
AO1 Lithium 5-4 25,30,0
CO1 Lithium 5-4 29,302,102
AO1 Control 5-4 34,222,55
AO1 Control 5-4 3,149,39
ACO1 Lithium 5-4 28,30,0
CO1 Control 5-4 23,294,0
CO1 Lithium 5-4 41,393,106
ACO1 Lithium 5-4 37,74,0
ACO1 Lithium 5-4 18,119,19
AO1 Lithium 5-4 18,134,4
ACO1 Control 5-4 2,192,30
AO1 Lithium 5-4 38,142,25
AO1 Lithium 5-4 19,60,0
nCO1 Lithium 5-4 38,203,84
AO1 Lithium 5-4 32,27,0
AO1 Lithium 5-4 26,143,21
ACO1 Control 5-4 44,188,48
nCO1 Control 5-4 42,415,79
CO1 Control 5-4 4,159,39
AO1 Control 5-4 23,54,0
CO1 Lithium 5-4 27,265,88
AO1 Lithium 5-4 36,182,10
nCO1 Control 5-4 7,248,56
nCO1 Lithium 5-4 25,307,104
CO1 Control 5-4 46,289,56
AO1 Control 5-4 2,190,18
nCO1 Control 5-4 43,330,72
AO1 Control 5-4 22,200,31
AO1 Lithium 5-4 48,105,15
AO1 Control 5-4 48,211,25
CO1 Control 5-4 43,219,47
AO1 Control 5-4 13,203,36
nCO1 Lithium 5-4 5,251,61
ACO1 Control 5-4 48,100,19
AO1 Lithium 5-4 50,109,5
ACO1 Lithium 5-4 45,160,37
nCO1 Lithium 5-4 35,40,0
AO1 Lithium 5-4 27,49,0
AO1 Control 5-4 35,197,28
ACO1 Lithium 5-4 41,139,27
AO1 Control 5-4 21,229,36
nCO1 Control 5-4 21,350,44
AO1 Lithium 5-4 47,133,23
AO1 Lithium 5-4 44,145,20
CO1 Control 5-4 20,190,83
nCO1 Control 5-4 19,214,72
ACO1 Control 5-4 37,174,22
nCO1 Control 5-4 37,343,63
ACO1 Control 5-4 16,158,9
CO1 Control 5-4 35,250,77
AO1 Lithium 5-4 23,39,0
CO1 Control 5-4 7,278,64
AO1 Control 5-4 18,129,5
ACO1 Control 5-4 5,122,15
CO1 Control 5-4 11,50,0
CO1 Lithium 5-4 33,265,95
nCO1 Lithium 5-4 27,252,71
CO1 Control 5-4 19,248,0
nCO1 Lithium 5-4 37,87,3
nCO1 Lithium 5-4 45,213,67
nCO1 Control 5-4 28,139,0
CO1 Control 5-4 44,265,59
AO1 Control 5-4 24,185,0
nCO1 Control 5-4 3,81,2
ACO1 Control 5-4 11,219,21
nCO1 Control 5-4 49,56,0
nCO1 Control 5-4 15,285,54
AO1 Control 5-4 46,333,7
nCO1 Lithium 5-4 12,224,97
ACO1 Lithium 5-4 33,150,27
AO1 Lithium 5-4 3,117,1
ACO1 Control 5-4 38,182,19
ACO1 Control 5-4 29,56,0
ACO1 Control 5-4 13,302,30
ACO1 Control 5-4 35,152,30
ACO1 Lithium 5-4 32,147,0
ACO1 Lithium 5-4 29,135,3
nCO1 Lithium 5-4 4,239,75
nCO1 Control 5-4 17,239,88
nCO1 Lithium 5-4 40,302,79
nCO1 Control 5-4 25,252,67
ACO1 Control 5-4 43,151,1
AO1 Lithium 5-4 22,140,17
AO1 Lithium 5-4 1,172,41
CO1 Lithium 5-4 22,206,55
ACO1 Lithium 5-4 46,203,18
