RootImage,BotSum,HumanSum
ACO1 Control 5-4 22,107,29
nCO1 Lithium 5-4 16,170,117
ACO1 Control 5-4 18,37,22
CO1 Control 5-4 37,124,52
AO1 Control 5-4 47,54,33
AO1 Lithium 5-4 6,0,0
AO1 Control 5-4 44,51,30
nCO1 Control 5-4 36,73,1
AO1 Control 5-4 17,58,0
CO1 Lithium 5-4 14,125,0
nCO1 Lithium 5-4 17,167,83
nCO1 Control 5-4 38,126,91
AO1 Control 5-4 49,30,23
CO1 Lithium 5-4 8,66,36
CO1 Control 5-4 2,88,23
CO1 Lithium 5-4 34,97,25
AO1 Control 5-4 4,80,36
AO1 Lithium 5-4 41,4,4
ACO1 Lithium 5-4 48,35,36
nCO1 Control 5-4 22,147,75
AO1 Lithium 5-4 28,49,0
ACO1 Control 5-4 34,62,36
AO1 Lithium 5-4 4,65,0
AO1 Lithium 5-4 16,43,22
AO1 Control 5-4 31,84,35
nCO1 Control 5-4 34,96,68
AO1 Control 5-4 37,9,9
ACO1 Lithium 5-4 36,68,26
nCO1 Control 5-4 50,128,45
CO1 Control 5-4 1,203,0
AO1 Control 5-4 32,17,11
AO1 Control 5-4 5,40,9
AO1 Lithium 5-4 31,36,19
nCO1 Control 5-4 11,182,114
nCO1 Lithium 5-4 30,23,5
AO1 Lithium 5-4 11,111,13
nCO1 Lithium 5-4 28,150,84
CO1 Lithium 5-4 2,149,86
CO1 Lithium 5-4 6,156,0
nCO1 Lithium 5-4 29,181,92
CO1 Lithium 5-4 11,150,79
ACO1 Lithium 5-4 27,86,49
CO1 Control 5-4 24,135,0
CO1 Lithium 5-4 12,175,103
CO1 Lithium 5-4 5,124,92
ACO1 Lithium 5-4 2,15,1
ACO1 Lithium 5-4 19,91,35
CO1 Lithium 5-4 7,82,59
ACO1 Lithium 5-4 4,0,2
ACO1 Control 5-4 28,23,0
CO1 Control 5-4 26,126,105
CO1 Control 5-4 18,60,0
AO1 Lithium 5-4 8,44,9
CO1 Lithium 5-4 4,148,0
ACO1 Control 5-4 45,59,0
CO1 Lithium 5-4 26,132,87
CO1 Control 5-4 6,90,44
ACO1 Control 5-4 27,14,9
CO1 Control 5-4 31,124,81
ACO1 Control 5-4 50,24,3
AO1 Control 5-4 14,63,18
CO1 Lithium 5-4 40,137,88
nCO1 Control 5-4 39,102,49
ACO1 Lithium 5-4 43,8,0
nCO1 Lithium 5-4 48,117,64
AO1 Lithium 5-4 42,67,49
ACO1 Control 5-4 32,47,35
nCO1 Lithium 5-4 2,219,118
nCO1 Control 5-4 29,83,63
AO1 Control 5-4 29,27,49
nCO1 Lithium 5-4 24,119,53
nCO1 Control 5-4 33,153,94
nCO1 Control 5-4 4,15,0
AO1 Lithium 5-4 21,26,14
CO1 Control 5-4 33,114,66
nCO1 Lithium 5-4 34,4,0
CO1 Control 5-4 8,65,60
AO1 Control 5-4 43,66,28
nCO1 Control 5-4 10,119,87
AO1 Lithium 5-4 35,19,2
CO1 Lithium 5-4 18,78,34
nCO1 Control 5-4 46,134,62
CO1 Control 5-4 50,87,46
AO1 Lithium 5-4 45,123,38
ACO1 Lithium 5-4 34,90,0
nCO1 Control 5-4 2,122,87
ACO1 Lithium 5-4 11,104,45
nCO1 Lithium 5-4 22,27,0
AO1 Lithium 5-4 7,47,49
AO1 Control 5-4 11,59,45
ACO1 Lithium 5-4 16,14,16
ACO1 Lithium 5-4 17,46,34
nCO1 Control 5-4 9,12,0
nCO1 Control 5-4 18,176,105
ACO1 Control 5-4 46,68,46
CO1 Lithium 5-4 30,131,89
ACO1 Lithium 5-4 31,18,11
ACO1 Control 5-4 24,35,16
CO1 Lithium 5-4 9,95,62
CO1 Lithium 5-4 25,126,90
AO1 Control 5-4 16,72,37
CO1 Lithium 5-4 3,117,89
ACO1 Lithium 5-4 30,75,0
ACO1 Lithium 5-4 39,20,10
ACO1 Lithium 5-4 49,105,0
ACO1 Control 5-4 31,129,92
CO1 Lithium 5-4 17,196,82
ACO1 Lithium 5-4 22,41,24
ACO1 Control 5-4 49,111,9
ACO1 Control 5-4 8,13,0
nCO1 Lithium 5-4 43,3,10
nCO1 Control 5-4 41,173,111
AO1 Lithium 5-4 49,19,8
AO1 Control 5-4 50,29,23
AO1 Lithium 5-4 5,6,2
nCO1 Control 5-4 20,147,85
nCO1 Control 5-4 5,99,80
ACO1 Control 5-4 12,30,5
nCO1 Lithium 5-4 47,91,61
AO1 Control 5-4 10,13,0
ACO1 Lithium 5-4 50,15,4
CO1 Control 5-4 36,177,76
ACO1 Control 5-4 3,59,10
nCO1 Lithium 5-4 39,84,63
ACO1 Lithium 5-4 47,189,0
nCO1 Control 5-4 26,57,0
CO1 Lithium 5-4 21,189,67
AO1 Control 5-4 45,24,29
nCO1 Control 5-4 23,192,100
CO1 Control 5-4 32,76,51
ACO1 Control 5-4 10,42,17
nCO1 Control 5-4 6,144,74
nCO1 Control 5-4 31,146,71
nCO1 Lithium 5-4 36,159,121
ACO1 Control 5-4 9,67,14
CO1 Lithium 5-4 15,150,125
AO1 Lithium 5-4 20,16,18
nCO1 Control 5-4 12,110,52
nCO1 Lithium 5-4 18,116,58
AO1 Control 5-4 20,30,5
nCO1 Lithium 5-4 26,150,97
CO1 Lithium 5-4 19,103,80
nCO1 Lithium 5-4 8,128,48
AO1 Control 5-4 40,20,11
CO1 Control 5-4 40,161,100
AO1 Lithium 5-4 17,18,13
nCO1 Lithium 5-4 44,147,101
CO1 Control 5-4 48,85,28
CO1 Control 5-4 27,96,62
CO1 Control 5-4 22,139,0
CO1 Control 5-4 13,116,66
AO1 Lithium 5-4 29,63,18
nCO1 Lithium 5-4 10,160,109
ACO1 Control 5-4 15,46,17
AO1 Control 5-4 1,81,12
AO1 Control 5-4 38,8,4
nCO1 Lithium 5-4 33,14,0
ACO1 Lithium 5-4 13,30,52
CO1 Lithium 5-4 16,40,0
ACO1 Control 5-4 23,159,67
AO1 Control 5-4 12,34,47
ACO1 Lithium 5-4 25,69,37
CO1 Control 5-4 10,126,71
nCO1 Lithium 5-4 31,69,56
AO1 Control 5-4 28,49,0
AO1 Lithium 5-4 24,11,12
ACO1 Control 5-4 30,56,0
nCO1 Lithium 5-4 20,173,119
ACO1 Control 5-4 14,107,1
nCO1 Control 5-4 27,79,51
CO1 Lithium 5-4 45,116,89
AO1 Control 5-4 8,66,40
CO1 Lithium 5-4 37,173,88
ACO1 Control 5-4 6,84,34
AO1 Control 5-4 15,55,35
ACO1 Control 5-4 4,14,0
CO1 Control 5-4 30,99,43
nCO1 Lithium 5-4 42,120,91
nCO1 Control 5-4 24,117,53
ACO1 Lithium 5-4 10,61,0
CO1 Lithium 5-4 36,126,30
AO1 Lithium 5-4 43,105,49
AO1 Control 5-4 30,29,18
AO1 Lithium 5-4 9,25,31
ACO1 Lithium 5-4 35,39,0
CO1 Lithium 5-4 1,84,38
ACO1 Control 5-4 1,129,0
ACO1 Lithium 5-4 5,5,0
nCO1 Control 5-4 13,106,66
CO1 Control 5-4 42,54,81
CO1 Lithium 5-4 39,90,70
nCO1 Control 5-4 47,75,0
ACO1 Lithium 5-4 15,13,16
CO1 Lithium 5-4 48,128,101
CO1 Control 5-4 25,65,0
ACO1 Lithium 5-4 7,15,0
ACO1 Lithium 5-4 24,32,15
ACO1 Lithium 5-4 21,33,4
nCO1 Lithium 5-4 21,107,56
CO1 Control 5-4 9,157,79
nCO1 Control 5-4 1,12,0
CO1 Lithium 5-4 24,173,69
CO1 Lithium 5-4 31,147,95
ACO1 Control 5-4 7,35,23
nCO1 Lithium 5-4 3,18,4
CO1 Control 5-4 47,159,66
CO1 Control 5-4 16,193,60
CO1 Lithium 5-4 10,93,86
nCO1 Lithium 5-4 1,141,80
CO1 Control 5-4 38,194,75
ACO1 Control 5-4 19,92,24
CO1 Lithium 5-4 49,117,0
nCO1 Lithium 5-4 14,167,70
nCO1 Control 5-4 40,94,74
AO1 Lithium 5-4 2,15,2
AO1 Lithium 5-4 10,39,30
CO1 Lithium 5-4 44,133,87
ACO1 Lithium 5-4 44,122,80
nCO1 Control 5-4 35,181,23
CO1 Control 5-4 39,108,64
AO1 Lithium 5-4 13,34,0
ACO1 Control 5-4 20,44,17
nCO1 Control 5-4 32,127,76
CO1 Control 5-4 17,101,86
AO1 Lithium 5-4 25,30,0
CO1 Lithium 5-4 29,172,102
AO1 Control 5-4 34,62,55
AO1 Control 5-4 3,80,39
ACO1 Lithium 5-4 28,0,0
CO1 Control 5-4 23,307,0
CO1 Lithium 5-4 41,175,106
ACO1 Lithium 5-4 37,10,0
ACO1 Lithium 5-4 18,31,19
AO1 Lithium 5-4 18,27,4
ACO1 Control 5-4 2,74,30
AO1 Lithium 5-4 38,43,25
AO1 Lithium 5-4 19,35,0
nCO1 Lithium 5-4 38,118,84
AO1 Lithium 5-4 32,25,0
AO1 Lithium 5-4 26,74,21
ACO1 Control 5-4 44,67,48
nCO1 Control 5-4 42,205,79
CO1 Control 5-4 4,75,39
AO1 Control 5-4 23,31,0
CO1 Lithium 5-4 27,132,88
AO1 Lithium 5-4 36,45,10
nCO1 Control 5-4 7,101,56
nCO1 Lithium 5-4 25,143,104
CO1 Control 5-4 46,125,56
AO1 Control 5-4 2,100,18
nCO1 Control 5-4 43,149,72
AO1 Control 5-4 22,107,31
AO1 Lithium 5-4 48,36,15
AO1 Control 5-4 48,90,25
CO1 Control 5-4 43,89,47
AO1 Control 5-4 13,76,36
nCO1 Lithium 5-4 5,87,61
ACO1 Control 5-4 48,24,19
AO1 Lithium 5-4 50,10,5
ACO1 Lithium 5-4 45,43,37
nCO1 Lithium 5-4 35,12,0
AO1 Lithium 5-4 27,25,0
AO1 Control 5-4 35,53,28
ACO1 Lithium 5-4 41,39,27
AO1 Control 5-4 21,91,36
nCO1 Control 5-4 21,165,44
AO1 Lithium 5-4 47,40,23
AO1 Lithium 5-4 44,53,20
CO1 Control 5-4 20,112,83
nCO1 Control 5-4 19,124,72
ACO1 Control 5-4 37,46,22
nCO1 Control 5-4 37,179,63
ACO1 Control 5-4 16,43,9
CO1 Control 5-4 35,109,77
AO1 Lithium 5-4 23,12,0
CO1 Control 5-4 7,119,64
AO1 Control 5-4 18,24,5
ACO1 Control 5-4 5,28,15
CO1 Control 5-4 11,29,0
CO1 Lithium 5-4 33,176,95
nCO1 Lithium 5-4 27,117,71
CO1 Control 5-4 19,98,0
nCO1 Lithium 5-4 37,4,3
nCO1 Lithium 5-4 45,94,67
nCO1 Control 5-4 28,57,0
CO1 Control 5-4 44,95,59
AO1 Control 5-4 24,78,0
nCO1 Control 5-4 3,49,2
ACO1 Control 5-4 11,65,21
nCO1 Control 5-4 49,21,0
nCO1 Control 5-4 15,118,54
AO1 Control 5-4 46,148,7
nCO1 Lithium 5-4 12,114,97
ACO1 Lithium 5-4 33,66,27
AO1 Lithium 5-4 3,17,1
ACO1 Control 5-4 38,26,19
ACO1 Control 5-4 29,19,0
ACO1 Control 5-4 13,131,30
ACO1 Control 5-4 35,42,30
ACO1 Lithium 5-4 32,24,0
ACO1 Lithium 5-4 29,43,3
nCO1 Lithium 5-4 4,136,75
nCO1 Control 5-4 17,105,88
nCO1 Lithium 5-4 40,116,79
nCO1 Control 5-4 25,88,67
ACO1 Control 5-4 43,37,1
AO1 Lithium 5-4 22,22,17
AO1 Lithium 5-4 1,90,41
CO1 Lithium 5-4 22,135,55
ACO1 Lithium 5-4 46,65,18
