RootImage,BotSum,HumanSum
AO1 Lithium 5-4 29,132,18
nCO1 Lithium 5-4 10,262,109
ACO1 Control 5-4 15,109,17
AO1 Control 5-4 1,130,12
AO1 Control 5-4 38,98,4
nCO1 Lithium 5-4 33,97,0
ACO1 Lithium 5-4 13,108,52
CO1 Lithium 5-4 16,295,0
ACO1 Control 5-4 23,250,67
AO1 Control 5-4 12,110,47
ACO1 Lithium 5-4 25,153,37
CO1 Control 5-4 10,208,71
nCO1 Lithium 5-4 31,165,56
AO1 Control 5-4 28,120,0
AO1 Lithium 5-4 24,99,12
ACO1 Control 5-4 30,87,0
nCO1 Lithium 5-4 20,295,119
ACO1 Control 5-4 14,275,1
nCO1 Control 5-4 27,156,51
CO1 Lithium 5-4 45,180,89
AO1 Control 5-4 8,147,40
CO1 Lithium 5-4 37,228,88
ACO1 Control 5-4 6,289,34
AO1 Control 5-4 15,168,35
ACO1 Control 5-4 4,145,0
CO1 Control 5-4 30,175,43
nCO1 Lithium 5-4 42,243,91
nCO1 Control 5-4 24,205,53
ACO1 Lithium 5-4 10,70,0
CO1 Lithium 5-4 36,366,30
AO1 Lithium 5-4 43,214,49
AO1 Control 5-4 30,118,18
AO1 Lithium 5-4 9,92,31
ACO1 Lithium 5-4 35,392,0
CO1 Lithium 5-4 1,218,38
ACO1 Control 5-4 1,172,0
ACO1 Lithium 5-4 5,79,0
nCO1 Control 5-4 13,204,66
CO1 Control 5-4 42,156,81
CO1 Lithium 5-4 39,203,70
nCO1 Control 5-4 47,149,0
ACO1 Lithium 5-4 15,112,16
CO1 Lithium 5-4 48,182,101
CO1 Control 5-4 25,280,0
ACO1 Lithium 5-4 7,73,0
ACO1 Lithium 5-4 24,154,15
ACO1 Lithium 5-4 21,119,4
nCO1 Lithium 5-4 21,222,56
CO1 Control 5-4 9,224,79
nCO1 Control 5-4 1,143,0
CO1 Lithium 5-4 24,223,69
CO1 Lithium 5-4 31,237,95
ACO1 Control 5-4 7,108,23
nCO1 Lithium 5-4 3,121,4
CO1 Control 5-4 47,268,66
CO1 Control 5-4 16,299,60
CO1 Lithium 5-4 10,207,86
nCO1 Lithium 5-4 1,295,80
CO1 Control 5-4 38,283,75
ACO1 Control 5-4 19,225,24
CO1 Lithium 5-4 49,202,0
nCO1 Lithium 5-4 14,219,70
nCO1 Control 5-4 40,152,74
AO1 Lithium 5-4 2,154,2
AO1 Lithium 5-4 10,127,30
CO1 Lithium 5-4 44,207,87
ACO1 Lithium 5-4 44,174,80
nCO1 Control 5-4 35,327,23
CO1 Control 5-4 39,206,64
AO1 Lithium 5-4 13,30,0
ACO1 Control 5-4 20,150,17
nCO1 Control 5-4 32,224,76
CO1 Control 5-4 17,182,86
AO1 Lithium 5-4 25,29,0
CO1 Lithium 5-4 29,252,102
AO1 Control 5-4 34,176,55
AO1 Control 5-4 3,143,39
ACO1 Lithium 5-4 28,46,0
CO1 Control 5-4 23,294,0
CO1 Lithium 5-4 41,289,106
ACO1 Lithium 5-4 37,86,0
ACO1 Lithium 5-4 18,106,19
AO1 Lithium 5-4 18,115,4
ACO1 Control 5-4 2,185,30
AO1 Lithium 5-4 38,124,25
AO1 Lithium 5-4 19,45,0
nCO1 Lithium 5-4 38,224,84
AO1 Lithium 5-4 32,30,0
AO1 Lithium 5-4 26,141,21
ACO1 Control 5-4 44,147,48
nCO1 Control 5-4 42,294,79
CO1 Control 5-4 4,136,39
AO1 Control 5-4 23,42,0
CO1 Lithium 5-4 27,242,88
AO1 Lithium 5-4 36,178,10
nCO1 Control 5-4 7,178,56
nCO1 Lithium 5-4 25,262,104
CO1 Control 5-4 46,209,56
AO1 Control 5-4 2,158,18
nCO1 Control 5-4 43,293,72
AO1 Control 5-4 22,195,31
AO1 Lithium 5-4 48,102,15
AO1 Control 5-4 48,163,25
CO1 Control 5-4 43,176,47
AO1 Control 5-4 13,181,36
nCO1 Lithium 5-4 5,240,61
ACO1 Control 5-4 48,97,19
AO1 Lithium 5-4 50,96,5
ACO1 Lithium 5-4 45,130,37
nCO1 Lithium 5-4 35,85,0
AO1 Lithium 5-4 27,156,0
AO1 Control 5-4 35,190,28
ACO1 Lithium 5-4 41,122,27
AO1 Control 5-4 21,179,36
nCO1 Control 5-4 21,244,44
AO1 Lithium 5-4 47,124,23
AO1 Lithium 5-4 44,171,20
CO1 Control 5-4 20,183,83
nCO1 Control 5-4 19,204,72
ACO1 Control 5-4 37,157,22
nCO1 Control 5-4 37,275,63
ACO1 Control 5-4 16,156,9
CO1 Control 5-4 35,251,77
AO1 Lithium 5-4 23,27,0
CO1 Control 5-4 7,195,64
AO1 Control 5-4 18,105,5
ACO1 Control 5-4 5,107,15
CO1 Control 5-4 11,63,0
CO1 Lithium 5-4 33,289,95
nCO1 Lithium 5-4 27,209,71
CO1 Control 5-4 19,265,0
nCO1 Lithium 5-4 37,99,3
nCO1 Lithium 5-4 45,234,67
nCO1 Control 5-4 28,194,0
CO1 Control 5-4 44,192,59
AO1 Control 5-4 24,147,0
nCO1 Control 5-4 3,90,2
ACO1 Control 5-4 11,164,21
nCO1 Control 5-4 49,96,0
nCO1 Control 5-4 15,222,54
AO1 Control 5-4 46,228,7
nCO1 Lithium 5-4 12,211,97
ACO1 Lithium 5-4 33,134,27
AO1 Lithium 5-4 3,99,1
ACO1 Control 5-4 38,144,19
ACO1 Control 5-4 29,93,0
ACO1 Control 5-4 13,249,30
ACO1 Control 5-4 35,160,30
ACO1 Lithium 5-4 32,186,0
ACO1 Lithium 5-4 29,122,3
nCO1 Lithium 5-4 4,200,75
nCO1 Control 5-4 17,203,88
nCO1 Lithium 5-4 40,274,79
nCO1 Control 5-4 25,209,67
ACO1 Control 5-4 43,131,1
AO1 Lithium 5-4 22,161,17
AO1 Lithium 5-4 1,182,41
CO1 Lithium 5-4 22,200,55
ACO1 Lithium 5-4 46,178,18
