RootImage,BotSum,HumanSum
CO1 Control 5-4 49,49,47
ACO1 Control 5-4 42,27,25
CO1 Lithium 5-4 46,36,52
ACO1 Control 5-4 26,56,54
ACO1 Lithium 5-4 12,0,0
CO1 Lithium 5-4 47,106,78
ACO1 Lithium 5-4 42,39,37
nCO1 Lithium 5-4 13,60,90
nCO1 Control 5-4 48,1,0
AO1 Control 5-4 39,17,35
ACO1 Control 5-4 41,0,18
CO1 Lithium 5-4 28,68,76
nCO1 Control 5-4 16,0,0
ACO1 Lithium 5-4 1,18,13
ACO1 Lithium 5-4 38,4,0
nCO1 Lithium 5-4 7,87,88
CO1 Control 5-4 28,41,50
AO1 Lithium 5-4 30,33,41
ACO1 Control 5-4 22,35,29
nCO1 Lithium 5-4 16,116,117
ACO1 Control 5-4 18,22,22
CO1 Control 5-4 37,85,52
AO1 Control 5-4 47,34,33
AO1 Lithium 5-4 6,0,0
AO1 Control 5-4 44,40,30
nCO1 Control 5-4 36,32,1
AO1 Control 5-4 17,0,0
CO1 Lithium 5-4 14,163,0
nCO1 Lithium 5-4 17,91,83
nCO1 Control 5-4 38,80,91
AO1 Control 5-4 49,20,23
CO1 Lithium 5-4 8,43,36
CO1 Control 5-4 2,55,23
CO1 Lithium 5-4 34,16,25
AO1 Control 5-4 4,40,36
AO1 Lithium 5-4 41,8,4
ACO1 Lithium 5-4 48,26,36
nCO1 Control 5-4 22,97,75
AO1 Lithium 5-4 28,0,0
ACO1 Control 5-4 34,34,36
AO1 Lithium 5-4 4,0,0
AO1 Lithium 5-4 16,40,22
AO1 Control 5-4 31,26,35
nCO1 Control 5-4 34,61,68
AO1 Control 5-4 37,1,9
ACO1 Lithium 5-4 36,43,26
nCO1 Control 5-4 50,45,45
CO1 Control 5-4 1,15,0
AO1 Control 5-4 32,2,11
AO1 Control 5-4 5,11,9
AO1 Lithium 5-4 31,13,19
nCO1 Control 5-4 11,155,114
nCO1 Lithium 5-4 30,6,5
AO1 Lithium 5-4 11,60,13
nCO1 Lithium 5-4 28,90,84
CO1 Lithium 5-4 2,93,86
CO1 Lithium 5-4 6,153,0
nCO1 Lithium 5-4 29,104,92
CO1 Lithium 5-4 11,74,79
ACO1 Lithium 5-4 27,49,49
CO1 Control 5-4 24,0,0
CO1 Lithium 5-4 12,121,103
CO1 Lithium 5-4 5,92,92
ACO1 Lithium 5-4 2,2,1
ACO1 Lithium 5-4 19,40,35
CO1 Lithium 5-4 7,64,59
ACO1 Lithium 5-4 4,2,2
ACO1 Control 5-4 28,0,0
CO1 Control 5-4 26,80,105
CO1 Control 5-4 18,0,0
AO1 Lithium 5-4 8,10,9
CO1 Lithium 5-4 4,0,0
ACO1 Control 5-4 45,0,0
CO1 Lithium 5-4 26,100,87
CO1 Control 5-4 6,58,44
ACO1 Control 5-4 27,4,9
CO1 Control 5-4 31,83,81
ACO1 Control 5-4 50,15,3
AO1 Control 5-4 14,19,18
CO1 Lithium 5-4 40,67,88
nCO1 Control 5-4 39,59,49
ACO1 Lithium 5-4 43,0,0
nCO1 Lithium 5-4 48,52,64
AO1 Lithium 5-4 42,44,49
ACO1 Control 5-4 32,31,35
nCO1 Lithium 5-4 2,123,118
nCO1 Control 5-4 29,59,63
AO1 Control 5-4 29,13,49
nCO1 Lithium 5-4 24,73,53
nCO1 Control 5-4 33,111,94
nCO1 Control 5-4 4,0,0
AO1 Lithium 5-4 21,15,14
CO1 Control 5-4 33,58,66
nCO1 Lithium 5-4 34,1,0
CO1 Control 5-4 8,32,60
AO1 Control 5-4 43,25,28
nCO1 Control 5-4 10,77,87
AO1 Lithium 5-4 35,0,2
CO1 Lithium 5-4 18,31,34
nCO1 Control 5-4 46,85,62
CO1 Control 5-4 50,62,46
AO1 Lithium 5-4 45,59,38
ACO1 Lithium 5-4 34,0,0
nCO1 Control 5-4 2,83,87
ACO1 Lithium 5-4 11,54,45
nCO1 Lithium 5-4 22,0,0
AO1 Lithium 5-4 7,34,49
AO1 Control 5-4 11,43,45
ACO1 Lithium 5-4 16,13,16
ACO1 Lithium 5-4 17,24,34
nCO1 Control 5-4 9,0,0
nCO1 Control 5-4 18,104,105
ACO1 Control 5-4 46,42,46
CO1 Lithium 5-4 30,60,89
ACO1 Lithium 5-4 31,11,11
ACO1 Control 5-4 24,15,16
CO1 Lithium 5-4 9,57,62
CO1 Lithium 5-4 25,79,90
AO1 Control 5-4 16,18,37
CO1 Lithium 5-4 3,85,89
ACO1 Lithium 5-4 30,0,0
ACO1 Lithium 5-4 39,9,10
ACO1 Lithium 5-4 49,0,0
ACO1 Control 5-4 31,85,92
CO1 Lithium 5-4 17,100,82
ACO1 Lithium 5-4 22,22,24
ACO1 Control 5-4 49,38,9
ACO1 Control 5-4 8,0,0
nCO1 Lithium 5-4 43,0,10
nCO1 Control 5-4 41,140,111
AO1 Lithium 5-4 49,7,8
AO1 Control 5-4 50,12,23
AO1 Lithium 5-4 5,1,2
nCO1 Control 5-4 20,106,85
nCO1 Control 5-4 5,74,80
ACO1 Control 5-4 12,8,5
nCO1 Lithium 5-4 47,60,61
AO1 Control 5-4 10,0,0
ACO1 Lithium 5-4 50,1,4
CO1 Control 5-4 36,72,76
ACO1 Control 5-4 3,4,10
nCO1 Lithium 5-4 39,45,63
ACO1 Lithium 5-4 47,0,0
nCO1 Control 5-4 26,0,0
CO1 Lithium 5-4 21,127,67
AO1 Control 5-4 45,23,29
nCO1 Control 5-4 23,124,100
CO1 Control 5-4 32,51,51
ACO1 Control 5-4 10,33,17
nCO1 Control 5-4 6,68,74
nCO1 Control 5-4 31,94,71
nCO1 Lithium 5-4 36,154,121
ACO1 Control 5-4 9,18,14
CO1 Lithium 5-4 15,116,125
AO1 Lithium 5-4 20,11,18
nCO1 Control 5-4 12,89,52
nCO1 Lithium 5-4 18,34,58
AO1 Control 5-4 20,6,5
nCO1 Lithium 5-4 26,99,97
CO1 Lithium 5-4 19,67,80
nCO1 Lithium 5-4 8,72,48
AO1 Control 5-4 40,9,11
CO1 Control 5-4 40,102,100
AO1 Lithium 5-4 17,9,13
nCO1 Lithium 5-4 44,128,101
CO1 Control 5-4 48,36,28
CO1 Control 5-4 27,45,62
CO1 Control 5-4 22,0,0
CO1 Control 5-4 13,83,66
AO1 Lithium 5-4 29,9,18
nCO1 Lithium 5-4 10,122,109
ACO1 Control 5-4 15,25,17
AO1 Control 5-4 1,42,12
AO1 Control 5-4 38,6,4
nCO1 Lithium 5-4 33,1,0
ACO1 Lithium 5-4 13,30,52
CO1 Lithium 5-4 16,103,0
ACO1 Control 5-4 23,88,67
AO1 Control 5-4 12,39,47
ACO1 Lithium 5-4 25,56,37
CO1 Control 5-4 10,67,71
nCO1 Lithium 5-4 31,49,56
AO1 Control 5-4 28,1,0
AO1 Lithium 5-4 24,6,12
ACO1 Control 5-4 30,0,0
nCO1 Lithium 5-4 20,137,119
ACO1 Control 5-4 14,28,1
nCO1 Control 5-4 27,49,51
CO1 Lithium 5-4 45,79,89
AO1 Control 5-4 8,40,40
CO1 Lithium 5-4 37,111,88
ACO1 Control 5-4 6,62,34
AO1 Control 5-4 15,27,35
ACO1 Control 5-4 4,0,0
CO1 Control 5-4 30,52,43
nCO1 Lithium 5-4 42,93,91
nCO1 Control 5-4 24,57,53
ACO1 Lithium 5-4 10,0,0
CO1 Lithium 5-4 36,109,30
AO1 Lithium 5-4 43,73,49
AO1 Control 5-4 30,5,18
AO1 Lithium 5-4 9,17,31
ACO1 Lithium 5-4 35,38,0
CO1 Lithium 5-4 1,39,38
ACO1 Control 5-4 1,0,0
ACO1 Lithium 5-4 5,0,0
nCO1 Control 5-4 13,70,66
CO1 Control 5-4 42,48,81
CO1 Lithium 5-4 39,55,70
nCO1 Control 5-4 47,0,0
ACO1 Lithium 5-4 15,5,16
CO1 Lithium 5-4 48,78,101
CO1 Control 5-4 25,15,0
ACO1 Lithium 5-4 7,1,0
ACO1 Lithium 5-4 24,9,15
ACO1 Lithium 5-4 21,15,4
nCO1 Lithium 5-4 21,73,56
CO1 Control 5-4 9,106,79
nCO1 Control 5-4 1,0,0
CO1 Lithium 5-4 24,98,69
CO1 Lithium 5-4 31,98,95
ACO1 Control 5-4 7,17,23
nCO1 Lithium 5-4 3,6,4
CO1 Control 5-4 47,70,66
CO1 Control 5-4 16,106,60
CO1 Lithium 5-4 10,79,86
nCO1 Lithium 5-4 1,68,80
CO1 Control 5-4 38,100,75
ACO1 Control 5-4 19,42,24
CO1 Lithium 5-4 49,0,0
nCO1 Lithium 5-4 14,73,70
nCO1 Control 5-4 40,64,74
AO1 Lithium 5-4 2,0,2
AO1 Lithium 5-4 10,28,30
CO1 Lithium 5-4 44,97,87
ACO1 Lithium 5-4 44,99,80
nCO1 Control 5-4 35,87,23
CO1 Control 5-4 39,54,64
AO1 Lithium 5-4 13,0,0
ACO1 Control 5-4 20,23,17
nCO1 Control 5-4 32,79,76
CO1 Control 5-4 17,90,86
AO1 Lithium 5-4 25,0,0
CO1 Lithium 5-4 29,109,102
AO1 Control 5-4 34,57,55
AO1 Control 5-4 3,33,39
ACO1 Lithium 5-4 28,0,0
CO1 Control 5-4 23,30,0
CO1 Lithium 5-4 41,122,106
ACO1 Lithium 5-4 37,0,0
ACO1 Lithium 5-4 18,18,19
AO1 Lithium 5-4 18,6,4
ACO1 Control 5-4 2,28,30
AO1 Lithium 5-4 38,26,25
AO1 Lithium 5-4 19,0,0
nCO1 Lithium 5-4 38,66,84
AO1 Lithium 5-4 32,0,0
AO1 Lithium 5-4 26,13,21
ACO1 Control 5-4 44,52,48
nCO1 Control 5-4 42,97,79
CO1 Control 5-4 4,29,39
AO1 Control 5-4 23,0,0
CO1 Lithium 5-4 27,72,88
AO1 Lithium 5-4 36,53,10
nCO1 Control 5-4 7,56,56
nCO1 Lithium 5-4 25,123,104
CO1 Control 5-4 46,37,56
AO1 Control 5-4 2,20,18
nCO1 Control 5-4 43,77,72
AO1 Control 5-4 22,72,31
AO1 Lithium 5-4 48,14,15
AO1 Control 5-4 48,66,25
CO1 Control 5-4 43,50,47
AO1 Control 5-4 13,53,36
nCO1 Lithium 5-4 5,40,61
ACO1 Control 5-4 48,25,19
AO1 Lithium 5-4 50,9,5
ACO1 Lithium 5-4 45,44,37
nCO1 Lithium 5-4 35,0,0
AO1 Lithium 5-4 27,0,0
AO1 Control 5-4 35,27,28
ACO1 Lithium 5-4 41,30,27
AO1 Control 5-4 21,36,36
nCO1 Control 5-4 21,68,44
AO1 Lithium 5-4 47,19,23
AO1 Lithium 5-4 44,30,20
CO1 Control 5-4 20,82,83
nCO1 Control 5-4 19,70,72
ACO1 Control 5-4 37,17,22
nCO1 Control 5-4 37,76,63
ACO1 Control 5-4 16,8,9
CO1 Control 5-4 35,72,77
AO1 Lithium 5-4 23,0,0
CO1 Control 5-4 7,74,64
AO1 Control 5-4 18,6,5
ACO1 Control 5-4 5,16,15
CO1 Control 5-4 11,0,0
CO1 Lithium 5-4 33,118,95
nCO1 Lithium 5-4 27,82,71
CO1 Control 5-4 19,0,0
nCO1 Lithium 5-4 37,2,3
nCO1 Lithium 5-4 45,90,67
nCO1 Control 5-4 28,0,0
CO1 Control 5-4 44,71,59
AO1 Control 5-4 24,0,0
nCO1 Control 5-4 3,0,2
ACO1 Control 5-4 11,24,21
nCO1 Control 5-4 49,2,0
nCO1 Control 5-4 15,55,54
AO1 Control 5-4 46,56,7
nCO1 Lithium 5-4 12,76,97
ACO1 Lithium 5-4 33,34,27
AO1 Lithium 5-4 3,4,1
ACO1 Control 5-4 38,10,19
ACO1 Control 5-4 29,1,0
ACO1 Control 5-4 13,62,30
ACO1 Control 5-4 35,31,30
ACO1 Lithium 5-4 32,0,0
ACO1 Lithium 5-4 29,6,3
nCO1 Lithium 5-4 4,70,75
nCO1 Control 5-4 17,69,88
nCO1 Lithium 5-4 40,76,79
nCO1 Control 5-4 25,71,67
ACO1 Control 5-4 43,5,1
AO1 Lithium 5-4 22,11,17
AO1 Lithium 5-4 1,35,41
CO1 Lithium 5-4 22,45,55
ACO1 Lithium 5-4 46,29,18
