CD_RootImage,BotSum,HumanSum
2 22 C1 15.jpg,28,33.0
3 1 C2 38.jpg,28,40.0
2 26 C5 18.jpg,58,63.0
2 26 C5 2.jpg,4,0.0
3 6 D2 40.jpg,72,69.0
3 9 C5 17.jpg,24,29.0
2 24 C3 31.jpg,43,56.0
2 27 C1 35.jpg,52,51.0
3 1 C2 23.jpg,61,82.0
2 24 D3 38.jpg,51,39.0
3 4 D1 38.jpg,97,85.0
2 25 D2 46.jpg,57,69.0
3 2 C5 53.jpg,47,38.0
3 5 D4 42.jpg,66,62.0
3 1 D5 47.jpg,50,49.0
2 21 D1 40.jpg,16,24.0
2 24 C1 19.jpg,39,57.0
3 4 C2 31.jpg,36,45.0
2 25 C2 18.jpg,66,73.0
3 5 C3 33.jpg,38,51.0
3 2 C2 39.jpg,51,58.0
2 26 C5 4.jpg,26,47.0
3 6 D2 6.jpg,58,49.0
3 3 C4 43.jpg,53,60.0
3 5 D5 44.jpg,62,61.0
3 1 D4 18.jpg,42,71.0
3 1 C3 35.jpg,37,42.0
2 26 C5 9.jpg,86,51.0
3 10 D5 42.jpg,51,61.0
3 7 D2 49.jpg,68,81.0
3 9 D5 43.jpg,5,9.0
2 22 C2 17.jpg,19,31.0
2 27 C1 30.jpg,48,51.0
2 28 C2 42.jpg,61,47.0
2 24 D3 18.jpg,2,2.0
3 8 C5 44.jpg,31,29.0
2 26 D1 35.jpg,43,58.0
2 25 D2 9.jpg,43,37.0
2 26 C5 44.jpg,44,40.0
2 25 D3 44.jpg,53,71.0
3 4 D3 29.jpg,57,59.0
2 21 C1 25.jpg,6,17.0
3 2 D4 52.jpg,36,39.0
2 25 D4 52.jpg,55,58.0
2 24 D3 53.jpg,47,58.0
2 25 D2 42.jpg,98,93.0
3 4 D2 39.jpg,75,47.0
3 9 C4 44.jpg,0,1.0
2 27 C3 58.jpg,48,63.0
3 1 C5 36.jpg,51,73.0
3 8 C3 11.jpg,29,51.0
2 22 D2 21.jpg,9,14.0
2 28 C3 59.jpg,24,31.0
3 4 C4 56.jpg,30,48.0
3 6 D1 24.jpg,46,40.0
2 25 C3 45.jpg,84,60.0
3 8 D5 42.jpg,58,61.0
2 25 C5 27.jpg,10,11.0
2 23 C3 16.jpg,36,53.0
3 7 C3 60.jpg,10,13.0
3 5 C4 55.jpg,59,74.0
2 27 D3 31.jpg,56,54.0
3 8 D5 16.jpg,9,15.0
2 25 D3 54.jpg,29,21.0
3 3 C4 41.jpg,76,76.0
3 4 C3 3.jpg,62,65.0
3 3 C2 35.jpg,71,84.0
3 1 D1 16.jpg,73,66.0
3 4 C4 22.jpg,77,59.0
3 2 C4 6.jpg,75,45.0
3 6 C2 46.jpg,48,55.0
2 26 D4 8.jpg,49,53.0
2 26 D5 46.jpg,32,34.0
2 22 C1 3.jpg,50,57.0
3 1 C4 6.jpg,66,61.0
2 24 C1 2.jpg,64,53.0
3 6 D5 59.jpg,67,76.0
2 28 D3 7.jpg,73,80.0
3 5 C5 35.jpg,63,60.0
3 2 C5 2.jpg,42,19.0
2 26 C5 55.jpg,42,32.0
2 25 C1 51.jpg,42,44.0
2 26 D3 41.jpg,35,58.0
3 4 C4 39.jpg,54,41.0
3 4 D5 20.jpg,3,11.0
2 27 C2 5.jpg,30,28.0
2 23 C3 47.jpg,7,8.0
3 6 C5 7.jpg,55,56.0
3 5 C1 15.jpg,48,51.0
3 4 D5 55.jpg,75,51.0
2 22 C1 36.jpg,42,49.0
2 27 D3 23.jpg,76,62.0
2 27 D2 42.jpg,79,72.0
3 10 C5 60.jpg,47,51.0
2 22 C1 58.jpg,1,5.0
3 10 D5 6.jpg,82,89.0
3 2 D3 54.jpg,2,1.0
2 24 C3 4.jpg,39,39.0
2 22 D2 27.jpg,2,2.0
3 4 D3 6.jpg,56,57.0
2 22 C2 24.jpg,10,16.0
3 7 D5 13.jpg,54,51.0
3 3 D2 48.jpg,61,87.0
3 9 C5 31.jpg,83,62.0
2 25 C5 16.jpg,10,13.0
2 25 D4 9.jpg,86,73.0
2 28 C5 10.jpg,62,58.0
2 21 C1 6.jpg,31,32.0
3 8 D5 47.jpg,52,52.0
3 3 C5 20.jpg,35,35.0
2 28 C5 49.jpg,64,55.0
3 3 C4 13.jpg,17,34.0
3 6 D2 43.jpg,80,73.0
3 2 D2 25.jpg,17,32.0
3 4 D3 42.jpg,58,41.0
2 24 D4 23.jpg,11,17.0
2 22 C1 49.jpg,44,51.0
3 2 C2 29.jpg,48,58.0
3 1 C2 8.jpg,63,62.0
3 7 D2 17.jpg,33,42.0
3 4 C2 43.jpg,59,47.0
2 23 D3 14.jpg,10,14.0
2 26 D5 28.jpg,66,63.0
3 8 C3 5.jpg,40,50.0
2 27 D1 10.jpg,63,94.0
3 9 C5 8.jpg,64,64.0
3 6 C4 16.jpg,48,62.0
2 25 C3 32.jpg,58,75.0
2 25 D5 50.jpg,19,22.0
2 27 D5 56.jpg,35,29.0
3 3 C3 13.jpg,69,66.0
3 8 D4 46.jpg,72,59.0
3 1 C2 21.jpg,70,77.0
3 1 D5 45.jpg,71,70.0
2 27 D3 24.jpg,45,48.0
3 2 D3 45.jpg,70,59.0
3 9 C5 55.jpg,5,3.0
3 7 D5 31.jpg,61,60.0
3 4 C3 38.jpg,76,63.0
3 8 D3 42.jpg,40,48.0
3 7 C2 26.jpg,29,46.0
3 4 C3 33.jpg,51,46.0
2 21 C1 58.jpg,5,10.0
3 5 D4 5.jpg,91,77.0
3 8 C5 19.jpg,37,44.0
3 1 D3 55.jpg,32,56.0
2 27 C2 17.jpg,48,66.0
3 5 C5 15.jpg,0,0.0
3 1 C5 20.jpg,61,64.0
3 1 D4 8.jpg,59,79.0
2 23 C1 14.jpg,3,25.0
3 8 C4 1.jpg,24,19.0
2 22 D2 2.jpg,6,11.0
3 3 D1 34.jpg,61,79.0
2 25 C1 34.jpg,38,42.0
2 28 C5 45.jpg,84,79.0
3 4 C3 19.jpg,77,74.0
2 26 D1 8.jpg,27,51.0
3 2 C1 33.jpg,16,40.0
3 7 D5 55.jpg,53,44.0
3 3 D5 34.jpg,96,48.0
3 3 D1 35.jpg,14,16.0
3 10 D5 51.jpg,8,9.0
2 26 D5 58.jpg,43,66.0
2 24 D1 60.jpg,46,46.0
3 4 D5 19.jpg,21,35.0
3 6 D5 35.jpg,35,45.0
3 5 D4 38.jpg,73,75.0
3 5 D2 49.jpg,58,58.0
3 9 C4 16.jpg,18,20.0
3 3 C1 19.jpg,58,69.0
3 6 D5 24.jpg,62,53.0
3 2 D2 22.jpg,61,78.0
3 10 C5 8.jpg,58,62.0
2 25 D2 16.jpg,54,48.0
2 26 D1 27.jpg,34,50.0
3 4 C2 44.jpg,68,58.0
3 6 D5 53.jpg,39,40.0
2 22 D1 42.jpg,17,25.0
3 4 C4 13.jpg,38,48.0
2 23 D1 57.jpg,38,50.0
2 27 C4 20.jpg,86,59.0
2 28 D4 2.jpg,38,67.0
3 8 D3 37.jpg,41,47.0
2 27 D4 5.jpg,63,54.0
2 26 D4 49.jpg,50,68.0
2 24 C2 59.jpg,34,62.0
2 27 D2 35.jpg,62,60.0
2 27 C2 35.jpg,92,67.0
3 10 D5 46.jpg,60,83.0
2 28 C1 47.jpg,33,39.0
2 25 D5 31.jpg,61,40.0
2 25 C4 32.jpg,62,57.0
2 28 C5 13.jpg,45,52.0
3 9 C5 10.jpg,59,59.0
3 5 C4 4.jpg,41,46.0
3 6 C1 13.jpg,63,76.0
3 8 D4 56.jpg,0,0.0
2 23 D3 33.jpg,19,19.0
3 6 D2 9.jpg,51,48.0
2 28 D5 41.jpg,84,108.0
3 5 C5 30.jpg,1,0.0
2 27 C4 6.jpg,48,58.0
2 27 C3 7.jpg,51,30.0
3 2 D4 27.jpg,37,19.0
2 23 D2 54.jpg,62,64.0
3 3 D3 58.jpg,29,0.0
3 9 C5 51.jpg,63,45.0
2 26 D5 19.jpg,71,64.0
2 22 C1 47.jpg,31,25.0
3 7 D2 8.jpg,55,43.0
3 4 C4 55.jpg,82,69.0
3 5 C5 18.jpg,104,100.0
2 27 C1 53.jpg,42,34.0
3 6 D4 58.jpg,0,0.0
2 26 C3 19.jpg,60,70.0
3 7 C2 52.jpg,39,45.0
3 2 C2 27.jpg,2,1.0
3 8 C4 49.jpg,48,63.0
3 6 C2 18.jpg,48,58.0
2 26 C3 16.jpg,10,19.0
2 28 C5 21.jpg,59,53.0
2 28 D1 13.jpg,94,78.0
3 5 C4 38.jpg,43,46.0
3 7 C4 4.jpg,50,48.0
2 28 D2 43.jpg,62,75.0
3 1 D3 31.jpg,40,51.0
2 26 D2 49.jpg,75,88.0
2 23 D2 39.jpg,81,76.0
3 8 C4 36.jpg,31,17.0
3 6 D3 39.jpg,48,40.0
2 26 D2 9.jpg,61,66.0
2 26 C1 28.jpg,70,65.0
2 21 C1 49.jpg,9,19.0
2 27 C3 32.jpg,70,65.0
2 24 C4 60.jpg,38,40.0
3 6 D2 49.jpg,49,39.0
2 25 C5 13.jpg,27,28.0
3 3 D4 34.jpg,85,35.0
2 25 D3 43.jpg,12,10.0
3 6 D1 47.jpg,10,16.0
3 1 C3 42.jpg,65,59.0
3 6 C1 50.jpg,51,54.0
2 24 D1 17.jpg,58,53.0
3 7 D2 7.jpg,46,36.0
2 27 D4 36.jpg,62,58.0
3 9 D5 56.jpg,21,40.0
2 23 D2 33.jpg,41,53.0
2 22 D2 12.jpg,10,19.0
2 28 C4 4.jpg,70,84.0
3 9 D5 23.jpg,53,56.0
3 6 C3 36.jpg,38,45.0
3 1 D5 13.jpg,78,59.0
3 1 D5 57.jpg,65,64.0
2 28 C1 21.jpg,19,20.0
2 25 D1 46.jpg,42,62.0
2 27 C4 45.jpg,28,26.0
3 2 C2 9.jpg,58,56.0
2 23 C1 30.jpg,50,51.0
3 3 D2 25.jpg,15,23.0
3 2 D3 1.jpg,69,71.0
2 24 C1 37.jpg,65,54.0
3 3 D5 48.jpg,70,65.0
3 3 C1 50.jpg,23,52.0
3 4 D5 36.jpg,0,0.0
2 28 D3 37.jpg,89,73.0
2 27 D3 56.jpg,77,63.0
2 26 C5 11.jpg,22,29.0
3 3 C5 53.jpg,77,39.0
3 8 D3 53.jpg,40,54.0
3 8 C5 37.jpg,40,43.0
3 9 C4 49.jpg,53,67.0
2 27 D4 33.jpg,99,83.0
3 2 C4 4.jpg,34,43.0
3 5 C2 46.jpg,88,87.0
3 8 D4 8.jpg,32,48.0
2 28 D3 26.jpg,84,77.0
2 25 C5 21.jpg,27,31.0
3 7 D3 54.jpg,1,0.0
3 9 D4 47.jpg,62,66.0
2 28 C2 56.jpg,34,39.0
3 9 C4 2.jpg,70,89.0
3 2 C5 29.jpg,16,17.0
3 1 D2 26.jpg,56,48.0
3 4 D2 48.jpg,88,69.0
3 5 D5 14.jpg,56,59.0
2 24 D1 56.jpg,47,53.0
3 6 D3 29.jpg,40,23.0
3 4 C1 42.jpg,57,37.0
3 10 C5 48.jpg,70,59.0
2 28 C2 25.jpg,49,65.0
2 24 D3 21.jpg,46,54.0
3 5 D2 39.jpg,52,76.0
2 27 C5 51.jpg,95,54.0
2 28 C2 21.jpg,59,55.0
3 3 D4 2.jpg,42,46.0
3 2 D1 28.jpg,49,62.0
3 5 C5 14.jpg,54,56.0
2 27 D4 60.jpg,79,81.0
3 4 C5 44.jpg,25,35.0
3 6 D2 39.jpg,78,68.0
3 5 C3 57.jpg,44,40.0
3 1 C2 60.jpg,77,90.0
2 26 C4 60.jpg,54,62.0
3 8 C5 13.jpg,43,64.0
3 8 D5 44.jpg,48,47.0
3 6 C1 41.jpg,84,69.0
3 9 D5 34.jpg,32,42.0
2 26 D3 42.jpg,47,64.0
2 28 D5 56.jpg,48,46.0
2 23 D1 28.jpg,31,39.0
2 24 D1 57.jpg,51,64.0
3 7 C2 49.jpg,37,25.0
3 7 D4 17.jpg,92,72.0
3 5 C3 23.jpg,51,62.0
3 5 C2 25.jpg,40,76.0
2 26 C5 22.jpg,60,52.0
3 4 D5 2.jpg,49,74.0
3 5 D2 23.jpg,55,73.0
2 28 C5 58.jpg,61,54.0
3 6 D3 44.jpg,44,41.0
3 4 D5 13.jpg,43,38.0
2 26 D4 46.jpg,60,68.0
3 1 D5 56.jpg,84,70.0
3 4 C1 60.jpg,29,21.0
2 26 D3 22.jpg,38,62.0
2 24 C4 5.jpg,8,13.0
2 27 C3 9.jpg,35,40.0
2 26 C4 34.jpg,35,53.0
2 23 D3 35.jpg,20,31.0
3 5 C4 41.jpg,19,31.0
3 9 D4 39.jpg,4,4.0
3 4 C2 51.jpg,57,41.0
3 3 D2 1.jpg,60,66.0
3 1 C1 42.jpg,36,40.0
2 25 C4 5.jpg,18,34.0
3 2 C4 54.jpg,1,0.0
2 22 C1 32.jpg,14,30.0
3 5 C3 34.jpg,15,15.0
3 1 D5 49.jpg,21,36.0
3 4 D5 32.jpg,1,0.0
2 25 D3 56.jpg,75,80.0
2 26 D1 17.jpg,41,47.0
2 28 D3 53.jpg,76,64.0
2 23 D2 24.jpg,30,55.0
2 26 D1 24.jpg,61,53.0
3 1 D5 10.jpg,82,75.0
3 5 C2 43.jpg,42,49.0
2 25 D5 27.jpg,31,25.0
2 25 D1 34.jpg,106,102.0
3 6 D5 58.jpg,4,8.0
3 3 C1 46.jpg,74,70.0
3 9 C4 36.jpg,44,43.0
3 2 D1 31.jpg,0,1.0
3 8 C4 13.jpg,19,27.0
3 8 C3 33.jpg,50,67.0
3 2 D3 13.jpg,47,60.0
2 25 C2 19.jpg,73,47.0
2 26 C4 32.jpg,75,68.0
3 1 D4 23.jpg,82,69.0
3 9 C5 43.jpg,5,3.0
2 28 C3 49.jpg,42,50.0
2 28 C5 40.jpg,57,59.0
2 27 D5 21.jpg,35,54.0
2 26 C4 11.jpg,55,61.0
2 25 C1 10.jpg,53,54.0
2 25 D1 12.jpg,5,1.0
3 7 D2 57.jpg,38,43.0
3 9 D5 35.jpg,32,31.0
2 28 D2 52.jpg,44,48.0
2 26 D4 11.jpg,53,40.0
2 27 C2 27.jpg,64,48.0
2 23 D2 7.jpg,49,49.0
2 23 C1 58.jpg,17,14.0
3 3 D4 36.jpg,37,33.0
2 26 D5 32.jpg,71,80.0
2 26 D1 10.jpg,51,86.0
3 7 C3 7.jpg,38,52.0
2 22 C2 33.jpg,12,14.0
3 1 D2 5.jpg,74,72.0
2 23 D2 14.jpg,44,54.0
3 3 C2 12.jpg,61,82.0
3 1 C4 30.jpg,88,71.0
2 27 D2 25.jpg,60,47.0
2 26 C3 3.jpg,44,67.0
2 25 D4 43.jpg,62,54.0
2 25 C1 35.jpg,30,52.0
2 22 C1 42.jpg,46,38.0
3 1 D4 28.jpg,89,81.0
2 27 D2 12.jpg,68,79.0
3 2 D3 53.jpg,48,63.0
3 6 D4 14.jpg,54,59.0
3 6 D3 20.jpg,47,59.0
3 5 D2 57.jpg,71,51.0
2 24 D3 2.jpg,50,51.0
2 24 C3 46.jpg,42,47.0
2 28 C1 22.jpg,61,78.0
3 1 C5 9.jpg,113,94.0
2 28 D1 4.jpg,91,88.0
3 3 C5 42.jpg,59,35.0
3 2 C3 13.jpg,67,74.0
3 1 C3 9.jpg,38,52.0
3 5 C2 7.jpg,30,20.0
3 5 D4 37.jpg,17,27.0
3 9 D5 33.jpg,33,38.0
2 28 D4 49.jpg,51,55.0
3 7 C3 4.jpg,86,62.0
3 7 D4 1.jpg,1,0.0
2 27 D3 5.jpg,60,58.0
2 27 C3 55.jpg,67,75.0
2 24 C4 6.jpg,22,24.0
2 24 C2 35.jpg,62,74.0
2 27 D5 42.jpg,45,42.0
3 7 D5 4.jpg,107,88.0
3 2 D1 35.jpg,36,50.0
2 24 D1 50.jpg,87,72.0
2 28 D2 26.jpg,43,53.0
2 26 D5 55.jpg,41,14.0
3 7 C3 8.jpg,38,54.0
3 5 D1 41.jpg,31,53.0
2 26 C1 12.jpg,12,46.0
3 4 C3 42.jpg,77,76.0
3 4 D5 22.jpg,61,63.0
3 3 D4 20.jpg,84,70.0
2 26 D4 16.jpg,90,80.0
3 1 D4 20.jpg,62,69.0
3 9 D4 15.jpg,1,1.0
3 8 C5 26.jpg,41,37.0
3 2 C5 32.jpg,93,83.0
3 1 D2 32.jpg,4,5.0
3 1 C5 49.jpg,60,56.0
3 6 D5 44.jpg,65,77.0
3 3 D4 33.jpg,106,76.0
3 6 C2 16.jpg,32,31.0
3 4 D4 12.jpg,73,63.0
2 24 C4 15.jpg,33,52.0
3 7 C3 38.jpg,23,34.0
2 25 C4 13.jpg,65,77.0
2 27 C5 27.jpg,81,77.0
2 26 C4 27.jpg,40,58.0
3 3 D2 33.jpg,44,48.0
3 6 D3 53.jpg,58,57.0
2 26 C1 24.jpg,72,67.0
3 5 D3 32.jpg,77,65.0
3 6 D1 49.jpg,30,32.0
3 5 C2 24.jpg,56,58.0
3 7 C5 53.jpg,43,43.0
2 25 C3 54.jpg,49,54.0
2 27 C5 18.jpg,56,52.0
3 9 D5 46.jpg,40,44.0
2 27 C3 13.jpg,54,64.0
3 2 D5 45.jpg,63,65.0
3 2 C5 11.jpg,28,38.0
2 27 C4 4.jpg,27,29.0
3 8 D4 34.jpg,36,26.0
3 3 C5 52.jpg,54,45.0
2 22 D2 41.jpg,10,17.0
2 25 C4 14.jpg,43,47.0
3 10 D5 14.jpg,57,56.0
3 5 D3 22.jpg,49,38.0
3 4 D5 21.jpg,37,52.0
2 25 C5 1.jpg,32,34.0
3 7 C4 48.jpg,0,1.0
2 23 C3 2.jpg,27,28.0
3 4 C2 1.jpg,27,23.0
2 23 C1 26.jpg,71,55.0
3 1 D1 43.jpg,86,84.0
2 23 C2 43.jpg,36,65.0
3 8 C4 3.jpg,36,24.0
2 26 D4 35.jpg,48,53.0
3 7 D4 49.jpg,47,41.0
2 27 D3 55.jpg,77,67.0
3 5 C1 49.jpg,73,60.0
2 25 D1 53.jpg,52,59.0
3 8 C3 16.jpg,15,19.0
3 4 D5 14.jpg,47,46.0
2 23 D1 2.jpg,61,73.0
2 26 C1 60.jpg,26,33.0
2 27 D3 19.jpg,32,27.0
2 24 C2 5.jpg,45,42.0
2 26 C2 19.jpg,49,52.0
2 26 D3 44.jpg,53,67.0
3 1 D4 36.jpg,22,43.0
3 7 C3 19.jpg,46,56.0
3 1 D3 4.jpg,76,72.0
3 5 C5 7.jpg,43,50.0
3 5 C1 42.jpg,18,26.0
3 2 C4 5.jpg,0,0.0
2 25 C4 27.jpg,32,47.0
3 5 C4 37.jpg,72,68.0
3 2 D1 34.jpg,94,90.0
3 1 C5 8.jpg,59,63.0
2 27 C3 59.jpg,14,16.0
2 28 C4 58.jpg,52,79.0
3 5 C5 6.jpg,11,12.0
3 1 D5 51.jpg,57,56.0
3 5 C5 40.jpg,63,48.0
2 27 D5 41.jpg,82,70.0
2 27 C2 25.jpg,74,86.0
3 3 D1 39.jpg,76,63.0
2 26 D4 20.jpg,66,67.0
2 28 C1 7.jpg,42,61.0
2 23 D2 27.jpg,41,41.0
3 1 D2 17.jpg,93,94.0
2 28 C2 2.jpg,25,39.0
2 21 C1 35.jpg,7,8.0
3 8 D4 2.jpg,6,22.0
2 25 D2 58.jpg,74,70.0
3 6 D2 59.jpg,74,53.0
3 4 C1 9.jpg,42,43.0
3 4 C4 32.jpg,0,0.0
2 25 D3 49.jpg,94,85.0
2 23 C1 29.jpg,35,44.0
2 27 D4 19.jpg,68,66.0
3 5 D3 40.jpg,58,54.0
3 2 C2 32.jpg,83,70.0
3 1 D3 47.jpg,42,65.0
2 25 D5 59.jpg,18,18.0
2 22 D2 48.jpg,18,18.0
3 7 C2 46.jpg,63,53.0
2 23 C2 6.jpg,22,34.0
3 6 D2 23.jpg,70,61.0
2 24 C4 44.jpg,5,7.0
3 1 D4 43.jpg,62,56.0
2 22 D2 31.jpg,28,33.0
2 25 C1 58.jpg,18,31.0
3 10 C5 3.jpg,32,46.0
3 7 C2 44.jpg,57,59.0
2 26 D5 35.jpg,31,35.0
2 28 D2 42.jpg,78,78.0
2 28 C4 51.jpg,68,69.0
3 1 C2 35.jpg,65,78.0
3 1 D5 32.jpg,66,74.0
3 8 C5 8.jpg,74,68.0
3 6 C4 10.jpg,65,67.0
2 26 D3 3.jpg,18,41.0
2 23 D1 59.jpg,31,38.0
2 23 D1 39.jpg,65,55.0
3 3 C3 2.jpg,51,45.0
3 5 C5 24.jpg,70,71.0
3 8 C5 41.jpg,49,39.0
3 4 C1 25.jpg,4,0.0
3 1 C5 43.jpg,74,62.0
3 8 C4 5.jpg,0,1.0
2 23 D1 4.jpg,83,75.0
2 24 D2 30.jpg,34,38.0
3 1 D4 1.jpg,6,25.0
3 1 C1 50.jpg,27,46.0
2 25 C2 9.jpg,71,62.0
3 2 D1 5.jpg,55,44.0
2 27 C3 57.jpg,54,40.0
3 6 C4 53.jpg,41,34.0
3 9 D5 18.jpg,0,0.0
3 8 C5 11.jpg,4,3.0
2 27 D1 9.jpg,42,61.0
3 6 C2 12.jpg,71,83.0
3 6 D5 23.jpg,74,67.0
3 5 C5 60.jpg,60,60.0
3 9 C5 5.jpg,76,77.0
3 6 D4 43.jpg,63,58.0
3 1 D5 5.jpg,58,59.0
3 7 D5 14.jpg,66,58.0
3 10 C5 59.jpg,5,6.0
3 9 D5 44.jpg,36,30.0
3 4 D5 42.jpg,91,64.0
3 8 D5 15.jpg,42,48.0
2 27 D5 51.jpg,44,48.0
3 1 D1 9.jpg,26,38.0
2 25 C2 60.jpg,42,68.0
3 5 C1 8.jpg,67,83.0
2 21 D1 15.jpg,9,20.0
3 4 D4 14.jpg,85,79.0
3 5 C4 27.jpg,51,54.0
3 9 D5 49.jpg,20,29.0
3 5 C2 58.jpg,47,43.0
2 25 C2 21.jpg,54,41.0
2 27 C2 21.jpg,49,50.0
2 27 C2 58.jpg,40,46.0
3 8 C3 38.jpg,32,39.0
2 25 D4 32.jpg,48,56.0
3 3 D2 37.jpg,78,75.0
3 5 D3 53.jpg,41,45.0
2 24 C2 20.jpg,44,59.0
3 4 D2 22.jpg,40,17.0
3 1 C5 2.jpg,38,42.0
2 26 C1 31.jpg,39,52.0
2 25 C4 46.jpg,42,59.0
2 27 D2 44.jpg,73,79.0
3 8 C5 34.jpg,43,45.0
3 3 C5 56.jpg,123,69.0
3 2 D2 39.jpg,84,84.0
2 24 D1 31.jpg,38,46.0
3 5 D4 16.jpg,52,69.0
2 24 C3 50.jpg,39,55.0
2 26 C5 60.jpg,52,51.0
2 25 D5 37.jpg,36,23.0
2 26 D4 3.jpg,55,76.0
3 5 D4 24.jpg,66,81.0
2 26 C1 32.jpg,37,48.0
3 9 C5 25.jpg,30,42.0
2 21 D1 18.jpg,7,15.0
3 2 D1 24.jpg,60,59.0
2 27 C1 42.jpg,27,32.0
3 10 D5 50.jpg,16,28.0
2 24 C1 25.jpg,41,39.0
3 3 C5 18.jpg,83,88.0
2 28 C1 46.jpg,66,63.0
2 25 D5 28.jpg,18,24.0
3 9 C5 6.jpg,5,6.0
2 24 C1 21.jpg,40,55.0
2 25 C1 44.jpg,67,69.0
3 2 C2 3.jpg,65,63.0
3 3 D4 51.jpg,55,65.0
3 4 C3 30.jpg,59,49.0
2 21 C1 39.jpg,7,12.0
2 22 C2 39.jpg,15,13.0
3 2 C1 16.jpg,78,87.0
2 22 D2 26.jpg,14,13.0
3 6 D5 31.jpg,48,79.0
2 26 C4 5.jpg,7,7.0
3 1 C4 52.jpg,83,95.0
3 3 D4 40.jpg,82,76.0
3 3 C3 25.jpg,85,62.0
2 23 C2 10.jpg,18,37.0
3 9 C5 15.jpg,2,0.0
2 21 D1 57.jpg,18,30.0
3 1 C4 7.jpg,74,74.0
3 7 C3 42.jpg,47,51.0
2 27 D1 33.jpg,76,89.0
3 4 D5 44.jpg,69,49.0
2 24 D1 53.jpg,53,57.0
3 7 D2 35.jpg,52,57.0
3 5 D3 49.jpg,4,1.0
2 28 C1 25.jpg,52,52.0
3 9 C5 41.jpg,34,49.0
3 3 D1 41.jpg,91,87.0
2 24 D4 29.jpg,18,11.0
3 2 D1 13.jpg,92,92.0
3 2 D2 12.jpg,73,83.0
2 24 D3 35.jpg,66,60.0
3 5 D4 33.jpg,92,94.0
2 21 C1 29.jpg,16,12.0
2 26 D5 17.jpg,67,75.0
3 9 D4 16.jpg,93,71.0
2 28 D4 24.jpg,82,83.0
2 25 C5 43.jpg,13,17.0
3 4 D4 42.jpg,79,51.0
3 4 C4 37.jpg,66,69.0
3 8 C5 55.jpg,0,0.0
3 2 D5 31.jpg,69,48.0
2 28 D4 36.jpg,81,80.0
3 6 C5 30.jpg,42,40.0
2 24 C3 45.jpg,35,48.0
3 7 C3 23.jpg,58,56.0
3 3 C1 41.jpg,72,68.0
3 5 C2 36.jpg,78,58.0
3 7 C4 56.jpg,47,38.0
3 3 C1 24.jpg,36,42.0
2 24 C2 41.jpg,72,64.0
2 26 D2 12.jpg,49,78.0
3 5 D3 58.jpg,22,63.0
3 3 C3 11.jpg,81,73.0
3 8 C5 27.jpg,54,48.0
2 28 C4 35.jpg,29,66.0
2 22 C1 19.jpg,15,29.0
3 8 C4 9.jpg,55,42.0
3 8 D3 38.jpg,28,23.0
2 25 D4 44.jpg,22,53.0
3 8 C4 20.jpg,47,27.0
3 10 D5 11.jpg,37,51.0
3 4 C5 42.jpg,44,41.0
3 4 C2 16.jpg,25,29.0
2 27 C4 8.jpg,64,54.0
3 1 C3 53.jpg,20,47.0
3 6 C1 40.jpg,49,65.0
3 10 D5 37.jpg,36,89.0
2 28 D1 3.jpg,61,53.0
3 8 D5 37.jpg,57,64.0
2 28 D4 46.jpg,44,61.0
2 28 C4 54.jpg,1,1.0
3 2 D3 32.jpg,58,58.0
2 26 D4 14.jpg,47,64.0
2 21 C1 57.jpg,24,24.0
2 22 C1 45.jpg,33,40.0
2 24 D3 32.jpg,57,52.0
3 6 D4 31.jpg,5,0.0
3 2 D5 32.jpg,75,65.0
3 7 D3 21.jpg,44,37.0
2 25 C5 15.jpg,9,3.0
3 3 C5 40.jpg,104,74.0
2 23 C3 28.jpg,10,2.0
3 5 C3 17.jpg,31,36.0
3 8 C3 20.jpg,39,60.0
3 6 C5 18.jpg,97,92.0
3 6 D4 25.jpg,60,57.0
2 25 D2 1.jpg,98,85.0
3 1 C4 49.jpg,96,73.0
3 3 C2 16.jpg,51,36.0
3 6 C4 1.jpg,60,62.0
3 1 D3 8.jpg,4,0.0
2 28 D4 55.jpg,68,67.0
3 4 C4 16.jpg,37,51.0
3 5 D4 9.jpg,60,58.0
3 6 C4 40.jpg,55,64.0
2 22 D1 24.jpg,40,35.0
3 3 D3 37.jpg,68,61.0
3 6 D5 18.jpg,1,0.0
3 2 C3 51.jpg,90,74.0
3 6 C5 54.jpg,19,31.0
2 28 D5 46.jpg,55,69.0
3 4 C4 15.jpg,84,60.0
3 5 D1 27.jpg,92,61.0
3 9 C5 27.jpg,58,61.0
2 27 C4 34.jpg,53,40.0
3 9 D4 50.jpg,9,8.0
2 21 D1 46.jpg,21,17.0
2 26 D3 12.jpg,64,60.0
2 24 C4 32.jpg,23,30.0
2 27 D1 16.jpg,68,79.0
2 21 D1 2.jpg,17,21.0
2 28 C3 37.jpg,51,59.0
2 28 D1 30.jpg,23,63.0
3 4 C2 29.jpg,76,69.0
3 8 D3 14.jpg,53,68.0
2 24 D1 45.jpg,36,40.0
3 3 C2 36.jpg,76,56.0
3 6 C5 5.jpg,46,67.0
2 27 C1 40.jpg,45,62.0
3 4 C5 37.jpg,45,53.0
2 25 C5 52.jpg,6,15.0
2 26 C2 15.jpg,39,49.0
3 5 D4 60.jpg,81,71.0
2 25 D2 36.jpg,28,30.0
2 25 D5 24.jpg,22,21.0
2 26 D5 39.jpg,50,54.0
